data,app,type,user_story
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,problem_report," Title: Improve User Experience in Next Update

 As a health-conscious user, I want the app to have a light mode option, record my achievements accurately, display weekly/monthly targets clearly, and synchronize data with my running band efficiently without causing stress or taking excessive time. Please prioritize these improvements in the upcoming update."
Been able to track all my activity if I remember to carry my phone .  It doesn't track the 4 to 5 hours a day that I'm cashiering at work...lot if movement and steps but nothing really registers,Samsung Health,problem_report," Title: Enhanced Activity Tracking for Users

 As a user, I want to have a reliable activity tracking feature on the app. When I use the app consistently (carrying my phone), I should be able to record all my activities accurately. However, it would be beneficial if the app could also track and credit my steps and movement accumulated during work hours as a cashier, as this accounts for a significant part of my daily physical activity."
"all I want is to be able to edit the workouts, my watch is so bad at estimating treadmill run distances. please I just want to track my workouts accurately and edit them. other than that all good",Samsung Health,problem_report," Title: Accurate Treadmill Workout Tracking and Editing

  As a user,
  I want the ability to edit my recorded workouts on the platform,
  so that I can adjust distances estimated by my watch for treadmill runs,
  thereby improving the accuracy of tracking my workouts."
I couldn't connect with the smartwatch but instead app tells me to download the same app from the different site. I can download the app but it became as file and did not come out as an app.,Huawei Health,problem_report," Title: Improve App Download Process for Smartwatch Integration

 As a user, I want a seamless experience when downloading the app for smartwatch integration, so that I can avoid confusion about where to download the app, and ensure the correct installation of the app directly from the platform, not as a file."
It continues to load and does not allow me to put in my email address.  It doesn't even let me click on the blank bar so my keyboard will pop up. What is going on???!!,Garmin Connect,problem_report," As a user, I want a website that instantly loads and enables me to input my email address without any issues. Additionally, the email input field should be interactive, allowing me to access my keyboard when needed, for an efficient and seamless experience."
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,Huawei Health,feature_request," Title: Enhance Huawei GT2 Watch Faces Customization

As a user of the Huawei GT2, I want to be able to customize watch faces with multiple options, including 3D models. I find the current selection of watch faces disappointing and limited in comparison to Samsung's offerings. As a tech-savvy individual, I value versatility and personalization in my devices. Providing more customizable watch faces would greatly improve my experience with the Huawei GT2."
I've just bought vivofit 2 and the watch works great with the heart rate strap as I can see when I'm maxing out etc. BUT the heart rates/activities will not sync with the app. All I get is steps and calories burned. Help!!,Garmin Connect,problem_report," Title: User needs seamless sync of heart rate data from Vivofit 2 to mobile app

 As a fitness enthusiast, I want my Vivofit 2 watch to sync all my heart rates and activities accurately with the mobile app so that I can track and analyze my workouts effectively, allowing me to optimize my exercise routine."
"Was an ok ap until the last update. No it's constantly loosing connection. Also won't let me purchase new watch faces. Frustrating. New update today, now it just hangs on the start up screen. Reducing my rating",Huawei Health,problem_report," Title: Unstable App Performance and Purchase Issues

 As a user, I want a stable app connection and ability to purchase new watch faces, so that I can efficiently manage my smartwatch without frequent disruptions or failures during usage and purchases. Additionally, ensure the recent updates do not cause the app to hang during startup, maintaining a smooth user experience."
This app was fantastic until the recent update now I can no longer sync to the app and the app keeps closing down when I try to open it. I hope they sort this problem quickly.,Garmin Connect,problem_report," Title: Improve App Stability and Sync Functionality

 As a user, I want the mobile application to function without crashing upon opening and maintain a stable connection for data synchronization, so that I can efficiently use the app without interruptions. Please address these issues promptly."
"Kindly check after the latest updates app forcing to install Hauwai appgallery, and even after the latest install its happening to show same error, kindly fix it",Huawei Health,problem_report," Title: Resolve App Gallery Installation Error

 As a user, I want the application to function without requiring me to install the Huawei AppGallery. If an update forces this installation, ensure that the app resumes working correctly after installation, and there are no recurring errors. Please fix the issue to enhance my user experience."
New update to health app and now it no longer works! Tells me to have the most up to date huawei services app which i do already!,Huawei Health,problem_report," Title: Health App Malfunctioning Post Update

As a user, I want the updated version of the health app to function properly without requiring additional installations of the Huawei Services App, as I've already installed it. To ensure seamless operation, please resolve any compatibility issues preventing the correct functioning of the app after the update."
"You can change all measurements units except for arguably the most important one, calories to joules. This is very frustrating for anyone outside of the USA and it makes me hate getting their smart watch.",Samsung Health,feature_request," Title: International User Interface Preference

 As an international user,
 I want to be able to convert measurement units (excluding calories) to Joules,
 So that I can effectively use the smartwatch without constant conversion calculations."
"After updating to the app, I can't disable the Continuous Heart Rate Monitor feature of my Honor Watch. It enable itself every time I tried to disable it. ** With the latest update, the problem now is solved. Thanks Huawei",Huawei Health,problem_report," Title: User Story - Continuous Heart Rate Monitor Feature Adjustment

As a user, I want to be able to manually disable the Continuous Heart Rate Monitor feature on my Honor Watch, so that I can control when it's active and conserve battery life. The current update should ensure that once disabled, the feature remains off and does not automatically enable itself."
GOOD APP BUT IT COUNTS STEPS WHEN WE TRAVEL ALSO... SOME PEOPLE MAKE MISUSE OF THIS PLEASE IN THE NEXT UPDATE FIX THIS BUG... THANK YOU...,Samsung Health,problem_report," Title: Improve Step Count Accuracy in Travel Mode

 As a user, I want the app to accurately count steps only when walking and not during travel (car/train rides), as some users misuse this feature by leaving their phones on during transportation. In the next update, please fix this bug for improved accuracy and reliability of step counting. Thank you."
"I used this app for my Huawei band 4 pro, now it show this device is not supported by this app . I don't know what app do I need to I install now . Very rubbish",Huawei Health,problem_report," Title: Unsupported Device Notification Resolution

As a user of the fitness app,
I want to be able to use the app with my Huawei Band 4 Pro,
so that upon launching the app, it recognizes and supports my device,
and if it does not, provide clear instructions on which alternative app I should install."
Does the job. But my floor count is so inaccurate the last 4 weeks. Vivosmart keeps saying I've climed 35+ floors everyday when its more like 10-15 floor.,Garmin Connect,feature_request," Title: Incorrect Floor Count on Vivosmart

As a fitness enthusiast,
I want an accurate floor count displayed on my Vivosmart,
So that I can monitor and improve my daily physical activity effectively."
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",Huawei Health,problem_report," Title: Unable to Connect Honor Band 5 After Update

 As a user, I want the Honor Band 5 app to connect successfully after an update, so that I can track my fitness activities effectively without any disruptions. Also, ensure the device is properly detected during setup to avoid confusion. If problems persist, provide clear troubleshooting steps for resolving connection issues and maintain a positive user experience. Otherwise, users may perceive the product as ineffective and unworthy of their investment."
"Why do you need access to my phone calls Samsung health? You are supposed to count my steps, not be nosy about my privacy. That's why I'm deleting you.",Samsung Health,feature_request," Title: User Privacy Concern

 As a health-conscious user, I want the Samsung Health app to focus on tracking my physical activities (steps) and not invade my privacy by accessing my phone calls. If this behavior continues, I will delete the app due to privacy concerns."
"It does not provide the option to measure my heart rate or SP02 anymore by placing my finger on the sensor on my phone. By removing this feature, it has made an awesome app rather pointless. ",Samsung Health,feature_request," Title: Lost Heart Rate Monitoring Feature

As a Health Conscious User,
I want to be able to measure my heart rate and SpO2 using the sensor on my smartphone,
So that I can continue tracking my health effectively, as this feature was crucial for me and its removal makes the app less useful."
Could use some haptic or visual feedback to acknowledge user interaction as the UI is a bit slow to respond. But other than that it does everything it's supposed to do.,Huawei Health,feature_request," Title: Improve Interaction Feedback for Slower UI Response

As a User,
I want to receive haptic or visual feedback upon interacting with the user interface,
So that I can be assured that my actions are being registered promptly and efficiently,
In order to improve user satisfaction and reduce potential confusion."
I am unable to install other faces for my Honor Magic Watch 2 using the app. I couldn't find any option to do so. Not sure why my watch isn't supporting different dials or why I couldn't find that option in the application. Any help?,Huawei Health,feature_request," Title: User-friendly Watch Face Installation for Honor Magic Watch 2

 As a user, I want to be able to easily install various watch faces on my Honor Magic Watch 2. The application should provide an obvious and accessible option for selecting and installing new watch faces. To enhance user experience, ensure compatibility with different dial designs and improve discoverability of this feature within the app."
"This app used to be great until the last update when they added all the Vivofit gubbins. Now, I can't log in to my account on my tablet (Xperia Tablet Z).",Garmin Connect,problem_report," As a user, I want to be able to access my account on my Xperia Tablet Z without any issues. Previously, after updates, features like Vivofit were integrated seamlessly. However, following the latest update, I am unable to log in. Please ensure compatibility and maintain functionalities for all devices."
"Lame that you removed my ability to zoom my results graph. It makes it virtually impossible to see trends, and you reduced the size of the graphs to allow trending data history which I doubt most people care about, excepting the highlighted data point. Reducing functionality is lame.",Samsung Health,feature_request," Title: Improve Zoom Functionality for Graph Results

 As a user, I want the ability to zoom in on my graph results to analyze trends more effectively. The current reduction of graph size and removal of the zoom function makes it difficult to see details, especially over extended periods. Additionally, I value seeing the full history of trending data, not just highlighted points."
Sleep tracker not working since last year. Still not working its August 2020 now🤔 march 2022why won't gt2e watch pair with app.used be so go aswell,Huawei Health,problem_report," Title: GT2E Watch Pairing and Sleep Tracking Issues

As a user, I want the GT2E watch to successfully connect and sync with its app consistently, allowing me to monitor my sleep patterns effectively. Additionally, I expect the sleep tracking functionality to function properly from March 2020 onwards. I am currently experiencing persistent problems in August 2022."
"Samsung needs to make just one app to sync with all the smartwatches only, my phone tracks more steps then my watch ,i rather just have one app for my Galaxy watch.",Samsung Health,problem_report," Title: Simplified Smartwatch Sync App for Galaxy Users

 As a Samsung user, I want a single unified app that can seamlessly synchronize with all my Samsung smartwatches. Currently, I have to manage multiple apps, which is confusing and time-consuming. Furthermore, I find that my phone tracks more steps than my watch, therefore, I prefer having one app for my Galaxy watch, streamlining the user experience and reducing app clutter."
Please remove fake participates in global challange. How is it possible to walk 200000 steps in one day for anybody? Its demotivate to other participates. Thank you,Samsung Health,feature_request," Title: Improve Global Challenge Integrity

 As a motivated participant,
 I want the platform to verify authentic user steps,
 so that I can maintain fair competition and stay motivated, preventing demotivation caused by fake participants' activities."
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request," Title: User Unable to Change Watch Face Style on Huawei App

  As a user of a Huawei phone and smartwatch,
  I want to be able to customize my watch face style,
  So that I can personalize my device according to my preferences.
  Additionally, ensure all available features are accessible globally, as I believe regional limitations may not be fair."
Disappointed. The only reason I used this app was for the weight management feature. I lost 20 pounds with it. Now the update has removed the only reason I use this app. I will be looking for something different. Truly disappointing.,Samsung Health,feature_request," As a user, I want to maintain my weight and track progress effectively. Previously, I used an app that helped me lose 20 pounds by offering a reliable weight management feature. However, following an update, the weight management functionality has been removed, making it difficult for me to continue using the app. As such, I am seeking an alternative solution with a similar feature to manage my weight."
Just got a watch gt and it doesn't show on the list. Means I can't even use the device as it won't let me set it up.,Huawei Health,problem_report," Title: Watch GT Setup Issue

 As a new user,
 I want to see my recently purchased Watch GT on the device list,
 So that I can successfully set it up and start using the device."
Would be nice if you could create challenges other then 1:1 maybe have a way your able to make a group challenge but with just friends or family.,Samsung Health,feature_request," Title: Group Challenge Creation for Friends and Family

 As a user, I want to be able to create group challenges, not just 1:1 challenges, so that I can engage in friendly competition with my friends and family on the platform."
"Pathetic app, i am not able to setup, as always page stuck on Press to sync, and even after sync nothing happens.   Device is not able to connect to app.   Really disgusting  waste of money. You guys are really cheat.",Garmin Connect,problem_report," Title: Unable to Connect Device to App

As a user, I want the ability to successfully set up the app on my device without any issues. Specifically, after pressing the ""Press to sync"" button, the page should not get stuck and the device should connect to the app, allowing for further functionality. Failure to do so is frustrating and unacceptable as it wastes both time and money."
No way to input or modify an activity.  Have to press start/stop while in the pool. I don't want my taking a shower to be part of the exercise. ..,Samsung Health,feature_request," As a user, I want to have the ability to input and modify swimming activities separately from other water-based activities, such as showering, to accurately track my exercise progress and ensure that my data remains relevant and meaningful."
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report," Title: Decreased Step Count Accuracy Post Update

 As a health-conscious user, I want the accuracy of the step counter on the app to remain consistent after updates, so that I can reliably track my daily physical activity. The recent update has resulted in a decline of at least 10% in the recorded steps while walking the same journey, even after clearing cache and restarting the device."
I started using the app in oct 2019 and its crashed 2 times already the step count wont increase... I waited for 3 days each time for it to revive and then reinstalled it... why does this happen...also after raising the issue no one comes back... not very motivating ,Samsung Health,problem_report," As a user, I want the app to be stable and reliable so that it doesn't crash. I also expect the step count to be accurate and increase consistently. If an issue occurs, I want prompt resolution and support from the team to ensure my motivation is not affected."
Good overboard in requiring access to microphone and call logs. I just need to sync the time to my smartwatch and I need to create an account and provide my call logs for that??? Preposterous!,Huawei Health,feature_request," Title: User Account Creation and Smartwatch Time Sync

 As a user, I want the ability to quickly and easily create an account on the platform, with minimal information required. Specifically, I should not be asked to grant access to my microphone or call logs, as these are irrelevant for syncing time to my smartwatch. This seems excessive and unreasonable, making it difficult for users like me to trust and utilize your service."
"I can't even full control my honor band 5, shame on honor and huawei, I loved this brand before but after this experience I will not recommend it to my friends, at least make your app open source so we can tweak our needs!",Huawei Health,feature_request," As a user, I want a more customizable Honor Band 5 app that allows me to fully control the device's settings. Additionally, I suggest making the app open-source to accommodate users' specific needs. This will help maintain my trust in the Honor and Huawei brand."
Can you please make the age for the app lower I really want to use it I'm 15 but it says I have to be older please change this,Samsung Health,feature_request," Title: Lower Age Limit for User Access

 As a teenage user (15 years old), I want the minimum age requirement for the app to be lowered so that I can utilize its features, as I am currently unable to due to the existing age restriction."
It was all fine until you guys removed the feature to access trend for all kinds of exercise. Would be much much much better if you restore it. Need to see bar charts for exercise.,Samsung Health,feature_request," Title: Reintroduce Exercise Trend Bar Charts

  As a fitness enthusiast,
  I want to be able to view trending exercises in the form of bar charts,
  So that I can easily track and plan my workout routine effectively."
"I had problem with connecting my vivosmart so I pressed '?' then selected 'contact us', I sent an email then I got a helpful reply( in 4 days including the weekend) with not only one but several easy steps and ways to the problem. Excellent service!!",Garmin Connect,problem_report," Title: Improved Customer Support for Device Connectivity

 As a user, I want a quick and efficient way to get help when connecting my Vivosmart device. This should include an easily accessible ""Help"" or ""Contact Us"" feature that allows me to send an email, with a guaranteed response time (including weekends) of no more than 4 days. The response should not only provide one solution but multiple easy steps and alternatives to resolve the issue."
"I used to love this app.. now it dosent even work properly. It dosent even count my steps sometime.. really frustrating, also weight management feature is no longer there with the new update.. pointless having this app anymore..",Samsung Health,feature_request," Title: Disgruntled User Seeks Improved Step Tracking and Weight Management Features

 As a user, I want the app to consistently track my steps accurately, so that I can monitor my daily physical activity effectively.

 As a user, I want the weight management feature to be reinstated in future updates, enabling me to easily monitor and manage my weight alongside my physical activity.

 Currently, the lack of reliable step tracking and missing weight management feature makes the app frustrating and renders it almost pointless for continued use."
"Really!!! I cant even log on to the app due to ""netrowrk error"" when my wifi is running perfectly fine, this is RIDICILOUS!!!!! Ive been trying to log in for 4 days now",Huawei Health,problem_report," As a user, I want to be able to consistently access the application without network errors occurring, especially when my Wi-Fi connection is stable. In case of network issues, provide clear and helpful error messages for troubleshooting. Additionally, allow multiple attempts to log in over an extended period (e.g., more than one day) to ensure user success."
Update ruined everything. My data is lost. Rubbish syncing and never updates my steps anymore. Disconnects every few minutes and counts nap when I'm awake. I thought it's firmware issue but turns it it's just this garbage app.,Huawei Health,problem_report," Title: User Data Loss and Unreliable Syncing in Fitness App

 As a user, I want the fitness tracking app to keep my data secure and up-to-date, ensuring that my daily steps are accurately recorded. The app should maintain a stable connection without frequent disruptions or counting steps during idle periods (nap). Additionally, I expect the app's firmware issues to be addressed, improving overall functionality and user experience."
"Blood oxygen measurement was removed in the latest update, no reason was given. On some phones it's apparently still available under the Stress section but my phone doesnt have that for some reason.",Samsung Health,feature_request," Title: Missing Blood Oxygen Feature on Latest Update

 As a health-conscious user, I want the blood oxygen measurement feature to be consistently available across all devices and versions of the app. If a change occurs, provide a clear explanation for its removal or relocation within the application. When this feature is not present in the expected location, investigate and address the issue that causes it to be unavailable on certain devices."
"The app will not open because it says my phone is rooted. However, my phone is NOT rooted. Because of this my gear S3 is essentially useless, as it will not sync with any other application.  Not happy Samsung.",Samsung Health,problem_report," Title: Rooted Device Misidentification on Gear S3

 As a user with a non-rooted Samsung Gear S3,
 I want the app to accurately identify and not restrict device functionality based on incorrect rooted device detection,
 So that I can effectively use my Gear S3 for syncing with other applications without issues."
Don't like the update the graphics look more messy and the last version was  a bit more user friendly. shame as app is great .and now only shows current  year in total step count (my data) and seem to have lost total count when  using app,Huawei Health,feature_request," Title: Improved User Interface for Enhanced User Experience

   As a valued user,
   I want the website interface to be cleaner and more intuitive,
   So that navigation is easier and the platform remains user-friendly.

   Additional Requirements:
   - Display historical step count data in addition to current year's data for better comprehension of progress.
   - Ensure the total step count is not lost when using the app to maintain accurate tracking of my activity."
"Why would this app require, as compulsion, the use & management of phone calls ? It wasn't used to be the case till new ""privacy policy"" came into effect which doesn't allow use unless this permission is granted.",Samsung Health,feature_request," As a user, I need the option to manage or opt-out of phone call functionality within the app, as it has become compulsory due to recent privacy policy updates. This requirement hinders my ability to continue using the app without granting access to my phone calls."
Useless completely useless I buy new huawei watch but most of features are not supporting IT'S really bad experience to buy this watch and to have huawei items.,Huawei Health,problem_report," Title: Improved Compatibility for New Device Features

As a tech-savvy customer, I want the Huawei platform or app to support all features of my newly purchased Huawei Watch, so that I can enjoy a seamless user experience when using Huawei products."
Worst app. Without credentials it doesn't give an option to login. And of you forgot the password we are gone. One of the worst app I have seen. Trying to login from past 1 month no luck. Waste of time and money,Huawei Health,feature_request," Title: User Login Improvement

As a user, I want to be able to log in to the platform without issues. If I forget my credentials, I should receive assistance in recovering them. A prolonged period of unsuccessful login attempts may indicate technical difficulties, leading to wasted time and resources. This issue needs immediate attention to improve overall user experience."
I don't like the fact that I cannot track my food directly in the app. I couldn't get it to connect to mfp so I just use my Samsung health app for that and this app for steps and sleep.,Garmin Connect,feature_request," Title: User Wants Direct Food Tracking Integration with MFP

 As a health-conscious user, I want the ability to track my food intake directly within the app, not just steps and sleep. I need the app to connect to MyFitnessPal (MFP) for seamless food tracking, as I currently use Samsung Health for food tracking but prefer using this app for steps and sleep monitoring."
"My Huawei Band 6 disconnects from the app whenever I update the app from the in-app update option which directs me to a website to download an apk. When I am done, the band disconnects again and again",Huawei Health,problem_report," Title: App Update Disconnection on Huawei Band 6

 As a user of Huawei Band 6, I want the app updating process to be seamless, so that when I update the app from the in-app option, the connection with my device remains intact. The current process, where I am redirected to a website to download an APK and subsequently lose connection with the band, is frustrating and requires unnecessary steps. Please improve the updating process to maintain device connectivity."
"The sleep app shows the most recent nights sleep on the dashboard display, but when you click on the details in will only show you the night prior and not the most recent night. Should be a simple update.",Garmin Connect,feature_request," Title: Improve Recent Sleep Data Display

 As a user, I want to view the most recent night's sleep data accurately on the app dashboard after clicking on the 'Details' button. Currently, the app only displays the night prior to the most recent one, causing inconsistency and confusion in tracking my sleep patterns effectively."
"Overall, I really like this app. I have agree with others, I was very upset to see the weight control tab on the home screen was removed. This was my primary guide to losing 50 pounds so far this year. Please bring this back feature back really fast!",Samsung Health,feature_request," As a weight-conscious user, I want the weight control tab reinstated on the home screen of the app, as it served as my primary tool for losing 50 pounds this year. Its swift return is essential for me to continue my weight loss journey effectively."
Improve ur app man and add some more features to smartwatch ui it getting boring add camera shutter and voice assistant and add feature to stop continues heart rate monitor change navigation animation and add drink water reminder etc,Huawei Health,feature_request," Title: Enhance Smartwatch App Experience

 As a user, I want an updated smartwatch app with new features such as:

1. Camera Shutter control for capturing photos on the go.
2. Voice Assistant integration for hands-free interaction.
3. Ability to pause continuous heart rate monitoring when needed.
4. Improved navigation animation for a smoother user experience.
5. Drink Water Reminder to ensure proper hydration throughout the day."
"I've had this before & lost an entire person by just walking 10,000 steps a day, but I'd actually topped it by 4000 extra steps so I'm happy to try to lose again so my surgeries go better than expected.",Samsung Health,problem_report," Title: User-Friendly Step Tracking and Weight Loss Motivation

As a weight loss patient, I want an intuitive step tracking feature with progress visualization, so that I can monitor my daily steps accurately and strive to exceed my target (e.g., 10,000 steps), knowing that consistent progress will improve my surgery outcomes. Additionally, I appreciate motivational feedback for surpassing targets, encouraging me to continue my efforts."
After the last update the ecg stopped working it requires an update that according to the msg is not compatible with the zfold3 or watch 4 (com.samsung.android.shealthmonitor:2290:9908:25bc597b6003) Tried to get help and no response so far.,Samsung Health,problem_report," Title: Mobile ECG App Needs Compatibility Update for Samsung Devices

 As a user of the mobile ECG app, I want an update that is compatible with my Samsung Zfold 3 or Watch 4 (com.samsung.android.shealthmonitor), as the latest version appears to be incompatible and causing the ECG functionality to stop working. Additionally, I would appreciate prompt customer support response when issues arise."
App removed. As i reject the conditions of their required permission to  access phone and much others before using app.. idiots. I must see and  review app details before giving any access or permissions. Need a  professional and wise app management to gain users' trust,Huawei Health,feature_request," Title: Improved Permission Management for User Trust

 As a user, I want to be able to view and review app details before granting any permissions, so that I can make informed decisions about my data privacy and security. This will enhance the trust between the user and the app management."
"Pretty good, but some things could be improved eg increase functionality to match the web / PC capability such as download gpx files (for people who do not have a PC); show temperature to one decimal place",Garmin Connect,feature_request," Title: Improve Mobile Functionality for Outdoor Enthusiasts

  As a mobile user, I want to download GPX files directly on my device, so that I can plan and track outdoor activities without relying on a PC. Additionally, I would like to see temperature readings displayed accurately to one decimal place to aid in better preparation for my adventures."
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report," Title: Sleep Data Sync Issue with New Band

  As a new user, I want to successfully sync my sleep data from my band to the mobile app, so that I can effectively track and analyze my sleep patterns. If I encounter any issues with data synchronization after three days of purchasing the device, please provide clear instructions on how to resolve this problem."
It's great when it's working. It keeps losing sync and I have to uninstall and reinstall to get it working again. It's happening more and more ,Garmin Connect,problem_report," Title: Improve Application Stability

 As a user, I want the application to maintain a consistent and reliable connection, minimizing instances where it loses synchronization, requiring me to uninstall and reinstall it. This issue should be addressed to ensure a smooth user experience and reduce frequent occurrences."
I have bought a Huawei smart watch today and now I can not pair it with my phone . The device list is not getting updated in the app. Such a waste !!,Huawei Health,problem_report," Title: Inability to Pair Huawei Smart Watch with Phone

 As a user,
 I want to successfully pair my newly purchased Huawei Smart Watch with my phone,
 So that I can use its features effectively and efficiently,
 preventing any inconvenience or loss of time due to connectivity issues."
"I like this app, except it keeps crashing when I try to link other apps to my Samsung Health, causing me to enter the same data in two different places.",Samsung Health,problem_report," As a user, I want a more stable experience when attempting to link external apps with Samsung Health, so that I can efficiently manage my data without repetitive entry and app crashes."
"Km count is totally wrong-where in reality I have 15 m,app counted 2 km!!  Pedometer too not trustable,walked with friend the same amount-very long  distance,I had ~12000 steps, she - 30000. At the end of the walk different  notifications about different length.",Samsung Health,problem_report," Title: Inaccurate Distance and Step Count on Pedometer App

As a user, I want the pedometer app to accurately track my distance and step count so that I can reliably monitor my physical activity. The current system often overestimates the distance traveled (e.g., counted 2km when in reality I walked 15m) and underestimates the number of steps taken (e.g., reported 30000 steps while I took approximately 12000). Additionally, inconsistent notifications about different lengths of walks add to this confusion. To enhance user trust and promote accurate health tracking, please improve the app's distance and step count functionality."
"Since the new version, every time I open the app I have to reset up - and find device - very very annoying.  I have cleared cache - uninstalled and reinstalled the app. No change. This is extremely unfriendly to use now",Garmin Connect,problem_report," Title: User Frustration with Device Reconnection Issue

 As a user,
 I want the app to remember my device upon login,
 So that I don't have to repeatedly set up or search for devices each time I open the app,
 Reducing frustration and improving overall user experience."
"Very user friendly, easy to understand, and insightful. The only downfall is at times I have to edit my sleep stats. Besides that, so far I love it!",Garmin Connect,feature_request," Title: Improve Sleep Tracker User Experience

 As a user, I want an easier way to edit my sleep statistics on the platform, to ensure accurate record-keeping and maintain ease of use. The intuitive interface and informative insights are appreciated, but the current editing process is time-consuming and slightly frustrating at times. Enhance the functionality for efficient data management without compromising user-friendly design."
Its not intelligent to gain or track record..always need to start and should be checking every time if it is running or tracking. all of sudden it stops and you spend time to track this app instead of app to track you,Samsung Health,problem_report," Title: User-Friendly Tracking Application

 As a user, I want a reliable and continuously running tracking application that automatically starts upon opening the app, without requiring manual initiation every time. I expect the app to notify me immediately if it encounters any issues or stops functioning, so I can focus on using the app for its intended purpose rather than troubleshooting the app itself."
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",Huawei Health,problem_report," Title: Improve Route Evaluation and Add Custom Emojis in Band 4 Pro

 As a user, I want to see an evaluation feature that allows me to assess the route I took on the app. Additionally, I would like the ability to add custom emojis to personalize my experience within the Band 4 Pro."
"Pretty comprehensive with it's data. The data screens are all well presented and easy to read. The app itself can be a little odd to navigate, but once you've sorted it out, it's not too bad.",Garmin Connect,feature_request," As a user, I want an intuitive and user-friendly navigation system within the application, so that I can easily access and interpret the well-presented data screens with minimal effort. Additionally, provide me with a quick learning guide to assist in getting accustomed to the app's structure."
"Every time I place my phone on the table or I jolted my hand when the phone is in my hand, the ""Welcome to S Health"" will pop up. It's annoying and disrupting my work/job.",Samsung Health,feature_request," As a user, I want the S Health app to have a setting that prevents automatic start-up, so that it does not interrupt my work or job when the phone is placed on the table or jolted in my hand."
The app does not sync with Huawei Band 3e. The app and the band are showing different data. Unpairing and repairing didnt work. I have updated the app. No luck! Hope this gets fixed. And soon...,Huawei Health,problem_report," Title: Sync Data with Huawei Band 3e

 As a user, I want the app to accurately sync with my Huawei Band 3e, ensuring consistent data between the app and the band. Current issue is that both devices show different data, despite attempts to unpair and repair. I have also updated the app but the problem persists. In order to improve user experience, please resolve this syncing issue as soon as possible."
Wants access to make phone calls. Won't open without it. Upd: The answer regarding providing optimal experience is ot an answer at all. I don't need an experience when an app makes phone calls for me.,Samsung Health,problem_report," Title: Calling Feature Access

As a User,
I want a seamless platform to access the calling feature.
Given that I prioritize making phone calls over any other functionalities, ensure the application is always opened with this functionality enabled."
"The only problem i have is that the map says ""not in use"" I've tried everything to try and make it work and I can't get it to. Any help in resolving this would be greatly appreciated",Samsung Health,problem_report," Title: Map Functionality Issue

As a user, I want the map feature on the website to function correctly so that I can effectively utilize its services. Currently, the map indicates ""not in use,"" but I am unable to troubleshoot and resolve the issue myself. Provide assistance to restore the map functionality."
Good health app. But can I reques some function? I need some function to add my photo to background when i sharing the stats of exercise. Thankyou,Huawei Health,feature_request," Title: User Photo Background Feature for Health App

As a health app user, I want the ability to add a personal photo as a background when sharing my exercise statistics, so that I can express myself and make tracking my progress more engaging."
Simply A-M-A-Z-I-N-G. The 'Programs' 'Calm' and others in discover is simply awesome. Enjoying a lot..... just that.. there should be a manual way to input our steps Just In Case we did not keep our PH in our pocket while jogging or walking.,Samsung Health,feature_request," Title: Manual Input Feature for Tracked Steps

 As a user, I want the ability to manually input my steps when I don't have my device with me during exercise, such as jogging or walking. This will ensure that my total steps for the day are accurately recorded in the 'Programs' section of 'Discover', making it easier to track my progress and maintain consistency."
Can the step counter be on the home and lock screen. That would be very nice and east to see instead of unlocking your phone and going to the app to see your steps. Other than that no other problems for me.,Samsung Health,feature_request," Title: Home/Lock Screen Visible Step Counter

 As a user, I want to see my step counter on both the home screen and lock screen of the app, so that I can easily monitor my daily physical activity without having to open the app repeatedly. This will make tracking my steps more convenient and accessible."
"update has ruined the app, and made my s3 useless. Roll it back, or i will be trying new hardware. silllly, and it seema like i am not alone as the app score has gone waaayyyy down because of this reason.",Samsung Health,problem_report," Title: User Dissatisfaction with Recent Update

 As a current user, I want the previous version of the app restored or a solution for the issues caused by the recent update, as it has rendered my S3 device nearly useless. Failure to address this concern may lead me to explore alternative hardware options. I notice that many other users are experiencing similar problems, as evidenced by a significant decline in the app's rating."
I do not work out and it keep tell nice work or I'm on a bicycle and it been 4 years for that. Something need fix ASAP,Samsung Health,problem_report," Title: User Needs Personalized Fitness Encouragement and Historical Data

   As a Sedentary User,
   I want the platform to recognize my inactivity and offer encouragement tailored to my lifestyle,
   So that I can feel motivated and encouraged to engage in physical activities based on my history.

   Additional Request: Allow me to link my bicycle data, as it has been 4 years since I last used it. I need the platform to recognize and store this historical data for future reference."
