app_review,app,type,user_story
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",Garmin Connect,problem_report,"Here's a breakdown of the review into individual user stories, focusing on specific problems and desired outcomes:

**User Story 1 (Theme Preference):**

*   As a user, I want the option to choose a light or customizable interface theme, so that I can comfortably use the application based on my personal preference and viewing conditions.

**User Story 2 (Settings Usability):**

*   As a user, I want the settings menu to be organized and intuitive, so that I can easily find and adjust the app's configuration options without difficulty.

**User Story 3 (Synchronization Reliability):**

*   As a user, I want the application to reliably synchronize data in the background, so that my information is always up-to-date across all my devices.

**User Story 4 (Tech Support Quality):**

*   As a user, I want access to knowledgeable and effective technical support, so that I can receive accurate and helpful assistance when encountering issues with the application."
The app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too.,Huawei Health,problem_report,"As a user, I want the app to be compatible with my Get 2 smartwatch so that I can use its features as intended."
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report,"As a user, I want my sleep data to automatically sync from my band to the app so that I can easily track my sleep patterns."
Watch Faces is not loading. It always says server error even if I have a stable connection. This app is unreliable.,Huawei Health,problem_report,"As a user, I want the app to reliably load Watch Faces even with a stable connection, so that I can access and use them without encountering server errors."
"Why my band always disconnected if i close the app,but the app its still running in background",Huawei Health,problem_report,"As a user, I want my band to remain connected even when the app is closed but running in the background, so that I don't experience unwanted disconnections."
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request,"As a user, I want the nutrition balance score to be displayed after the update, so that I can see how it changes when I add snacks and make informed decisions about what to eat."
"Not working now, requires Huawei Mobile services 4.0.0 app, which is not there in Google play.",Huawei Health,problem_report,"As a user, I want the app to function correctly without relying on Huawei Mobile Services so that I can use it on devices that don't have or can't access those services, like those relying on Google Play."
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request,"As a user, I want the step counting feature to function reliably so that I can accurately track calories burned and overall activity levels."
I found out that Garmin got hacked. And had ransomware on there system. It took a while to get back to working.,Garmin Connect,problem_report,"As a user, I want the application to be protected against security threats such as hacking and ransomware, so that I can be confident my data and access will not be impacted by security breaches."
Good app. But... There should a function to sync my data,Huawei Health,feature_request,"As a user, I want a function to sync my data so that my information is consistent across devices or platforms."
Have bug and problem on notification panel...please check for solve this.thanks,Huawei Health,problem_report,"As a user, I want to receive reliable and functional notifications, so that I don't miss important updates and information."
"Excellent app but 1 thing for Huawei"" Honor Band 3 device"" can install the greek lanquage in next device firmware update...?",Huawei Health,feature_request,"As a user with a Huawei Honor Band 3, I want the next device firmware update to include the Greek language so that I can use the app in my preferred language."
Very good application. Everything is alright except navigating back to main page/my day page. Also finding some settings i.e. recording smart/par min is difficult. Make setting simple . It will be awesome.,Garmin Connect,feature_request,"Here's a breakdown of the review and a possible user story, split into multiple stories to cover the points:

**Understanding the Review:**

The review highlights two main issues:

1.  **Navigation:** Difficulty navigating back to the main page/ ""My Day"" page.
2.  **Settings:** Finding specific settings (like ""recording smart/par min"") is difficult; settings need to be simplified.

**User Stories:**

Here are two user stories addressing the points:

*   **User Story 1 (Navigation):** ""As a user, I want to easily navigate back to the main page/ 'My Day' page from any screen so that I can quickly return to the app's central view.""

*   **User Story 2 (Settings):** ""As a user, I want the settings to be organized and easy to find so that I can quickly configure the app to my preferences without difficulty."""
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request,"Here are a few options, depending on the nuance you want to capture from the review:

**Option 1 (Focus on general watch face customization):**

""As a user, I want the ability to change the watch face style in the app so that I can personalize my device.""

**Option 2 (Focus on fairness and feature parity):**

""As a user, I want all available app features, including watch face style options, to be accessible regardless of my geographic location or device model so that I have a fair and complete user experience.""

**Option 3 (More specific, focused on the reported limitation):**

""As a user with a Huawei phone and smartwatch, I want to be able to change the watch face style via the app so that I can fully utilize the features I expect on my devices.""

**Explanation of the Choices:**

*   **Option 1** is the most general and covers the basic need expressed in the review.
*   **Option 2** addresses the deeper issue of perceived unfairness and feature limiting based on geo/device.
*   **Option 3** is the most specific, directly addressing the user's specific device combination and their expectation of feature availability.

Which option is best depends on the product owner's priorities and the broader context of the app's development. If the app intends to offer different features for different regions or devices, Option 2 would be more suitable. If the app does not differentiate based on region or device, Option 1 might be enough, while Option 3 might be best if this limitation is identified as a bug."
"Pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly",Samsung Health,feature_request,"Here are a couple of options for user stories based on the review, focusing on different aspects:

**Option 1 (Focusing on Widget Functionality):**

*   ""As a user, I want more wallpaper widgets that allow for direct app access from my home screen so I can quickly access basic app functions.""

**Option 2 (Focusing on Workout Options):**

*   ""As a user, I want the ability to start a workout directly from a wallpaper widget so that I can track my activity quickly and easily.""

**Explanation of choices:**

*   I split the review into two potential features (direct app access and workout recording), as they are distinct needs.
*   Each user story specifies the ""who"" (a user), the ""what"" (the desired functionality - widgets for either app access or workout recording), and the ""why"" (the benefit - quick access and easy tracking).
*   I interpreted ""basic page"" as referring to simplified, fundamental app functions. I also changed to ""app access"" instead of ""open app"" to be more comprehensive."
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report,"Here's a possible user story conversion of the review:

**As a user, I want the weather app to consistently function and provide weather updates so that I can rely on it for information without unexpected interruptions.**"
I am unable to sync this with my galaxy 3,Garmin Connect,problem_report,"As a user, I want to be able to sync my data with my Samsung Galaxy 3 device, so that I can keep my information up-to-date across devices."
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report,"As a user with a Samsung watch, I want the app to accurately sync my step count, so that the data displayed in the app matches the data tracked by my watch, even after app updates."
"would be better if the recorded activities showed whether you are working in thezone or not, rather than average heart rate.",Garmin Connect,feature_request,"As a user, I want my recorded activities to show whether I was working in the zone, instead of just showing the average heart rate, so that I can better understand my workout performance and optimize my training."
I have a problem with honor band 5-33F the new update doesn't support it,Huawei Health,problem_report,"As a user with an Honor Band 5-33F, I want the new app update to support my device so that I can continue to use the app's features without compatibility issues."
Why this app is giving wrong information on calories burnt so this app is not so good,Samsung Health,problem_report,"As a user, I want the app to accurately track calories burned so that I can rely on its data for my health and fitness goals."
It's back working counting steps out of nowhere..  That was all my isssue and it's resolved now which is good..,Samsung Health,problem_report,"As a user, I want the app to consistently count my steps so that I can accurately track my activity levels."
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report,"As a Huawei GT2 user, I want the faces options and add new face functionality to be restored so that I can customize my watch face as before."
Why Would an app want to control all of my phone calls?,Samsung Health,feature_request,"As a user, I want assurance that the app will not access or control my phone calls without a clear and justified explanation of why it needs those permissions, so that I can feel confident about my privacy and security."
Do you actually read feedbacks? I've been reporting about the bugs in daily walking tab.,Huawei Health,problem_report,"Here are a few options for converting the review into a user story, depending on the nuance you want to capture:

**Option 1 (Focus on Bug Reporting):**

*   ""As a user, I want assurance that bug reports for the daily walking tab are being actively reviewed and addressed.""

**Option 2 (Focus on Bug Resolution):**

*   ""As a user, I want bugs in the daily walking tab to be fixed, so I can have a reliable and accurate tracking experience.""

**Option 3 (More Specific Focus):**

*   Assuming they are reporting specific bugs within that tab, and focusing on resolution: ""As a user, I want bugs in the daily walking tab to be resolved, so that they do not interfere with tracking and recording my walking activity.""

In each, the core user and need are addressed.

I recommend choosing the user story that best reflects the underlying need and desired outcome from the user's perspective."
won't connect until i remove app and reinstalle it very frustrating,Garmin Connect,problem_report,"As a user, I want the app to reliably connect without requiring reinstallation so that I avoid frustration and can use the app seamlessly."
I have GT watch in was the blutooth connected automaticlly..recently i hv to connect manually after while disconnected..pls fix it,Huawei Health,problem_report,"As a user with a GT watch, I want the Bluetooth connection to automatically reconnect after a disconnection, so that I don't have to manually reconnect it."
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,Huawei Health,problem_report,"Here's a breakdown of the review into two user stories:

**User Story 1:**

*   As a user, I want my monthly reports to accurately reflect the current month's data so that I can track my progress and performance effectively.

**User Story 2:**

*   As a user, I want the recommended courses feature to provide relevant and functioning suggestions so that I can discover valuable learning opportunities."
Last update made my Garmin S62 watch stop receiving notifications. Phone are connected correct but not getting any notifications at all,Garmin Connect,problem_report,"As a Garmin S62 user, I want to receive notifications on my watch even after app updates, so I don't miss important alerts."
"It's a great app, could be more supportive of other non Samsung devices such as scales. But otherwise love it.",Samsung Health,feature_request,"As a user with a non-Samsung device (e.g., a scale), I want the app to be compatible with my device so that I can integrate its data with the app seamlessly."
Nice app needs a little more things that people that have handicap problems can do,Samsung Health,feature_request,"As a user with accessibility needs, I want more features and options catering to people with disabilities so that I can fully utilize and enjoy the app."
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated 🙂,Huawei Health,problem_report,"Here's the user story breakdown from the review:

*   **Issue 1 (Disconnections):** ""I don't know why my band gets disconnects automatically.""
*   **Issue 2 (Reply to Notifications):** ""And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated""

Therefore, these are the two User Stories:

*   **User Story 1:** ""As a user, I want my band to maintain a stable connection with my device so that I don't experience unexpected disconnections.""
*   **User Story 2:** ""As a user with an Honor Band ES, I want to be able to reply to notifications directly from my band so that I can quickly respond to messages without needing to use my phone.""

**Explanation of choices:**

* `As a user` to state the person using the product
*   We focus on the *desire* of the user, not just the problem.
*   We use the formula: _As a [user type], I want [goal] so that [benefit]._
*   We aim for clear and actionable language.
*   We extracted two user stories because the review described two different, unrelated requests from the user."
Please enable auto pause of tracking the exercise while stopping in between an exercise and start tracking automatically once the exercise is resumed.,Huawei Health,feature_request,"As a user, I want the app to automatically pause exercise tracking when I stop and automatically resume tracking when I resume my exercise, so I don't have to manually control the tracking during breaks."
Slow start up and slow operation why do you need Id now to work?,Huawei Health,problem_report,"Here's a possible conversion of the review into a user story, broken down for clarity:

**Breaking down the review:**

*   **""Slow start up""**: The app is taking too long to start.
*   **""Slow operation""**: The app performs sluggishly, even after startup.
*   **""why do you need Id now to work?""**: The user objects to needing an ID to use the app.

**User Story Options** (You might choose one or split this into multiple stories depending on your development process):

**Option 1 (Focus on Performance):**

*   ""As a user, I want the app to start quickly and operate smoothly so that I can complete my tasks efficiently.""

**Option 2 (Splitting Performance & ID Requirement):**

*   **Story 1 (Performance):** ""As a user, I want the app to start quickly and operate smoothly so that I can complete my tasks efficiently.""
*   **Story 2 (ID Requirement):**""As a User, I want a clear explanation for why I need to provide identification to use this app.""
*   **Story 3 (ID Requirement Alternative):** ""As a User, I want to be able to use this app without providing identification.""

**Explanation of Choices:**

*   **""As a user""**: This sets the perspective.
*   **""I want...""**: This states the user's desire.
*   **""so that...""**: This explains the user's motivation (the benefit of the feature).

**Which Option to Choose:**

*   If you are grouping slow startup and operation as a single performance concern, Option 1 would be the best approach.
*   If you want to deal these issues seperately and address the ID concern, Option 2 is best.
*   If the ID requirement is not entirely necessary, than Option 3 may be best to offer the core functionality of the app without needing an ID.

Ultimately, discuss your available resources and project priorities, and choose whatever works best for you."
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",Huawei Health,problem_report,"Here are a few user stories derived from that review, focusing on different aspects of the user's problem:

**Option 1 (Focus on the core connection issue):**

*   ""As a user, I want the app to connect to my Honor Band 5 after an app update so that I can continue using its features.""

**Option 2 (Focusing on the frustration and perceived unreliability):**

*   ""As a user, I want app updates to be thoroughly tested to maintain the device connection and functionality without needing to reset my device or have the device become useless.""

**Option 3 (More detailed, breaking down the problem):**

*   ""As a user, I want the app to automatically recognize and connect to my Honor Band 5 after an update, so I can avoid connectivity problems and device resets.""

**Explanation of Choices:**

*   I tried to avoid the accusatory language in the review (""You Busted why you people taking money from us."") and focus on the underlying need.
*   The core issue seems to be the connection failure, especially after an update. So, that became the focus of the first option.
* The second and third options acknowledge the severity of the issue leading to the device becoming unusable and the steps the user had to take to try and resolve it.

Ultimately, which user story is ""best"" depends on the specific priorities of the development team. Option 1 is the most concise, while Option 3 captures more detail about the user's experience. If device connection after updates is a known area of weakness, Option 2 might be preferable."
I can't access the app appeantley my phone is rooted but is not,Samsung Health,problem_report,"Here are a couple of options, depending on what the ""rooting"" restriction is about.

**Option 1 (Focus on access):**

""As a user, I want to be able to access the app even if my phone is incorrectly identified as rooted, so I can use the app on my device.""

**Option 2 (Focus on identifying root status correctly):**

""As a developer, I want the app to accurately detect the root status of a user's device so that users are not incorrectly blocked from accessing the app.""

**Reasoning for the Options:**

*   The user is saying the app is wrong about them being rooted.
*   Option 1 focuses on the user and what they want to achieve.
*   Option 2 focuses on fixing the incorrect identification within the system.

    You'd need to know the context of *why* the app cares about whether the phone is rooted - is it a security concern? Is it a compatibility issue? The best user story will reflect that reasoning."
"I enjoy the app, especially logging food. Would be nice if app would allow more than 100 My Food entries to be added/created.",Samsung Health,feature_request,"As a user, I want to be able to add and create more than 100 My Food entries so that I can log a wider variety of custom foods I eat."
Some minor issues found in your app.  If i shake my phone it count steps.  Plz fix this issue and it would be a good app for health.,Samsung Health,problem_report,"As a user, I want the app to avoid unintentionally counting steps when I shake my phone so that my step count is accurate and reflects actual movement."
Developers please remove the mobile as a step count source . This app is ruining the accuracy of the wonderful honor band 5 . We only want to use Band as the step source .... Please make this change,Huawei Health,feature_request,"As a user with a connected fitness tracker (Honor Band 5), I want the option to disable the mobile device as a step count source so that step count accuracy is based solely on the fitness tracker."
Didn't upload my sleep data since January 1 2020 from my Huawei band 4,Huawei Health,problem_report,"As a user with a Huawei Band 4, I want my sleep data to be uploaded from my device, even data older than January 1, 2020, so I can track my complete sleep history within the app."
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report,"Here are a few options for converting the review into a user story, depending on how specific you want to be:

**Option 1 (Focus on the installation issue):**

*   **As a user, I want the app to install correctly to my device, regardless of whether I'm using an SD card, so that I can access and use the app after downloading it.**

**Option 2 (More specific to the SD card):**

*   **As a user, I want to be able to install the app on my SD card without encountering installation errors or being stuck in the ""downloading"" state, so that I can fully utilize my device's storage capacity.**

**Option 3 (Broader, encompassing the installation progress issue):**

*   **As a user, I want to see clear and accurate installation progress indicators (such as a progress bar) during the app installation process, so that I know the app is installing correctly and how much longer it will take.**

**Explanation of choices:**

*   **Option 1** is a wider catch-all. It addresses the core problem: the app isn't installing correctly.
*   **Option 2** is more specific to the SD card issue mentioned. This might be useful if the developers believe the SD card interaction is where the bug lies.
*   **Option 3** takes a little broader approach based on another part of the review. It is about having more information as a user because the process wasn't providing the right details."
Only complaint is when watch disconnects' becasue i got too far from phone (30+') it wont automatically reconnect...other then that still learning so hope to rate higher then 3☆ later,Garmin Connect,problem_report,"As a user, I want my watch to automatically reconnect to my phone when back in range after a disconnection, so that I don't have to manually reconnect them."
Why all the foods are conserved food.I cook in home.,Samsung Health,feature_request,"Here are a couple of options, depending on the possible interpretation of ""conserved food"":

**Option 1 (Assuming ""conserved food"" means pre-packaged/processed food):**

*   **User Story:** ""As a user, I want to see more home-cooked style meal options so that I have alternatives to pre-packaged/processed food.""

**Option 2 (Assuming ""conserved food"" means ingredients listed that are not fresh):**

*   **User Story:** ""As a user, I want to see the app feature meals with fresh ingredients so that I can easily find options closer to what I cook at home.""

**Explanation of the choices:**

The review expresses dissatisfaction with the type of food listed. The user appears to be looking for something more akin to home-cooked meals.

*   **Option 1** focuses on ""home-cooked style"" food as the primary desire.  It assumes the user is unhappy with the prevalence of processed or packaged foods.

*   **Option 2** focuses on the ingredients that the user expects to use, assuming that the ingredients on the app are listed as not fresh.

Both options attempt to capture the user's need for meals that resonate with their home cooking preferences. Which is more appropriate depends on clarifying the user's deeper meaning of ""conserved food""."
"App looks good but the settings don't take effect immediately, setting profile specific information",Huawei Health,feature_request,"As a user, I want profile settings to apply immediately so I can see the changes I've made without delay."
"the app don't pair with my forerunner 35 on Huawei P8 lite 2017 and android 7 whereas the previous version did, very frustrating?",Garmin Connect,problem_report,"As a user with a Huawei P8 Lite 2017 running Android 7 and a Forerunner 35, I want the app to pair with my Forerunner 35, so that I can resume using the app with my device after the update."
"Great app. MAJOR deficiency - it can't export GPX files, or sync with Strava. Then it would get a higher rating.",Huawei Health,feature_request,"Here's a possible user story based on the review:

**As a user, I want to be able to export my data as GPX files and/or sync with Strava, so that I can use my data with other applications and services and get the full value of the app.**"
Been able to track all my activity if I remember to carry my phone .  It doesn't track the 4 to 5 hours a day that I'm cashiering at work...lot if movement and steps but nothing really registers,Samsung Health,problem_report,"Here's a possible user story based on the provided review:

**As a user, I want the app to track my activity and steps even when my phone is in my pocket or bag, so that I can accurately record my movement throughout the entire day, including during activities like cashiering.**"
Improve ur app man and add some more features to smartwatch ui it getting boring add camera shutter and voice assistant and add feature to stop continues heart rate monitor change navigation animation and add drink water reminder etc,Huawei Health,feature_request,"Okay, here's a breakdown of the review and a potential user story (or stories, since it's really asking for multiple features):

**Breaking down the review:**

The review is essentially asking for several enhancements to a smartwatch app:

*   **""Improve ur app man and add some more features to smartwatch ui it getting boring""**: This is a general statement about wanting more features and improved UI.
*   **""add camera shutter""**: Request for remote camera shutter control
*   **""and voice assistant""**: Request for voice assistant integration
*   **""and add feature to stop continues heart rate monitor""**: Request to disable continuous heart rate monitoring
*   **""change navigation animation""**: Request to change UI navigation animation
*   **""and add drink water reminder etc""**: Request for a drink water reminder feature

**Derived User Stories:**

Because this review has several requests, it's better to break it down into separate user stories for easier management:

*   **User Story 1 (Camera Shutter):** ""As a smartwatch user, I want a remote camera shutter feature so I can easily take photos with my phone from my watch.""

*   **User Story 2 (Voice Assistant):** ""As a smartwatch user, I want to be able to access a voice assistant through my watch so that I can control my phone and get information hands-free.""

*   **User Story 3 (Disable Continuous Heart Rate):** ""As a smartwatch user, I want the option to disable continuous heart rate monitoring so that I can conserve battery life.""

*   **User Story 4 (Navigation Animation):** ""As a smartwatch user, I want improved navigation animations on the watch UI so the experience is more engaging and visually appealing.""

*   **User Story 5 (Drink Water Reminder):** ""As a smartwatch user, I want a drink water reminder feature so that I am prompted to stay hydrated throughout the day.""

**A more general optional story:**

*   **User Story 6 (General UI Improvement):** ""As a smartwatch user, I want the smartwatch UI to be updated with new features and interface improvements regularly so that the experience is more engaging and useful.""

**Important Considerations:**

*   **Prioritization:** These stories should be prioritized based on user impact, development effort, and business goals.
*   **Acceptance Criteria:** Each user story should have clear acceptance criteria (how you'll know when the story is ""done""). For example, for the camera shutter story, an acceptance criterion might be ""The smartwatch app should be able to trigger the phone's camera to take a picture.""
*   **Further Clarification:** The product owner might need to discuss these requests in more detail to fully understand the user's needs and the desired implementation."
Why did you take away the average weight stats for weekly and monthly. Now I can only see daily. Worst update ever. Now I will have to find another app with those features!,Samsung Health,feature_request,"As a user who tracks weight, I want to see average weight statistics for weekly and monthly periods (in addition to daily) so that I can easily track my long-term weight trends and avoid switching to another application."
The sleep app is not updating on my android phone. It suddenly stopped. The watch Huawei GT 2 is good. But there seems to be bug in the App.,Huawei Health,problem_report,"As a user with a Huawei GT 2 watch and an Android phone, I want the sleep data from my watch to consistently sync with the sleep app on my phone so that I can accurately track my sleep patterns."
Using vivosmart HR just wish when i manually add my basketball games (not allowed to wear watch) that it could estimate steps and calories burnt with the data I input. Also doesnt sometimes sync fails if I have been using another bluetooth device,Garmin Connect,problem_report,"Here are two user stories derived from the review, focusing on the distinct functionalities mentioned:

**User Story 1 (Basketball Game Estimation):**

""As a user who manually logs basketball games, I want the app to estimate steps and calories burned based on the game data I input, so I can get a more accurate overall activity summary even when I can't wear my Vivosmart HR.""

**User Story 2 (Bluetooth Sync Issue):**

""As a user, I want my Vivosmart HR to reliably sync with the app, even when I have been using other Bluetooth devices, so that my activity data is always up-to-date."""
Used my vivofit for over a year and app worked just fine but now since recent updates I can no longer synch my vivofit to any of my mobile devices.  If this continues I will move on to another brand of fitness tracker.,Garmin Connect,problem_report,"As a user with a Vivofit fitness tracker, I want the app to reliably sync with my mobile devices after updates, so I can continue to track my fitness data without disruption and avoid switching to a different brand of fitness tracker."
Hello. Auto pause is active in the settings but unfortunately when i stop cicling the time counter didn't stop. And i have to pause manually. This is boring.,Huawei Health,problem_report,"As a cyclist, I want the app to automatically pause the time counter when I stop cycling, even when auto-pause is enabled in the settings, so that I don't have to manually pause the app and can accurately track my cycling time."
The unit does not allow changing to S.I. units (kJ instead of kcal) and has only U.S. food preprogrammed. The option to enter your own food is gone since the latest update. It is pretty useless now. And Samsung never replies to questions or suggestions.,Samsung Health,feature_request,"Here's a breakdown of the review and a possible user story, keeping in mind the goal of capturing the user's needs:

**Breakdown of Issues:**

*   **Units:** User needs to use S.I. units (kJ) instead of kcal.
*   **Food Database:** User needs a food database that includes more than just U.S. foods.
*   **Custom Foods:** The option to enter custom foods has been removed and needs to be restored.
*   **Lack of Support:** The user expresses concerns about lack of support from Samsung. This is important feedback, but might not directly translate to a user story about the functionality.

**User Story Options:**

Based on the breakdown, here are a few user stories, focusing on different aspects of the review. We could choose one, or break it down into several stories:

*   **User Story 1 (Focus on Units):**  ""As a user familiar with SI units, I want to be able to switch the app to display caloric values in kJ (kilojoules) instead of kcal so that I can easily understand the nutritional information.""

*   **User Story 2 (Focus on Units & Food DB):** ""As a user outside the U.S., I want the app to support the SI units (kJ) and include a comprehensive food database with non-U.S. foods so that I can track my caloric intake accurately.""

*   **User Story 3 (Focus on Custom Foods):** ""As a user who cannot find all the foods I consume in the database, I want the ability to manually enter nutritional information for custom food items so that I can ensure my tracking is complete and accurate.""

*   **User Story 4 (Combined Units and Custom Food):** ""As a user who relies on specific units of measurement and eats diverse foods, I want the app to allow me to switch to SI units (kJ) and manually enter custom food data and nutritional information so that I can accurately track my calorie intake and make informed dietary choices.""

**Why these work:**

*   **""As a [user type]""** clearly defines who benefits.
*   **""I want [goal]""** states what the user wants to achieve.
*   **""so that [benefit]""** explains why the user wants it (the value it provides).

I would recommend the combined **User Story 4**, as it covers the most important pain points mentioned in the review. It also allows product teams to understand the overall impact of fixing these issues: greater accuracy and informed dietary choices for the user."
"This is a bad app, it doesn't count your steps correctly and it closes by itself.",Samsung Health,problem_report,"Here's a possible user story based on that review, broken down into two separate stories for clarity:

*   **User Story 1:** ""As a user, I want the app to accurately track my steps so that I can have confidence in its data and use it to monitor my activity levels.""

*   **User Story 2:** ""As a user, I want the app to remain open and functional while in use, even in the background, so that I don't lose progress or miss tracking opportunities when the app unexpectedly closes."""
Don't like the update the graphics look more messy and the last version was  a bit more user friendly. shame as app is great .and now only shows current  year in total step count (my data) and seem to have lost total count when  using app,Huawei Health,feature_request,"Here are a few user stories that can be derived from that review, focusing on different aspects:

**User Story 1 (Addressing the Graphic/Usability Concern):**

""As a user, I want the app to have a clear and intuitive interface, similar to the previous version, so that I can easily navigate and understand the information presented.""

**User Story 2 (Addressing the Total Step Count Issue):**

""As a user, I want to be able to view my total cumulative step count across all years, not just the current year, so that I can track my progress over time.""

**User Story 3 (More general and encompasses both issues):**

""As a user, I want the app to retain the user-friendly design and comprehensive data tracking of previous versions, so that I can continue to easily monitor my progress and enjoy using the app.""

**Explanation of why multiple User Stories:**

This is a common scenario with user reviews. They often touch on multiple issues. Breaking them down into separate user stories allows for:

*   **Prioritization:** You can prioritize the issues separately. Perhaps the data loss is more critical than the graphic change.
*   **Granularity:** Smaller stories are easier to estimate, develop, and test.
*   **Focus:** Each story addresses a specific need.

I made sure the user stories are:

*   **User-centered:** They focus on the *user* and their *needs*.
*   **Valuable:** They explain *why* the feature is important (""so that..."").
*   **Independent:** Reasonably independent of other features.
*   **Testable:** Measurable and confirmable."
Really needs a Barcode scanner for food input! Using Myfitnesspal mostly because of that,Samsung Health,feature_request,"As a user, I want to be able to scan barcodes to input food items, so that I can quickly and easily log my meals."
"WhatsApp calls on my Huawei watch GT2-C56 is shown & can be answered on iOS but not on Android. Appreciate, if this bug can be fixed on the next update in order for better experience with Android devices.",Huawei Health,problem_report,"As a user with a Huawei Watch GT2-C56 and an Android device, I want to be able to answer WhatsApp calls on my watch, the same way I can when paired with an iOS device, so that I have a consistent and improved user experience."
Waste app. Not able to login in one Plus 6t mobile. Thinking why i brought honor band.,Huawei Health,problem_report,"As a user with a OnePlus 6T mobile device, I want to be able to log into the app reliably so that I can use its features."
This is spy app. Request to access too much thing Disconnect many time and do not auto reconnect.,Huawei Health,problem_report,"Here are a couple of options, depending on how you want to prioritize the issues raised.

**Option 1 (Focus on the auto-reconnect and potential privacy concerns):**

*   ""As a user, I want the app to automatically reconnect after a disconnection so that I'm not interrupted, and I want to understand why the app needs access to certain data so that I feel secure using it.""

**Option 2 (Breaking it into separate user stories for clarity):**

*   ""As a user, I want the app to automatically reconnect after a disconnection so that I'm not interrupted.""
*   ""As a user, I want to understand why the app requests access to sensitive data so that I can trust its intentions and use of my information."""
I am facing problem in band whenever somebody calls it shows only incoming call instated of name of caller.,Huawei Health,feature_request,"As a user, I want the band to display the caller's name during an incoming call so that I can identify who is calling without looking at my phone."
Two step and using phone features for a health app!? No thanks.,Samsung Health,feature_request,"Here are a few options for converting the review ""Two step and using phone features for a health app!? No thanks."" into a user story, depending on what we infer is the main concern:

**Option 1 (Focus on the inconvenience of two-factor authentication):**

*   ""As a user, I want to be able to access the health app without mandatory two-factor authentication if possible, so that I can quickly and easily access my health information.""

**Option 2 (Focus on the perceived privacy implications of using phone features):**

*   ""As a user, I want to understand why the health app requires phone features (like camera, location, etc.) and have assurance my data is being used responsibly, so that I can feel comfortable using the app and trust that my privacy is respected.""

**Option 3 (Broader - to capture both concerns):**

*   ""As a user, I want a simple and privacy-respecting way to access the health app, so that I can easily manage my health information without unnecessary complexity or privacy concerns.""

**Explanation of choices:**

*   **Option 1** focuses on the user's resistance to two-factor authentication. It avoids completely removing it as a requirement, allowing for the possibility of offering alternatives or explaining the security benefits.
*   **Option 2** addresses the potential worry about the app accessing phone features, emphasizing transparency and responsible data use.
*   **Option 3** is a more general user story that acknowledges both the two-step authentication and the use of phone features as potential friction points. It calls for a solution that balances convenience and privacy.

The best choice depends on the context and what problem the product team wants to address most urgently. I recommend asking the user questions to get more details for why these features are not enjoyed for the health app."
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report,"As a user, I want the step count to be accurate after app updates so that I can reliably track my daily activity and progress."
I like the app in general but the widget is annoying. I mean it's way to big for the information displayed. It was somewhat understandable when I had my note 8 with heart rate but now with S20 I should be able to resize it.,Samsung Health,feature_request,"As a user with an S20, I want to be able to resize the app's widget so that it takes up less screen space since the information displayed doesn't require such a large widget size."
