data,app,type
"Love the watch GT2 but really unfortunate that the app keeps crashing, then have to uninstall and reinstall every few days. Can you please fix the app to be stable on Google 6 pro.",Huawei Health,problem_report
I got myself a gear s2 watch to enhance my cardiovascular but I'm frustrated as it seems like you can't use it as a heart rate monitor with the training effect mode on the running mode. Please help. Other then that brilliant,Samsung Health,feature_request
"I love the idea, I love the simplicity of the app... but why is menstrual cycles listed under women's health? I'm a man that gets a period, I would've figured that Samsung would be at least a little progressive and keep the ""women's health"" part out of this. Totally unnecessary.",Samsung Health,feature_request
Worked fine until I got a pixel 6. I'm assuming it's no longer supported by Google? My Huawei Watch 2 won't connect to my new phone.,Huawei Health,problem_report
"Please, so that we can include photos with our running distances so that they are one like the next brand (Garmin) no need for calories jast show the how long we run and we can put the photo in tham",Huawei Health,feature_request
"Can't get it to work on Samsung M31, says it requires Huawei Mobile Services 4.0.0, but doesn't work even with the other app being installed. Now it keeps crashing.",Huawei Health,problem_report
The app is not working. It's asking all the time to update through Huawei App Gallery which is not available on play store. I cannot synchronize my Huawei Health Band 5 to the app. What's the use of the app if we cannot even use it!,Huawei Health,problem_report
"I have changed my mobile phone, to redmi note10, now my cycling could not be tracked by this app. I'm using Huawei band 2. No response from Huawei Health team today is 19 Feb. 2022",Huawei Health,problem_report
"Permanent notification with vivofit 4 is a no go! The connection can only be initiated with the watch, so the app does not have to be active in background!",Garmin Connect,problem_report
"Cannot edit notifications - either always on top or the app is not working Cannot change language on my Honor Band 5 - so I cannot use it (no HU support; no EN default language) Cannot edit regions, so 0 functions can be used No reply from Customer Care..",Huawei Health,feature_request
"Was ok on my old phone, just upgraded and now app not finding my honor band 6, won't update just says to check internet connection. My internet connection is fine.",Huawei Health,problem_report
"Since update no forerunner sync with phone, tried all the recommended actions, no can't even upload via wifi as watch not linked with app. GARMIN PLEASE FIX ASAP",Garmin Connect,problem_report
I am using huawei p30 pro and pair with garmin 945 music. This app drains battery and sometimes not easy to connect. Hope this app can sync better and efficient.,Garmin Connect,feature_request
Great app but it now asks for Huawei mobile services update and it says not available in my country :( So annoying when the government controls what we do.,Huawei Health,feature_request
"The app stopped working saying that u need ""huawei heatlh requires a more recent version of huawei mobile services 4.0 or later to work properly. You can get the latest version in Huawei app gallery"". When we don't have huawei mobile how to get the current version app.",Huawei Health,problem_report
"Thanks for updating huawei health app,now it is showing watch faces to be downloaded but please add more good watch faces like in amaze fit and samsung gear watches. Why only 3 watch faces?pl add more Plz provide elevation data also,no climbing data visible in mobile app,plz upgrade",Huawei Health,feature_request
I'd like to see steps added to my workout -----and show step total for Elliptical workout (though they do get added to the daily total.),Garmin Connect,feature_request
HELP I have a problem everytime I try to download the dynamic tracking to my samsung Note 8 it stops responding andy mobile just hangs Somebody help me and tell me how to solve this problem please,Huawei Health,problem_report
Works great! The app won't let you graph all the different exercises the watch offers. But over all it's a great app and I like the way you can download each exercise.,Huawei Health,feature_request
Useful to synchronise with Garmin 935 and also to view activities details without PC....But now synchronisation is partial using Galaxy Samsung phones with Android 12: need phone restart every day and smart notifications do not work anymore. Checked that it works properly using Google Pixel + Android 11!!,Garmin Connect,problem_report
I had this same app on my old phone and it would check my oxygen as well as my pulse. Now that I have a new phone it doesn't show either! Ugh this is very aggravating,Samsung Health,problem_report
I have been usually using mostly the sleep and step activity and its been real interesting to see the patterns although mine quit a connecting with the app and syncing so having some issues now,Garmin Connect,problem_report
Not worth installing. First they got rid of the weight management feature which was one of the best parts of the app and now they want to see my phone contacts and don't give an option to opt out. Uninstall.,Samsung Health,feature_request
Worked perfectly with an x40 before the latest update. After the update it just doesn't sync golf scorecards which end up getting lost. Happened twice now. Just went back to the previous version and worked perfectly. Needs another update.,Garmin Connect,problem_report
I cant find my honor band4 running edition in ur list and cant pair with the older version of the app plzz fix the bug asap,Huawei Health,problem_report
y i cant download dis app in my mobile...der is 600 mb space in my mobile... when m tryinf 2 download ist comming error...its u don't have enough space in your mobile..,Huawei Health,problem_report
Seemed great but for some reason it keeps telling me I'm over my calorie goal even though it shows I'm still way under in Weight Management. It was working fine until a couple days ago.,Samsung Health,problem_report
When I'm in the car it counts steps and eventually says my target is reached!it's not right at least we should always be carefull to turn it off when on the car.,Samsung Health,problem_report
"Heart rate and sleep data does not upload to Google Fit for Honor Band 5, even though both apps show each other and data sharing is turned on. Within the Huwawei Health app, sleep data always has to be manually synchronised. Heart rate is recorded fine though.",Huawei Health,problem_report
"Smart notifications don't function unless the App is running. I.e. Garmin insist on having their spying, battery draining App open on your personal phone ALL THE TIME. Don't buy a Garmin watch unless you want them to record everything about you, not just the exercise you do.",Garmin Connect,problem_report
"latest update has broken the app, it wont sync steps from my Huawei Band 3 Pro, it is rubbish at the moment. it doesn't show data correctly on the home screen either. its a mess!! sort it out.",Huawei Health,problem_report
Give us a chat area where we can chat with other S-Health users. (Somewhat like Clash of Clan Glibal chat) So we can communicate with new people's  € get good ideas etc.,Samsung Health,feature_request
"I just got a new Garmin Vivofit 2 and really disappointed that I haven't been able to sync to my Samsung Galaxy S3. Even though it is listed as a compatible device, I keep getting an error message saying my Android is not compatible.",Garmin Connect,problem_report
I used this app for cycling. But the GPS is way off. The map shows me i crossed sea & jungle to reach my destination. Please fix the GPS accuracy & mapping issue .. i test this many times but the inaccuracies is just too much. Pls fix.,Huawei Health,problem_report
Since the latest update. I've had terrible trouble syncing my device to my vivo fit. Trying 4-5 times unsuccessfully.  It's been 143 hours.since last successful sync. .. fix it...,Garmin Connect,problem_report
All but a suggestion when cycling I may want to use 2 courses to create my own. Maybe you find a way to see more than one course on the screen.,Garmin Connect,feature_request
I've been very pleased with this app.  It took a few days of playing around with it to learn how all of it worked but that's what I'd expect with an app with this many features.,Garmin Connect,problem_report
I can't get my garmin to link to my fitness pal. Every time I try to hook it up so my step are linked it doesn't work,Garmin Connect,problem_report
"Not always do I take my phone, I wish the app still allowed us to put ours steps in from our other devices not supported.",Samsung Health,feature_request
Gps connect for walks/runs quit working with the new update. Found a couple forums where dozens of people have the same issue. Are you fixing this?,Garmin Connect,problem_report
I am getting an error while try to open the app.Huawei health need a more recent version of Huawei Mobile Service. Do i need to install any other application to use this app,Huawei Health,feature_request
last watch update is garbage it can't track me walking and stopping full of other bugs did you actually test the version 5.20 before the release? I don't think so,Garmin Connect,problem_report
"I've bought Huawei smart scale AH 100. It needs Huawei Health. I have smartphone with Android One. Huawei Health requires Huawei Mobile Service version 4.0.0 or later, but in Google Store there is only version 3.0.3.300! Now I am a ""happy"" owner of stupid scales. Isn't that a cheating buyer?",Huawei Health,problem_report
"The App is great, except my app hasn't been recording any of the sleep data for the past week (the last night it recorded was the 9th). Please fix!!",Huawei Health,problem_report
"If you want people to use the app frequently,  you need Widgets. Food and drink widgets! Heart rate widget! These will help remind people to use it. I need it in my face to do any good.",Samsung Health,feature_request
Old app is good don't update the app lot of bugs with new app . Downgrade  the app to march 2017 it doesn't track phones pedometer,Huawei Health,problem_report
The heart rate function of the app shouldn't even be on here.  It NEVER works. It's not very accurate with keeping track of steps either.,Samsung Health,problem_report
Update after 8.1 update of Android all get back to normal. Cheers. Last update of Samsung gear sport drain the battery as hell on pixel XL. I've checked the battery drainage and 60% is Samsung health. Before an update all was great.,Samsung Health,problem_report
Not able to connect and update my watch through this app now. I did not use the app ( watch ) for a month now. And suddenly nothing is working. Error msg requires more recent version of huawei mobile services. I downloaded even that till same error .,Huawei Health,problem_report
A very handy app but occasionally it's slow to connect to my device.  I recently changed from a Nokia mobile phone which is not fully supported to an android device which is. I recommend this app.,Garmin Connect,feature_request
"Everything is good. Just one add on required in watch section, if possible please show the last charged date like all other smart watch. That will enhance the popularity.",Huawei Health,feature_request
Actually the update does not even have much form.....Samsung took a helpful and useful app and turned it into a pile of poop. Please roll back to the previous version and whoever said this new version was any good...sack them.,Samsung Health,feature_request
"Horrible app, having a lot of bugs with installing it and using it. Restarted my phone once, now I can not use it awful app.",Huawei Health,problem_report
"ever since the update, I haven't been able to open the app. I keep getting a notification saying that it can't open on a ""rooted"" phone. not sure what that means, but everything was fine before the update.",Samsung Health,problem_report
This app is fantastic. Syncs with galaxy watch. Would also be great if there was an option to track medication on the app as well that syncs with the watch.,Samsung Health,feature_request
"Since the last update, it is spotty on when it wants to work... I used to love it. I can't even track my food anymore.",Garmin Connect,problem_report
"App does look nice, and using it with my Huawei scale and GT watch. However, like lot of ppl around, I have issues with Bluetooth connection and notification support on my Pocophone F1... I'm sure it's up to app/watch, so hope for a quick fix...",Huawei Health,problem_report
The unit does not allow changing to S.I. units (kJ instead of kcal) and has only U.S. food preprogrammed. The option to enter your own food is gone since the latest update. It is pretty useless now. And Samsung never replies to questions or suggestions.,Samsung Health,feature_request
Definitely like the older version. With this one there is no longer an option to measure pulse and O2 level(Stress) using the phone. Please bring that back.,Samsung Health,feature_request
Great app and would give more stars if the active minutes actually worked. I did a full body strength workout for 1 1/2 hour and still no recorded active minutes! It is irritating!,Garmin Connect,problem_report
"The step count is inaccurate. Please fix. Make it more sensitive to movement, because if I don't strap it to my leg or  arm the step count is too low...",Huawei Health,problem_report
I now battle to sync my watch with my phone I have to disconnect and set up every time. why is there no pilates option on the app? kindly do an update for this,Garmin Connect,problem_report
"I have enjoyed my watch and the app for a year, until the recent app update. The latest version doesn't connect my watch (Forerunner 35) to my phone (Nokia 5.1). I have tried all troubleshooting suggestions and nothing helps.",Garmin Connect,problem_report
"I made several attempts to pair my Vivio 1 device with this App, without success. This App does not appear to deliver on its promises - very disappointed indeed",Garmin Connect,problem_report
The Colorband A1 app was 1000 times better. The sleep tracking doesn't make sense and my band doesn't count steps when I push my baby in a pram. The A1 did. Sometimes newer technology isn't necessarily better.,Huawei Health,problem_report
"Every time I try to open the app it freezes and the sentence ""An error has occurred"" shows up. I uninstalled and re installed a few times but nothing has changed. What can I do?",Garmin Connect,problem_report
Installed the health app on to my new phone and is not show the option of my smart watch device and won't even update the list of device.,Huawei Health,problem_report
When incoming call arrives on my band it displays half number instead of full number (honor band 6). Please update as soon as possible and if i turn off location band automatically got disconnected.,Huawei Health,problem_report
Update the Notification for maps in the form of direction and distance rather than text is quite good and helpful while riding in bike (honor band 5),Huawei Health,feature_request
"Does not allow for heart rate or pulse ox rate to be measured on galaxy 20s. With my old phone, galaxy note 9, pulse ox was constantly wrong.",Samsung Health,problem_report
Can't login Connect IQ store with Google account. It's hilarious considering the Connect app suggests you to use itself for ease of connection to IQ store.,Garmin Connect,feature_request
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report
Step count of Redmi note 8 pro is being added automatically leading to inaccuracies in my Statistics...only the honor band 5 should count in the app ...and outdoor cycling should be added...need to use another app for the same..adidas running,Huawei Health,problem_report
"Unusable unless you give Garmin all of your personal information. Also, this is at least the second, if not the third time I've posted a negative review here, yet my last review disappeared.",Garmin Connect,feature_request
Great App but last 2 weeks there is a problem apply to update through Samsung Galaxy Store. After download is finished the app keep crushing when it tries to be applied on Galaxy Watch,Samsung Health,problem_report
Unable to reset password. Sup wants me to input details of a phone I had in 2010. Maybe I'm different but I don't have any info on that device except the name,Huawei Health,problem_report
The main problem I have with this app now is that it reads my steps while I'm driving. It never did that before and cant figure out how to make it stop. Other than that it's a good app.,Samsung Health,problem_report
Had a Recent update from magic watch 2 . Now the health app doesn't allow to access or even load watch faces.. its rediculous.. i am using honor as my device as well.,Huawei Health,problem_report
"Generally pretty good, however i just a lot of saved courese from my club. I have noticed that they are not available unless i have saved a course of my own. When that is deleted all of the saved favourites disappear.",Garmin Connect,feature_request
"Used to be even better, but recently the daily reminders that I would get each morning to track my sleep have stopped all of a sudden and I'm not sure why. I checked my settings and still no luck. Otherwise, I would rate higher.",Samsung Health,problem_report
"So frustrating. I have to hit 5 things to get it to record steps for example and then about 10% of the time, it records for 2 seconds and stops. So disappointing when you finish your walk and it didn't even start.",Samsung Health,problem_report
"I was happy for the whole year with this app until the latest update which made me lose all my data that I've been recording for more than a year. I've been also trying to open it and it doesn't work, my devices have disconnected",Huawei Health,problem_report
"Hello samsung, I'm not able to work this app, showing like ""due to a new security policy, SH can't be opened on a rooted device."" Please help.",Samsung Health,problem_report
Can't upload maps through the app. Fails to maintain connectivity to my vivo active on Marshmallow if you reboot or cycle Bluetooth on either the phone or the watch.,Garmin Connect,problem_report
"Unable to use the app as it says a 4.4.0 version is required, which' isnt available on app store.i am unable to use honor band 5.such a scam",Huawei Health,problem_report
"Notifications does not work with Huawei P20. One day works, after does not. P.S battery optimisations etc things of course are disabled for this app. :-( Hard reset of the phone, OS upgrades, app reinstall, repairing does not help, next day same issue.",Garmin Connect,problem_report
I'm so frustrating!!! Why would you remove the weight management feature ? This is the most features of this app! I hope you add this feature in the next update!,Samsung Health,feature_request
"Looks like the app is nolonger working on Samsung phones...S10, or is it me? It tells me to update from Huawei appGallery to a newer version.4.0.0. Google playstore must just remove this app here, it is nolonger working on Android phones.",Huawei Health,problem_report
Great to have all my devices on one app. But recently it has my sleep messed up. It says Im still asleep when it is tracking my ride with my edge. Correct when I wake up. Then I upload my ride and increases my sleep time please fix,Garmin Connect,problem_report
I just got the note 20 and now i can't use the heart rate or stress . I can do the ones i have to do manually but anything else won't work.,Samsung Health,problem_report
After thr latest update I can't access the app. It doesn't sync with Google fit app either.. I have bought an expensive huawei smart watch which is just a digital watch for me.. Dear huawei please fix the bug. Disappointing for a big company like huawei to do such things.,Huawei Health,problem_report
"I cannot remove this damn app from my device!! I try to uninstal and it only allows uninstal for updates, to make things worse it boots up every time i look at the phone, even on calls...Infuriating!",Samsung Health,problem_report
"This app has almost everything you need in a health and fitness app! I'd like there to be a way to track measurements. Also, maybe a recommended nutrition plan to better fit your goals if possible? It keeps me motivated and I'm feeling so much better in just 2 weeks!",Samsung Health,feature_request
doesn't keep track of my activities. can't set activities. can't believe how much calories I'm burning. when using other app it tells me that I burn much less calories.  returning it .....returned it. Now I can erase useless app.,Garmin Connect,problem_report
"I thought it was synching to Samsung, but when I did a system rest on my S5, it couldn't find any data to synch back to my phone. Data was just all gone. What a bummer.",Samsung Health,problem_report
"Other than not accurately counting flights of (house) stairs it works great. Wish there was a way to name ""other"" activities and not just other other 1 other 2 ect.",Garmin Connect,feature_request
"This app was working perfectly doing everything I needed and then, from yesterday, it now crashes everytime I open it. I don't want to loose all my data so feel a bit stuck now.",Huawei Health,problem_report
Great app except you can't challenge a group. You can challenge 1 person but not multiple for steps. i have a wife and son that run and can only do one. Come on Samsung. You didn't think of this feature? Families exercise together.,Samsung Health,feature_request
"I like the app, but it doesn't work with people that work the night shift and sleep during the day. It doesn't accept those hours when I input my sleep hours,can you fix that plz",Samsung Health,problem_report
Interesting app even though you have to sign away your life. Not totally intuitive. Needs time to get best out of it. Please remove advertising. I have bought your product. Don't force my to view stuff I don't want.,Huawei Health,feature_request
Huwaei help me please. My app is up to date but still it keeps asking me to update. My watch wouldnt add in the app so I couldnt change time. Kindly help me out.,Huawei Health,problem_report
"still not fixed :( Google fit syncs sleep now. does not sync heart and sports info. pls allow us to add our own activities info captured on honor band does not include steps climbed. pls have find my band feature, and also band to auto track exercise",Huawei Health,problem_report
"Sleep stats are way to conservative since some time (nearly always they require an edit to add sleep time). Also, the app does not want to sync watch data without internet connection - why? What about trying to sync in a remote location out of range?",Garmin Connect,problem_report
"Whatever update came through had permanently disconnected my vivoactive 3 . Irritating. Uninstalled app and reinstalled it, reset to watch to factory settings. Thanks for making my not so cheap watch useless.",Garmin Connect,problem_report
Tha app ALWAYS crashes and drains the battery. It take forever to sync up right with my Samsung watch. It will sync but the data won't match! So I have to do EVERYTHING twice????????,Samsung Health,problem_report
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report
"It's good but the Bluetooth connection with the band keeps falling and you have to go to the app to reconnect , and the band itself counts steps if you just move it in your hand !!",Huawei Health,problem_report
"Still 1star, sleep app is/I'm understanding it now, but my Honor band 5, is miss reading the step count, out by 133steps, I found out yesterday. Can you fix it PLEASE???",Huawei Health,problem_report
I work a 12 hr shift and i walk 10 of those hours.  This doesn't count all of my steps. Not happy about the way it shows your rewards. Won't let you see each reward. Before update was better. Not excited about using this anymore.,Samsung Health,problem_report
"Come on Garmin, haven't been able to sync with my watch for more than a week now. Tried to unpair, and now I can't even pair the watch again... Any updates coming to fix this soon?",Garmin Connect,problem_report
"The app quit tracking activities as of the first of October.  I was happy with the app until now, even though you can't customize it more.",Samsung Health,problem_report
HELP HELP PLEASE HELP ME. ..I been trying to set up this app on my phone for 2 days now .and it keeps saying invalid email and I can't download this app on my home computer. ..,Garmin Connect,problem_report
I've been walking all day and I look down at the tracker to see how I'm doing. 178 steps and hasn't budged since this morning. Uninstalling.,Samsung Health,problem_report
App was great for a long time. But not keeps logging me out and freezing. Very annoying I have to get an email every time I need to log in which is 5 or 6 times a day,Huawei Health,problem_report
"App won't let me add my Garmin forerunner 35 as a device. I can't sync my running data from device, and it just won't connect. I'm using an android phone",Garmin Connect,problem_report
"Every morning, my location access indicator is on. Lo and behold, Garmin Connect keeps it active all the time. If I kill the app it goes away, but that also kills smart unlock. I can't comprehend how this app can be referred to with a straight face.",Garmin Connect,problem_report
One more update. Find a way to give steps for cyclists. There's no way people do hundreds of thousands of steps everyday. It seems dishonest that I don't want to be part of it.. uninstalling..btw the GPS seems to be working fine now.,Samsung Health,problem_report
Like the app but wish it has a bit more functions such as changing alarm time and some setting so I do not need to log into website to do that.,Garmin Connect,feature_request
Why does it not work on the Xiaomi MI4 phone? Seems strange that on a new phone it would not work. Does the phone software just need to be updated??,Garmin Connect,problem_report
"still not fixed :( Google fit syncs sleep now. does not sync heart and sports info. pls allow us to add our own activities info captured on honor band does not include steps climbed. pls have find my band feature, and also band to auto track exercise",Huawei Health,feature_request
"I have updated my watch gt to 1.0.12.26 and now I dont receive all the notifications from the android/iOS phone, and it won't vibrate anymore when receiving a notification.Please check the firmware and release the solution.",Huawei Health,problem_report
"All issues have been fixed. I love this app. However, the ""Smart View"" function isn't working from the last update. This function is really important to me, my phone is S9 plus.",Samsung Health,problem_report
after an update my watch will not sync.  not sure if it was the vivoactive update or the app update that caused the problem.  either way they are no longer syncing making the watch /app useless.                                                           -update- was able to clear sync que through website and get it to sync.,Garmin Connect,problem_report
"Decent, wish it gave more insights on sleep, though, like whether or not your sleep pattern itself was good or if something is off. It would be a lot easier to digest that information. Otherwise it's fine!",Garmin Connect,feature_request
"I like this app. It does everything I need it to do with the exception of a barcode scanner for the ""eat healthier"" program or at least let me import scan data from another app to this one",Samsung Health,feature_request
..help please! anyone here using huawei smart band 3e? just want to know if why my smart band suddenly got disconnected then i cant connect it back again? how to fix this?,Huawei Health,problem_report
Good app but could be better. I get frustrated when recording food as it doesn't always come up. And only remembers what you record for that particular meal not what you've previously had. Recording food could be improved with a scanner option. Most other functions are great.,Samsung Health,feature_request
"I have come to depend on this app as part of my fitness routine. It helps track many of my activities. This latest release is getting 4/5 stars because even though I have Marketing Information turned off, I just got an ad for a well-known radio subscription service.",Samsung Health,feature_request
Spent 3 days unsuccessfully trying to pair with my Android phone and then it just connected no problem. A bit annoying but other than that a good app.,Garmin Connect,problem_report
This app is now not supporting even after i installed huawei mobile services. I bought a honor band 5. But now i cant control my band. Please huawei. Fix it,Huawei Health,problem_report
Nice app but I think it's fake.when I check my health sometimes it's say 68 sometimes 98 and sometimes 118 this fake or real I have note 4,Samsung Health,problem_report
"In general the app is very good, however the version on my new Galaxy S20 won't let me check heart rate without using a Samsung watch or band. I'm pretty sure the previous version I have had, used the fingerprint sensor.",Samsung Health,feature_request
"One issue that i have is with connectivity between my phone and device. Sometimes the floors climbed are not accurate, it would be nice if the phone counted as well as the device. other than that issue i think the app is great",Garmin Connect,problem_report
"App was great until it removed features at the last update. Now it is mediocre and is just the same as every other app out there in the market. Samsung, who is responsible for such a stupid mistake? What can be done to reinstate the lost functionality?",Samsung Health,feature_request
I don't understand why this app. stop counting my step. . please help I did try to follow your instructions but it seems this app is broken. It there any way to fix this? I cant call your number,Samsung Health,problem_report
It was great for tracking steps but now the step counter isn't resetting each day. It doesn't work. Update: Samsung responded very quickly for a fix to the problem and it was able to resolve the issue and now it works better.,Samsung Health,problem_report
"I'm using Honor band 5. It would have been great if an option was made available in band to turn bluetooth on and off. This way battery standby can be extended. Huawei team, please try to add this option. App-wise it's good",Huawei Health,feature_request
"The app is pretty good, but once I switched phones it didn't ask me for my details and info, so I pretty much lost my data.. There wasn't an option to sign in..",Huawei Health,problem_report
"Music player option is disappeared, when restart its again shown in list. After one hour again disappered. Pls adjust bug in upcoming update.Totally its good band.",Huawei Health,problem_report
"Although the bluetooth on my phone is always on, sometimes the watch disconnects for some reason and if I don't notice it on time and end of day passes, I lose the data. I am using Honor Band 5",Huawei Health,problem_report
"Dreadful. We downloaded veraion 4 and it still didnt work, the app doesnt see it. We have spent money on a product that does not work. Rubbish Huawei.",Huawei Health,problem_report
Awesome! Totally love the app. A couple of small things i would love to have the option to change ex deleting gholf! But otherwise totally love it! Great way to keep track of the effort i'm putting in!,Garmin Connect,feature_request
Now i'm going to remove this app from my mobile even after thus update this  is showing google play services are updating.. what the hell is going on??,Huawei Health,problem_report
I love this app. I only have one issue. I cannot seem to get my App and Watch to work as a Monday start. I have seen many people having the same issue. Please fix this I know many people would really appreciate this including me.,Samsung Health,problem_report
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,Huawei Health,problem_report
"Can't pair a honor 4 because it doesn't appear in the list of devices and it couldn't update the list either, it indicates I have to check my network?",Huawei Health,problem_report
Sleep and sleep score don't recalculate properly when I update the actual sleep hours. Makes sleep and the body battery functions useless. Debating going back to fitbit ecosystem.,Garmin Connect,problem_report
Disappointed with this app. No way to install additional watch faces unless you download the moded chinese version. Why is this app not regularly updated?,Huawei Health,feature_request
So just got my Honor MagicWatch 2 and now I can't even use it??? What the actual hell! I wasted my money on a smart watch that can't even function as a watch? What an absolute joke. Huawei should be ashamed but they won't.,Huawei Health,problem_report
"Constant syncing problems with my 935 since late 2018. one update seems to fix the problem, the next seems to break it again. Garmin support have no answers. I'm left with a smart watch with no smarts.",Garmin Connect,problem_report
Where did the blood oxygen feature go? It's not there. It's also not under stress management. I really enjoyed that feature and am sad it's now gone. When will it come back?,Samsung Health,feature_request
I have downloaded the app and every time I attempt to log in it comes up with an error. Can't log in so have been unable to sync anything.  Very frustrating!,Garmin Connect,problem_report
My first device stopped syncing so I bought a new one  (VIVOFIT 2) and it's not syncing either. My next device will be a Fitbit!,Garmin Connect,problem_report
"Was performing well til this mornings update, but now constantly closes. ie. It does not work at all . I uninstalled and reinstalled and it works now .",Garmin Connect,problem_report
"Doesn't allow integration to other services like Strava. I will have to return my Watch GT if I can't at the very least manually export my activities. Otherwise good app. Syncs some activities to Google Fit, but misses most of the data.",Huawei Health,feature_request
Please fix the connectivity issue as it gets disconnect after some time and i need to reconnect it manually previously it was working fine but with new update i need to struggle with this issue which is annoying kindly fix it!,Huawei Health,problem_report
The best app out there IMO. The only issue I have is the need to enter the duration for push ups and pull ups. And it would be great if you could add ring pull ups and ring dips.,Samsung Health,feature_request
"Works well. One problem is when linked in with myfitnesspal and you have done more then one exercise, it keeps adding the last exercise over and over again",Garmin Connect,problem_report
"Good apps! Had no issue with bluetooth connectivity on my FR220 and Note 3, until recently. Please fix it, i'll give the rest of the star. :)",Garmin Connect,problem_report
"TruSleep data now available again thanks to bug fix so increased stars. A great feature for me is I no longer miss my phone calls, as my band alerts me to incoming calls.",Huawei Health,problem_report
Very inaccurate data. The walking counter jumps multiple times without doing anything. I have walked over 3.5 km today but shows only 200 mts with 25 steps.,Huawei Health,problem_report
"Great app and fun challenges. The only thing I would like to see, is a more  detailed way to track weightlifting workouts by different types of machines.",Samsung Health,feature_request
"Would be 5 stars, but you can't see the training programmes that you're currently doing, it only offers you to start new ones. I have to log in on a browser to see my training session each day.",Garmin Connect,feature_request
why my app again and again update to beta version continuous heart beat feature missing and firmware feature is showing error Apart from that app is having a good UI and UXa,Huawei Health,problem_report
Was a great app until last update I am unable to use as access denied unauthorised changes were made to phone apparently that's the message I am given every time I try to use it,Samsung Health,problem_report
"S helth not shown accurate kilometres yesterday I ran in one marathon actually  there is 10 kilometres but in s helth it's shown 16.96 kilometres so how I can fix this issue, any calibration facility in the app ??",Samsung Health,problem_report
"I actually think this app is great, and it's been working well. **Until yesterday** when it updated and caused my phone to freeze & crash,  even though I wasn't using Connect. I've had to uninstall it.  Please fix this issue and I'll be back",Garmin Connect,problem_report
"Was great till last update, After this last update, I lost text and phone call notifications on my tracker. It worked fine prior to the update, please fix. Galaxy S7 - Android",Garmin Connect,problem_report
"Rubbish, can't pair my watch, tried for over an hours and keep going around in circles. What a stupid app designed by a ****ing idiot.",Huawei Health,problem_report
Some minor issues found in your app.  If i shake my phone it count steps.  Plz fix this issue and it would be a good app for health.,Samsung Health,problem_report
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report
I would have given the application 5 stars if I was able to connect my Fitbit Inspire to it. Unfortunately I couldn't. Is there a solution for this before uninstalling and looking for an alternative application that allows Fitbit to link.,Samsung Health,feature_request
The new update is not getting installed on my galaxy watch (failed update after getting transferred to watch). Is there a Indian support service that I can call? The number you provided was not helpful,Samsung Health,problem_report
Very disappointed with the fact that I cannot get notifications or messages on my MK1 watch after new update. All settings in order but to no avail.I hope this gets fixed soon.,Garmin Connect,problem_report
Some days the step counter counts my steps some days it doesn't want to work consistently. I watch it as I walk to see if it counts and it doesn't.,Samsung Health,problem_report
"I connected to my huawei gt2 pro but I do not find install apps and I could not answer call from my phone by there watch because the phone rings only one time, I see the call on the watch for one second and then it disappears.",Huawei Health,problem_report
great and reliable app. never have any isses with pairing or bugs in the software. would be better if there were more watch apps in the store but thats about it,Garmin Connect,feature_request
"1. The earlier version was about to alert me on Carousell. Now it cannot. 2. I m from Singapore. Yet, the details show I m in Malaysia. These are completely two different countries.",Garmin Connect,feature_request
"Great device, poorly designed app! I want to see a Snapshot of my Heart Rate!  To many screens with useless data & I can't view or organize the data that I care about.  Get new software programmers, fire the current ones!",Garmin Connect,feature_request
"Does not connect to phones via ANT+, only uses bluetooth which is poor considering ANT+ is built into the Forerunner devices and mobile phones. Crazy! The rest of the app looks fine though.",Garmin Connect,problem_report
this was unexpected to see a poorly developed app from Garmin. I am unable to sync my activities and have to copy the files to computer. please fix.,Garmin Connect,problem_report
After thr latest update I can't access the app. It doesn't sync with Google fit app either.. I have bought an expensive huawei smart watch which is just a digital watch for me.. Dear huawei please fix the bug. Disappointing for a big company like huawei to do such things.,Huawei Health,feature_request
I like it preety well but i have some problems with sensor while i upgraded my android version to 7.0 plz fix this i cant measure heart rate and spo2 level anymore.,Samsung Health,problem_report
"Won't let me varify the given code while setting up the 2 step varification, or if I skip it the app won't connect to my wifi. Would love to use this app.",Samsung Health,problem_report
"No notifications this app is such a pain in ass. Every 2 , 3 days it stops giving app notifications on the watch... (Magiv watch 2) improve this thing rascals",Huawei Health,problem_report
Will not sync.  Application keeps looking up.  Going to return if this does not get fixed and I purchased 2 of them! Still after 2 weeks can't sync with the application.,Garmin Connect,problem_report
This app requires permission to something but it doesn't say what. So it will not open. I used to use this but the last update killed it.,Samsung Health,problem_report
Reset how many glasses I have drinking. If I choose 2 glasses and I go back to app after two hours it says 0 glasses water,Samsung Health,problem_report
I just got a watch now n downloaded the application n its not working. Really i am very disappointed that i spend money in trash.,Huawei Health,problem_report
When i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4.,Huawei Health,problem_report
