review_content,final_label,user_story
"They spy on you Deny free speech Censor opinions, and facts. If you like having your Constitutional rights violated, your information being sold to third parties, liberal propaganda. Being monitored by over sensitive nazis then fascistbook is for you.",2,"As a user concerned about privacy and freedom of expression, I want the ability to control my data and express my opinions freely without fear of censorship or surveillance. The platform should respect my constitutional rights and not sell my information to third parties. I desire a space where diverse viewpoints are welcome and not suppressed by political biases. 


"
So I think its suspicious that whenever I have Facebook installed on my phone the apps that I use the most stop working. The zuck also made it so he can spy on what you search on other apps so he can sell your information. So it doesnt surprise me that he disables other apps so youre forced to use Facebook now that everyone else is leaving it.,2,"As a privacy-conscious user, I want Facebook removed from my phone because I believe it interferes with the functionality of other apps I use regularly.  I am concerned that Facebook tracks my activity across other applications and sells my personal information. This practice feels intrusive and manipulative, forcing me to rely on Facebook when others are leaving the platform. 
"
"im guessing they have such a monopoly on social media that the company and developers have nearly no incentive to fix anything. ive had the same exact bugs persist across devices an major OS updates. 

ones I can recall atm that frustrate me to no end
video resets every time I rotate the screen
opening facebook kills my background audio
no dark mode on ipad not a bug, just a complaint

this company makes billions of the data we provide to them for free, the least they can do is make an app that freaking works well and have their developers on top of keeping the app a pleasant experience with minimal bugs. if you need to hire more developers, then do that",2,"As a user who relies on Facebook for social connection, I want the app to be reliable and bug-free across devices and operating systems. Specifically, I experience issues like videos resetting when rotating the screen and background audio stopping when opening the app. 

I also desire features like dark mode availability on iPad.  A functional and enjoyable user experience is essential considering the vast amount of data users provide for free. 
"
Is the app incredibly glitchy even though it really shouldnt be? Yes. Will Facebook steal all data they could possibly obtain and sell it without your consent? Yes. Will they pretend to be a quirky tech company from Cali while actually subverting democracy and monopolizing the internet? Yes. But what else are you gonna do? Find a social media company with integrity? I didnt think so.,2,"As a user concerned about privacy and data security, 

I want Facebook to address its technical glitches and transparently handle user data 

so that I can feel confident using the platform without worrying about my information being misused or exploited.

Currently, the app's instability and questionable data practices make me hesitant to fully engage. 
"
Was scrolling through my news feed and all of a sudden it sends me a message saying I have to verify my personal info. It asks for a passcode that was sent to my phone only I never received a passcode. I am now locked out.,2,"As a user, I want to be able to access my news feed without unexpected verification requirements so that I can stay up-to-date on current events. 

Currently, the platform requires a passcode sent to my phone for verification, but I often don't receive this code, resulting in being locked out of my account.  
"
"I am so disappointed with Facebook! I never post anything controversial, yet my Facebook was disabled a little over a week ago and now I received an email that it has been permanently disabled! Ive lost all my pictures and videos. Ive also lost access and information to every app that was connected to Facebook. FYI, when you create accounts for other apps, dont use your Facebook account to log in to those.",2,"As a user who values sharing memories and connecting with friends, I want the ability to appeal account deactivation decisions so I can regain access to my photos, videos, and linked applications.  Currently, the platform permanently disables accounts without clear explanation or recourse, resulting in data loss and disruption of service for connected apps. This lack of transparency and control over my data is unacceptable. 
"
"This app was okay in the beginning but has become a tyrant in the industry. Constantly gets hacked, sells our info, no privacy or security. My app has been on the fritz again all week causing me to miss business ad posts due to not even being able to see content on my profile. Super tired of Zuckerberg and his complicity in completely disregarding everything its users want. Cant wait for the next big thing to come out. Cause this one is definitely not it anymore!",2,"As a user concerned about privacy and security, I want the app to prioritize data protection and prevent hacking incidents so that I can trust it with my personal information and avoid missing important business opportunities due to technical issues.  I also desire a platform that listens to its users' needs and concerns. 


"
I can only use my Facebook App as my business and can no longer get to my personal page. I am not happy about that. Facebook still works fine on my desktop and my laptop so it is definitely the app that is the problem,2,"As a user who primarily accesses Facebook through the mobile app, 

I want to be able to seamlessly switch between my personal profile and business pages within the app

so that I can manage both aspects of my Facebook experience without needing to use different devices. 
"
"I opened my account in 2008. I got a new phone and rye app said it could recognize my device. Wouldnt even accept my password. Sent them my license and picture holding the date and a video they requested. Its been 5 months and still no access to my account and no responses from facebook. Theyve since closed my account. I had all my dead fathers posts and photos on there. Im very upset and annoyed at Facebook. They say they try to protect your information yet they steal yours!!!

Also that censor anyone who doesnt align with their agenda. They cant be trusted.",2,"As a long-time user who has been unable to access my account since 2008 due to device recognition issues, I want Facebook to provide a reliable and responsive account recovery process so that I can regain access to irreplaceable memories of my deceased father.

This story highlights the user's need for:

* **Reliable account recovery:** The current process failed them, leading to significant distress.
* **Responsive customer service:**  The lack of response from Facebook for 5 months exacerbates their frustration. 


It also touches on concerns about data security and potential censorship, which are important feedback points but outside the scope of this specific user story focused on account access."
"Far too many ads, which are completely irrelevant to me. One would think with data collection Facebook would at least, send me ads Im interested in. The Marketplace  is useless. Most of the groups are angry people searching for like minded individuals who will mimic their complaints. And, yes, some children are still posting their food. 

Bad app, very bad app.",2,"As a Facebook user, I want to see fewer irrelevant ads and more targeted advertising based on my interests and data. I also want the Marketplace feature to be improved so it's actually useful for buying and selling items. Additionally, I want Facebook to moderate groups more effectively to reduce negativity and inappropriate content like children posting photos of their food. 
"
"So is Apple! Now they make it so you have to use the apps and not the browsers, easier tracking and spying. Unfortunately so many things and people use FB and other crappy platforms that limit your use and spy on you. Our world is doomed because of this trash and for allowing it to continue you get reap what you sow.",1,"As a user concerned about privacy, I want the ability to access website content through browsers instead of being forced into using specific apps. This will allow me to avoid potential tracking and data collection by platforms like Facebook. I believe users should have control over how their data is used and accessed. 
"
This app is the worse. Its create with the porpoise of tracking you and see what or who you talk with. This type of app it should be often changing of developer and app platform to the people have a little bit mor me of privacy,2,"As a concerned user, I want this app to respect my privacy because I'm worried about its tracking capabilities that monitor my conversations and contacts.  I need assurance that my data is not being misused and that the app prioritizes user security and confidentiality. To address these concerns, I suggest frequent developer changes and platform migrations to enhance privacy protections. 
"
"Its worst designed application with zero privacy consideration, randomly engineered app, Sad to say zuckerberg major part of life was on creating amp supporting childish app. Fking zuckerberg for creating many privacy damages.",1,"As a user concerned about privacy, I want Facebook to redesign its app with better privacy controls and features because the current design feels random and doesn't prioritize user data protection. I need to be able to trust that my information is safe and not being misused. 


Let me know if you'd like me to elaborate on any specific privacy features the user might desire!"
My account was hacked and Facebook deleted it. I lost all the pictures I had of my child. Contacted Facebook and they did absolutely nothing despite the fact that the hacker private messaged me and made legitimate threats to me. Facebook didnt even respond to me.,1,"As a user who relies on Facebook to store precious memories, 
I want robust security measures and responsive customer support 
so that I can feel confident my account is protected from hackers 
and any issues are addressed promptly.

This way, I can avoid losing irreplaceable photos and feeling vulnerable due to online threats. 


"
"All you do is silence anyone who speaks against your FAILED narrative, and then badger people by shutting down their accounts which is their source of revenue. I think its time we shut off access to your source of revenue so you can see exactly how it feels! We are DONE letting you mine our data for free! Your dream of smart cities is about to be flushed down el toileto ",2,"As a user, I want the ability to freely express my opinions and dissent without fear of account suspension or silencing.

I also want control over my data and how it is used, believing that platforms should not profit from user information without consent or compensation.

The current practices make me feel exploited and unheard, leading me to question the platform's ethics and long-term viability. 
"
"I keep getting the same spam bots on my Facebook telling me Im the winner, Im reported it and Ive blocked every bot, its the same profile picture on each of the spam bots page. Also Ive been getting notifications from random garage sale groups Im not even apart of",2,"As a Facebook user, I want to be able to effectively block and report spam bots so that I am not constantly harassed with fake ""winner"" messages.  

These bots use the same profile picture and send messages despite being reported and blocked. Additionally, I want to control which groups send me notifications and prevent unwanted notifications from garage sale groups I haven't joined. 
"
"Pictures will not open also

Between the privacy violations, the unjust property theft of any and all content accessed, and now the biased, blatant sensorship Im DONE with Facebook! Uninstalled for good! Facebook has continually and increasingly pushed steps towards invading the users privacy and rights to speech for YEARS now with NOTHING being done to stop it and Im DONE. I wouldnt even be writing this if it werent for the fact that this app DESERVES far more poor ratings.",2,"As a user concerned about privacy and freedom of expression,

I want Facebook to respect my privacy and allow for open dialogue without censorship

So that I can feel safe and comfortable using the platform to connect with others.

Additionally, I need the functionality of opening pictures to be fixed. 
"
"Seriously Facebook. Your new changes just get worse and worse. Too many ads. Every time I log in, I just want to close it and deal with it later. And the ads are just useless, not even slightly interesting. I find myself spending less and less time on your platform. Stop trying to pretend you actually care about privacy or connecting people.",2,"As a Facebook user, I want to see fewer irrelevant ads so that I can spend more time connecting with friends and family. 

Currently, the excessive and uninteresting advertisements make me feel overwhelmed and discouraged from using the platform.  I value my time and would prefer a user experience focused on meaningful interactions rather than constant advertising. 
"
"How come we still can39t see our timeline on the iPad?!?!? This should be the most amazing app ever!

UPDATE This company makes me sad, I was hacked last night and there has been zero way to restore my account. The hackers quickly within an hour changed all my info and added a 3rd party two factor authentication code that prevents me from moving past it . Your company is protecting the hackers and do not care about the actual account holder. Please make this right.",2,"As a user, I want to be able to view my timeline on the iPad app so I can access all features of the platform seamlessly across devices.

Furthermore, as a user, I need a reliable way to recover my account in case of hacking, such as an option to bypass third-party authentication methods or stronger security measures to prevent unauthorized access and changes to account information.  This will ensure the safety and integrity of my account data. 
"
"Facebook has lots of issues even for our safety at this point we are all thinking is mark suckerburgh really help our privacy or just sucking our privacy away by putting our global security at risk with problematic safety concerns 100 but Facebook needs to hear us out and not from mark Zuckerberg immature ideas and fixes to Facebooks interface, algorithms, updates, ect. so Im giving this app and website including Facebook Messenger a one star ",2,"As a concerned Facebook user, I want the platform to prioritize user safety and privacy because I feel my personal information is at risk due to problematic safety concerns and potentially harmful algorithmic practices.  I need Facebook to listen to user feedback and implement meaningful changes beyond superficial interface updates. 
"
"This app is horrible. It gives you constant notifications, even when alerts are turned off. The privacy issues and constant spying are despicable. They always want you to enter your phone number and never stop asking. To top it all off you cant turn the green active dot off even if you select to leave it off.",2,"As a user concerned about privacy, I want to be able to fully control notification settings and disable intrusive features like the ""active dot"" because constant notifications and requests for personal information (phone number) make me feel uncomfortable and spied upon.  I need this control to feel secure using the app and trust that my privacy is respected. 
"
Maybe stop infringing on peoples rights and if youre going to correct someone use factual information. This is the most politically biased crock of s i have ever seen in my life. Breaking every law in the books and then telling everyone else theyre wrong just because they dont think the same. Waste of time and they are selling your info anyway.,2,"As a user concerned about fairness and privacy, I want [Platform name] to stop promoting biased content and using inaccurate information for corrections. 

I also want assurance that my personal data is not being sold to third parties.  Currently, the platform feels untrustworthy and manipulative. 
"
Please take off the people you may know that are always so present on everyones pages. Literally I dont need your help advertising friends friends on my page. Its an absolute invasion of privacy. I dont care to see these people I dont want to know them. Please make it stop.,2,"As a user, I want to be able to disable the ""People You May Know"" feature because I find it intrusive and a violation of my privacy. 

I don't want the platform suggesting connections I have no interest in, and I feel it clutters my page.  The ability to opt-out of this feature would give me more control over my online experience. 
"
How does a company this big not have a single person to contact about my account being hacked!!! The hacker has changed all of my log in information and help center is no help at all! I have had my account for over 15 years and my family and life is in that account! I need my account back!,2,"As a long-time user with over 15 years of data, including sensitive personal and family information stored within the account,

I want to be able to directly contact customer support

so that I can regain access to my hacked account after the hacker changed all login credentials and the help center was unable to assist. 
"
"Was hacked a few ago and being trying to get my account back 
With no help from Facebook. Send infos that ask for still nothing ..they ask me for code generator I cant open my Facebook to get 
Anyone else has this issues ..??",2,"As a user who was recently hacked, I want Facebook to provide clear and effective account recovery options, such as alternative verification methods beyond requiring access to a code generator. This will allow me to regain control of my account even if I cannot access it directly. 


Let me know if you'd like me to refine this further!"
"Ive gotten banned twice a month and I havent even used this app much to share my opinion like I used to. I got banned for sharing a motivational quote with a male chest showing working out followed by a ban for trying to sell a post pregnancy girdle. Its pathetic. Theres nothing you can do about it since you pay them with you private DATA, but have to accept their abuse without being able to appeal.",2,"As a user who wants to share content and connect with others, I want the ability to appeal bans on my account so that I can understand why my posts are being removed and potentially have them reinstated.

Currently, I am experiencing arbitrary bans for seemingly harmless content (e.g., motivational quotes with images of exercise) and product listings (e.g., post-pregnancy girdles). This lack of transparency and recourse feels abusive, especially considering the platform collects my private data. 
"
"This app and company engages in censorship and supports the Israeli governments war crimes and genocide. I am thoroughly disgusted by Facebook. This company has a total lack of morality. No surprise tho given that they sell our info, and their company founder cheated his cofounder out of millions ",1,"As a user concerned about ethical practices, I want Facebook to stop censoring content and supporting actions that contribute to human rights violations, so that I can trust the platform to be a safe and unbiased space for communication. 

This story focuses on the user's desire for ethical conduct from Facebook and highlights their concern about censorship and the company's alleged support of harmful actions. 
"
I do remember better days for Facebook. A time when it acted as versatile tool that could both monitor the kids and look for a used garden tools. Now its political  advertising and old people looking to mingle. The groups of Facebook are gone. For some reason the green thumb group just vanished one day. The gymnastics parents group just vanished one day. Facebook is a washed up old data base much like digging through and old box of paperwork at your xwives house. Goodbye.,2,"As a user who wants to connect with others and find useful information, I need Facebook to offer diverse and active groups focused on various interests, such as gardening and parenting. Currently, these groups seem to disappear without explanation, making it difficult to find and engage with communities relevant to my needs. This lack of group functionality makes Facebook feel outdated and unhelpful. 
"
"Facebook be constantly spying on my google searches, censoring my post, censoring the post I see. They update the app constantly and then my preferences change and I get 30 notifications that arent relevant.",1,"As a Facebook user, I want more control over my privacy settings and data usage so that I can feel confident my online activity isn't being tracked or manipulated. I also want to customize my notification preferences and ensure the content I see is relevant to my interests without feeling censored. Finally, I want fewer disruptive app updates that alter my experience unexpectedly. 
"
"My account just hacked by a unknown user and I tried to proof Im the real user by my passport but you guys said that doesnt help... if a passport cant proof my identity, then what can I do? You want my DNA or something? By the way, theres no customer help number that I could call. Now Facebook became a free information reference for any hackers right now? What a shame....",1,"As a user, I want to be able to securely recover my account when compromised, even if it requires providing proof of identity like a passport. 

I also need access to reliable customer support, such as a phone number, to resolve urgent issues like account hacking.  Without these measures, I feel vulnerable and concerned about the security of my personal information on the platform. 
"
"They will go out of their way to silence anything  to benefit their personal political views, no freedom of speech here better platforms would be Tik tok . . I have had pictures and videos removed for no reason only because I stand in solidarity for human rights in Palestine and the owners of Facebook are 100 is really Zionist that oppose the movement and they will silence anyone who doesnt fit the narrative",2,"As a user who advocates for human rights, I want to be able to freely post pictures and videos expressing my support for Palestinians without fear of censorship, because silencing dissenting voices based on political viewpoints violates my right to free expression. Currently, Facebook removes content related to this topic arbitrarily, suggesting bias against pro-Palestinian views.  I believe other platforms like TikTok offer a more inclusive space for sharing diverse perspectives. 
"
"I can not log in to my account on the app because it claims I have no internet service, which is crap! I can do everything else on my phone! I also can not even access Facebooks page on Safari or Chrome! The pages literally will not open. I did everything suggested, still nothing!",2,"As a user, I want to be able to log into my account on the app and access Facebook's webpage without encountering internet connectivity errors. 

Currently, the app falsely claims I lack internet service despite being able to use other apps and websites. Additionally, Facebook pages fail to load in both Safari and Chrome browsers, even after attempting suggested troubleshooting steps. 
"
"They take no accountability for the real life consequences of their inactions to moderate the content that is posted to the site. App endlessly plays mindless videos to mesmerize you into wasting time on the app. Its worse than watching TV.

FB threw a fit when Apple made changes to iOS that benefit their users privacy. I used to be skeptical of the people who said that Facebook is greedy and super unethical, but its fairly evident now that it may be true.",2,"As a user concerned about online safety and ethical practices, I want [platform name] to take responsibility for moderating harmful content to prevent real-world negative consequences. 

Additionally, I want the app to stop autoplaying videos endlessly as this encourages mindless consumption of time and feels manipulative. I need control over my viewing experience."
"Why is the editing button gone? It's our personal post, taking away to add or delete what we've said should be against your policy. You are making, what was thought a freedom of speech and the want to share with the public andor friends very hard to accept. Give us back the choice to edit our posts!!",2,"As a user who values control over my personal posts, I want to be able to edit or delete my content after posting.

Currently, the removal of the editing button restricts my ability to correct mistakes, update information, or remove content I no longer wish to share. This lack of control feels like a violation of my freedom of expression and makes me less likely to engage with the platform.  
"
I cant post a status or click on anyones profile without it saying error fetching data not only that fb will ban you if you breath the wrong way no freedom of speech what so ever if I could Id give them 5 star rating,2,"As a Facebook user, I want to be able to post statuses and view other users' profiles without encountering ""error fetching data"" messages.  

I also want to express myself freely without fear of being unfairly banned for my opinions. 
"
My instagram has been hacked rather easily. the same account is linked to my facebook but for some reason i cannot unlink the instagram  which i no longer have access to from my facebook account which i do have access to. There are scams all over Facebook  instagram running wild even though with just a bit of tech support all these issues could be solved. How you a billionaire and cant fix minor issues like this?,2,"As a Facebook user, I want to be able to unlink my Instagram account from my Facebook profile so that I can regain control over my social media presence after experiencing an Instagram hack. Currently, I am unable to unlink the compromised Instagram account despite having access to my Facebook account. This functionality is crucial for protecting users from scams and unauthorized access.  


"
"Ive gotten two consecutive 30 day bans over nothing and there is no recourse, no one to go to.  Ive had several friends get their business pages stolen and Facebook does nothing.  But they let scammers sell fraudulent products like million dollar watches for 100 which they never deliver just steal the money.  But god forbid you post anything about politics or COVID19 and theyll be all over you.  Facebook is run by crooks.",2,"As a user concerned about account safety and platform integrity, I want Facebook to provide clear and accessible mechanisms for appealing bans and reporting stolen business pages. This would help ensure fairness and address the issue of scammers selling fraudulent products without consequences while allowing users to freely express themselves on topics like politics and COVID-19. Currently, the lack of recourse and inconsistent enforcement makes me feel unsafe and unheard. 
"
Im not downloading the app. and facebook decided to punish us by refusing to serve users with the same basic features that are apart of the app and desktop sites by removing them when using a mobile phone browser. 0 stars. Do not recommend. Horrible development,2,"As a user who prefers accessing Facebook through a mobile browser, I want to have access to the same basic features available on the app and desktop site so that I don't feel penalized for not downloading the app. Currently, essential functionalities are removed when using a mobile browser, making the experience frustrating and limiting. 


"
"I hate this app. All of the casual advertisements popping up after having a private conversation in person about it is a violation of my privacy. This app also silences conservatives, but has allowed sensually explicit spam videos on private community based pages, even after reporting with video and photo evidence. Pure trash.",1,"As a user concerned about privacy, I want the app to stop showing me advertisements related to my private conversations because it feels like a violation.

Additionally, I want the app to consistently enforce its content policies across all users and communities, removing inappropriate content like sexually explicit spam videos regardless of political affiliation. 
"
"Facebook has a Broken 2 Factor Authentication System. My facebook has two different linked accounts. Unfortunately it doesnt have my mobile number linked so it made it even worse to recover my account. I recently got my i phone 8 replaced because the screen of my older phone broke completely which meant my phone still worked but the screen didnt which gave me no acess to the phone so i had to replace it to another i phone 8. Everything transfered smoothly from one phone to another. Except when i tried to log in it logged me in but facebook didnt recognize the browser of my brand new replacement phone and told me to use the authentication app which i didnt have access to. I have no other known browsers, u tried resetting my password just to be told i need a code from the facebook code generator but youd need access to your facebook account wich i dont have, facebook cant send me an SMS code because my mobile number isnt linked to it, i filled a report and since facebook doesnt have representatives or costumer service i have to wait an eternity. Im disappointed! I cant even log in with my email and i have two if them linked.",2,"As a Facebook user, I want to be able to recover my account using alternative methods when two-factor authentication fails, 

so that I can regain access to my profile even if I don't have the authentication app or access to the phone number linked to my account.

This is important because the current system leaves users vulnerable to being locked out of their accounts indefinitely, with no immediate customer support available.


"
"My account was stolen from me yesterday, where they changed my phone number email and passwords. I never gave them permission to change anything. 

So if you cant get in, there is no way to access the help center. There is no phone number for customer support. 

All because a friends account was hacked? I had very few friends on this platform. Never befriended anyone I did not know. This program is unsafe and terrible. 

Even the police struggle to access them for support. No wonder people die. Shame on Facebook. This day and age, problems like this are unheard of. Worst programs ever.",2,"As a user concerned about account security, I want the ability to recover my account even if unauthorized changes have been made to my contact information.  This is crucial because I was locked out of my account after someone changed my phone number, email address, and password without my permission, preventing me from accessing any support resources. A robust recovery system that doesn't rely solely on the compromised contact information is essential for user safety and trust. 


"
Fakebook is a social platform set up by the see I A designed to track and monitor every thing you have ever posted and store all your information . They are co conspirers in the election fraud and they steal our rights to freedom of speach . They promote violence and lies and they suppress the truth . Fakebook is as fake as Bydon is prez.,2,"As a user concerned about data privacy and freedom of speech, I want Fakebook to be transparent about its data collection practices and allow users to control their own information.

Furthermore, I want Fakebook to:

*  Avoid censoring or suppressing content based on political viewpoints.
* Promote accurate information and combat the spread of misinformation and violence. 


This user story highlights the user's concerns about data privacy, censorship, and the platform's potential role in spreading harmful content. 
"
"My account was hacked by someone who was on my friends list. A gift card was purchased using my account. Messages of fraudulent nature were sent to several friends. On top of this, several accounts in my name were created. And I could not edit or change my data. My name has been used to message me! Facebook. You are on your way out if you cant respond and act on reports that jeopardize my privacy!",2,"As a user, I want to be able to securely manage my account information and privacy settings so that I can prevent unauthorized access and protect myself from malicious activity like account hacking, fraudulent purchases, and impersonation.

Specifically, I need the ability to:

* **Quickly report and resolve security breaches.**
* **Edit and change my personal data.**
* **Control who can send me messages.** 


This will ensure that my account remains safe and that I can trust the platform with my personal information."
"Facebook Policy only works for them in order to get more stronger, I think they should be neutral when it comes to human privacy and share the correct news data not misleading people on what they think right and not.",2,"As a Facebook user concerned about privacy and misinformation, 

I want Facebook to adopt a neutral stance on content moderation and news sharing.

This means prioritizing user privacy and accurately presenting news information without bias or manipulation, so I can trust the platform and make informed decisions. 
"
"My account was hacked and the help support page sent me in loop. Im unable to recover my account and one of my backup emails got spammed by the hacker. 

There is no live supportchat for this issue. Fortunately I had disconnected most of my apps that used Facebook. Unfortunately the hackers have my account some private information and access to my friends that started to receive spam as well.",2,"As a user, I want a reliable way to recover my hacked account because when my account was compromised, I couldn't find a solution through the help support page and ended up losing access. I also need access to live support to address urgent security issues like hacking. 


"
"Somehow this apps advertising just happens to know exactly what Im talking about at all times, this includes live conversations. Ive talked about taking trips somewhere without ever inputting anything into my phone and VOILA! An advertisement about going to Hawaii after TALKING about it.",1,"As a user concerned about privacy, I want the app's advertising system to stop listening to my conversations and using that data for targeted ads. I feel uncomfortable knowing the app can track and exploit my private discussions, even when I haven't provided any input related to travel destinations. This invasion of privacy makes me hesitant to continue using the app. 


"
All the updates that you say to make the app better its a lie you take more control put more ads in and take more of my privacy away! It scares me when a friend post something and when I go to read it a popup comes up from what they posted using my name that the southern party should not know and asking me to join,2,"As a user concerned about privacy, I want the app to stop displaying intrusive pop-ups that use my name and personal information without my consent, especially those promoting groups or affiliations based on my friends' activities. This feels like a violation of my privacy and makes me uncomfortable using the platform. 


"
"If I could rate 000, I would, FakeBook! FB has become a part of the swamp! You have suppressed our freedom of speech by fact checking every data posted that does not agree with your personal political select! You have censored everyone that does not agree with your political agenda! Joe Biden is not the president elect according to the US constitution which you have failed to acknowledge. Yall dont get to appoint a president elect! The electoral college system does! BTW, President Trump is still the sitting president!",2,"As a user concerned about freedom of speech, I want FakeBook to stop fact-checking and censoring posts that don't align with its political stance.  I believe all viewpoints should be allowed on the platform, regardless of political affiliation. 

Furthermore, I want FakeBook to acknowledge the US Constitution and the Electoral College system in determining the President-elect, rather than making its own pronouncements. 
"
"My Facebook account has been hacked and I have tried EVERYTHING in my power to contact support to get it back up and working for ME! Ive emailed multiple people. Tried to call some numbers I found, did the Facebook.comhacked and it just keeps putting me in circles. 
I have very important information on my Facebook for my business account and I cant even get into anything anymore.

I have tried to send in a form of ID and once I did they were able to update my account to the correct email but they stupidly forgot to take the hacked email off and didnt make mine the primary email so the hacker kept getting the password reset emails and kept just changing the passwords because I would even get any emails to do so..

Facebook support is trash! 

If you ever have any issue they will NOT HELP YOU! 
And now that All the Business information I have is out there thanks to Facebook not being secure enough or help at all , I lost everything. And I am STILL trying to get it back.. so if Facebook support sees this.. I really would appreciate it if you would help me for once! 

Thanks!",2,"As a business owner reliant on my Facebook account, I need a reliable and responsive support system to recover my hacked account.

Currently, the existing support channels are ineffective, leading me in circles and failing to resolve critical issues like removing unauthorized email addresses and resetting passwords. This lack of support has resulted in the loss of valuable business information and significant disruption to my operations. 
"
DEACTIVATED MY ACCOUNT ALMOST A DECADE AGO TO FIND SOME ONE HAS HACKED AND RESTARTED IT USING MY POHOTOS AND NAME TO FORWARD THEIR AGENDA AND FACEBOOK REFUSES TO HELP!!!! DO NOT DOWNLOAD IT COULD RUIN YOUR LIFE!!!!! FACEBOOK IS A SCAM!!!  RUN!!!!,2,"As a concerned user, I want Facebook to implement stronger security measures to prevent unauthorized account reactivation and impersonation because my deactivated account was hacked and used for malicious purposes without any support from Facebook. This experience has made me lose trust in the platform and fear potential repercussions for my reputation and personal life. 


"
"The title summarises the feel of been subject to an arbitrary system, dystopic while inefficient, including continuous breaks of personal privacy. All by Facebook. Really takes a lot of work to become this bad, and it should not be allowed to operate in the public realm as a company. Apple should reconsider allowing this app in their system.",2,"As a user concerned about privacy, I want Facebook to stop collecting and using my personal data in an arbitrary and invasive manner because it feels dystopian and violates my trust. This includes addressing continuous breaks in privacy and ensuring transparency about how my data is used.  I believe apps like Facebook should be held accountable for respecting user privacy and Apple should reconsider its presence on their platform. 
"
"If you want your privacy invaded in every possible way, download this app. They asked for my drivers license, and blatantly stated in the app stores description that theyll have access to EVERYTHING in your media devices database. 

Beware!!!!",2,"As a user concerned about data privacy, I want the app to clearly explain what data it accesses and why, and avoid requesting sensitive information like driver's licenses unless absolutely necessary for core functionality. I also want assurance that my media files will not be accessed without explicit consent.  The current app description raises serious concerns about invasive data practices. 
"
"Facebook is no longer safe in any way! Dont put up pictures because they are now property of Facebook and you no longer have rights even a picture of your own child. 
Any information is sold about you to whoever wants to pay or it. 
COMPLETE SECURITY BREACH!!!",2,"As a concerned user, I want to control the ownership and usage rights of my photos uploaded to the platform so that I can share images of my family without fear of them becoming Facebook's property.  

Furthermore, I need assurance that my personal information is not being sold to third parties for profit, as this violates my trust and privacy. 
"
Sick of their lies and hiding information that the users deserve to know. They have been stealing and using our information for years IMO illegally and I have finally had enough and deleted their app. They have zero right to hush one side of any information unless it is truly dangerous to another person like a threat. Unbelievable. Its time they are shut down! Life is a lot less stressful without this fake site playing the man above.,2,"As a user concerned about transparency, I want access to complete and unbiased information on the platform, including opposing viewpoints.

Currently, the platform suppresses certain perspectives, which feels deceptive and violates user trust.  I believe users deserve full disclosure and the ability to form their own opinions based on all available information. 


"
"Used Facebook for over 12 years and was using it as a mom to keep up with friends and share memories. Then, someone hacked my account at 2am so I wasnt able to respond to the emails about the changes to my account. They changed the email to the account and the password. Facebook has no help chat or a person you can talk to about your account  you are all on your own. So now some horrible hacker has access to pictures and videos of my kids. 
I know the owner of Meta has children, he should be deeply ashamed of his app, its security measures, and its nonexistent help for its users.",2,"As a concerned mother who uses Facebook to share memories with friends and family, I want to be able to easily contact customer support when my account is compromised so that I can regain access to my private photos and videos of my children. Currently, the lack of any human support options leaves me feeling helpless and vulnerable after experiencing an account hack in the middle of the night. 
"
"Whats the point of FB now? 

To track everything you do. Read their AUP and Privacy settings. If you even have this app on an iPhone it tracks and records you using your phone camera even when the app isnt open. 

I kept using the app until the censorship kicked in. This is an evil company. They hide truth but they will be exposed, Light always wins.",2,"As a user concerned about privacy and freedom of expression, I want Facebook to respect my privacy by not tracking my activity outside of the app and to allow diverse viewpoints on its platform so I can connect with others freely.

Currently, I feel Facebook invades my privacy by recording camera usage even when the app is closed and censors content, hindering open discussion and trust in the platform. 
"
"Overly fast gifs, limited access to privacy settings unless you go on the browser, constant badgering to update personal information, offensive and unvetted sponsored ads, and no ability to troubleshoot technical problems with an actual human.",2,"As a user, I want the ability to control the playback speed of GIFs and access comprehensive privacy settings within the platform itself. 

I also need the option to opt out of constant requests to update personal information and see only vetted and appropriate sponsored ads. Finally, I require access to human support for troubleshooting technical issues. 
"
My account was hacked and I have and my fiends have tried to contact Facebook to fix and resolved the issue. The sad part is they are using my name and h information saying that I am selling dogs and they are taking innocent peoples money. This is just heart breaking and sad. No one has contacted me as I keep sending emails to the security team. I have had this account for so long I didnt ever think I could or would go through something like this. Just a shame,2,"As a Facebook user with a hacked account, I need a responsive way to report unauthorized activity and regain control of my profile.

This is because scammers are using my identity to sell dogs fraudulently, potentially harming innocent people. 
I have been unable to resolve the issue despite contacting Facebook's security team through email.  
"
Your censorship on people and posts that are giving information about vaccines andor is rather disappointing. People can choose for themselves to read or move along. You should not be censoring peoples personal stories on the information being shared.,2,"As a user seeking health information, I want access to a variety of perspectives on vaccines, including personal stories, so that I can make informed decisions about my health based on all available information.  Currently, censorship of posts related to vaccines limits my ability to gather comprehensive information and make choices aligned with my values. 
"
