review_content,final_label
"Used Facebook for over 12 years and was using it as a mom to keep up with friends and share memories. Then, someone hacked my account at 2am so I wasnt able to respond to the emails about the changes to my account. They changed the email to the account and the password. Facebook has no help chat or a person you can talk to about your account  you are all on your own. So now some horrible hacker has access to pictures and videos of my kids. 
I know the owner of Meta has children, he should be deeply ashamed of his app, its security measures, and its nonexistent help for its users.",2
"Whats the point of FB now? 

To track everything you do. Read their AUP and Privacy settings. If you even have this app on an iPhone it tracks and records you using your phone camera even when the app isnt open. 

I kept using the app until the censorship kicked in. This is an evil company. They hide truth but they will be exposed, Light always wins.",2
"Overly fast gifs, limited access to privacy settings unless you go on the browser, constant badgering to update personal information, offensive and unvetted sponsored ads, and no ability to troubleshoot technical problems with an actual human.",2
My account was hacked and I have and my fiends have tried to contact Facebook to fix and resolved the issue. The sad part is they are using my name and h information saying that I am selling dogs and they are taking innocent peoples money. This is just heart breaking and sad. No one has contacted me as I keep sending emails to the security team. I have had this account for so long I didnt ever think I could or would go through something like this. Just a shame,2
Your censorship on people and posts that are giving information about vaccines andor is rather disappointing. People can choose for themselves to read or move along. You should not be censoring peoples personal stories on the information being shared.,2
For the past three days I cant access any of my seller information or sales or shipping orders or anything on the Facebook app the only way I can use marketplace is on a browser  I use marketplace more than I do Facebook !?!!,2
"Facebook is nothing but a communists tool used to control information. Banning people, making things like female roommate preferred illegal to use, choosing what and what not to ban or promote. Zuckerberg is an evil person. Facebook tracks your every move! You have no privacy, and they sell the data they collect on you to control you some more.",2
"Private companies are not exempt from the Constitution! The first amendment states Congress shall make no law abridging it so how does you suppose you can sensor information you don39t like?
I have deleted this spy app and am never to reuse it!
I will dance the day your offices close",2
Why does Facebook requestrequire a government ID?  And in the fine print suggest they share info for up to 30 days with trusted partners.  I deleted my data and this app 5 years ago and returned only for the marketplace.  So much for that!,2
"The platform now is not allowing me to update my profile picture from the ones I already have.   

Know what you are getting into, no personal info to be input, FB will sell it. Robotic censorship for the little guy, yet allows gross misinformation for the ones who pay.",2
"Whatever theyve done has totally messed up ability to easily update Pages other than my Personal page.  This means I cant help with my volunteer jobs, as before.  Very sad to see something Launched without first TESTING it.  One day, things work easily next day were told account is disabled.",2
"The FBMeta platform doesnt create goodwill towards the community.  Instead, privacy breakdowns and lack of transparency to its valued assets, people, are not followed.  This issue is across their entire product line.  They havent proven themselves as trustworthy and dont make themselves accountable internally.",2
"I was hacked, FB app ask me to change my password, which I did. Then it said I wasnt old enough to have a Facebook, Ive had my acct longer than the minimum age. Two days later I get an email requesting my age verification documents, which I sent. Been more than 4 months, still no access! Cant contact them in anyway, horrible customer service!",2
My account was hacked and there is literally ZERO way of contacting Facebook about all of my information being taken etc. its been several days now and nothing. I even tried to make a new account and I cant even do that. I get an error message every single time.,2
"Facebook is becoming granny app type of thing, if I can give zero, I would. Their privacy setting is horrible and they try to keep it alive by trying to connect it to other apps. Facebook as a company will be on the decline, sooner that Later no morals or principals. Hope Apple will be ready to fill the void.",1
"Facebook is terrible. Fact checkers fact check everything, even if its a video and they do say whatever the fact checkers say they are not doing. Censorship is terrible. And the privacy settings are dangerous.",2
All the updates that you say to make the app better its a lie you take more control put more ads in and take more of my privacy away! It scares me when a friend post something and when I go to read it a popup comes up from what they posted using my name that the southern party should not know and asking me to join! Did it weeks ago its review and its still happening liar liar pants on fire and theyre getting away with it,2
"they keep deleting my review because it calls them out on their bigotry. how dare i tell the truth, right? facebook has an option to report hate speech but ALL reported hate speech doesnt go against their community standards. they also do nothing about spam and do NOT protect your privacy. 

facebook, ill leave this TRUTHFUL review as often as i need to. stop trying to save face. theres a reason you went from 4.5 stars to 2.2 stars in just a month.",2
"Ever wondered how advertisers know what youre thinking about? Well, thats because they actively listen to you. Yep. You read that right. The microphone access you give both of these companies work seamlessly together to piece a profile catered specifically to your preferences. They analyze what you say and then pump that into your feed. Its sick. Targeted advertising shouldnt be a clause in some vague terms amp conditions nobody ever reads. On top of that they censor everything and anything that challenges their constituents over at Washington. Im serious, this platform has been compromised for a while. I dont use Facebook at all except for when I need to call someone. Everything else will just dumb you down, like its already been proven to do so.",2
"Facebook app is completely invasive to your personalprivate life. You are better off logging on through your web browser. The app is like giving up all privacy and Mark Zuckerburg is a liar, thief and crook.",2
Facebook is starting to get flooded with scammers. At least 10 of my friends were scammed. Then the scammers with the persons page to scam someone else for money. Meaning if you had a personal convo with your friend the scammer has access to everything you said.,2
Found spyware Im pretty familiar with hacking .. its Chinese and its in everybodys Facebook .. was curious if I was the only one so I hacked multiple accounts .. Facebook is allowing China to access every Americans information even if Facebook app is uninstalled the spyware remains on your device .. just a warning before I expose Zuckerberg,2
I dont like the censoring they impose. I dont like the updates that deviously steal personal data to pad their profits. I also dont like how theyve turned their facial recognitiontagging into something to be used against us.,2
"Interesting how even after doing everything in the Facebook settings to eliminate sponsored posts, I start seeing ads on the app within hours of using a navigation app, opening a YouTube link from Facebook, or even just searching for a place on Google and just putting in a general area instead of allowing it to use my location. The ask app not to track pop up is purely cosmetic and the fact that it does it anyway is clearly a violation of Apples terms.",2
"I recently took a trip to Europe and made about 4 posts and 1 live video. Days later all of the sudden my posts were deleted even on some that people are tagged in. The photos are shown in my photos but my posts were deleted from my profile page. However, you can see the posts in the profile of the people who were tagged except my profile. I get notifications of comments and likes of the posts I just cant see it if I click on the post notification. I have to goto the people who were tagged in order for me to see my own post! The live video remained on my profile page. This is a personal account by the way.",1
"Ive had no access through the app for months now, Ive re set my password, I cant go on messenger or anything  guys please . Help .. I just want to send funny stuff to my old grandpa who refuses to use her phone number, Im tired of endlessly fighting against this loop of errors",1
"Im always reporting scammers, accounts with nudity pics, fake accounts and false information. You fools never take down the accounts or limit the accounts for going against community standards. If I post a screenshot of the accounts with nudity informing my friends of the scammer page my shi is the one to go against community standards. One day you all will be YouTube pop pop with the Glock Glock.

I removed the app and I am not getting back on data abuse book.",2
"Facebook is actively suppressing points of view they do not agree with or that dont meet there agenda which is a direct violation of the 1st amendment.  They also make billions selling your personal data, while they actively indoctrinate you.  This app is the cause of a lot of the worlds issues.  Why do people who helped create it not use it and forbid their children from doing the same.",1
"Fakebook is SO CORRUPT, they REFUSE TO DO THE SLIGHTEST THING TO HELP THEIR CUSTOMERS.

That GRIFTER, ZUCKERBERG, didnt even INVENT Facebook!
DARPA DID it as LIFELOG.
Its a U.S. Government PsyOp to gather and collate YOUR PERSONAL AND PRIVATE DATA.

I KNOW ITS YUGE, BUT USE IT AT YOUR PERIL!",2
"This used to be a platform to connect and share but it is clear now that the algorithm is also disruptive with constant unnecessary ads and invasion of privacy. The censorship is dystopian in every sense now so what is the point of sharing even factual information from a credible source?  I wouldnt even rate this a one star, its just that bad.",2
"Useless app! Got tired of censorship, fake news and self appointed fact checkers that make sure lies and deep state agenda rein. So I decided to down load all of MY data and go through their throughly numerous steps to completely delete my account. Done!... not so fast, my wife on FB tells me Im still on there, active months later. Facebook is using my identity. Run away from this app, it is pure evil.",1
"Ive been on FB ever since it was released I love the new features theyve added over the years, not a fan of them selling peoples data amp information.... but now some features on the iPhone app dont work anymore...marketplace doesnt work, it just shows a blank screen. Then when you message someone from marketplace, your chats dont show up in messenger....its really annoying. You have to find the market place post then click See conversation. Thats the only way you can see the chats",2
"Blatantly tries to steal your user data to seek for a profit. Im not saying other websites dont do the same, but Facebook goes farther and acts more entitled than any other groupcompany I can think of.",2
"im a new upcoming artist and i posted one of my songs on facebook and i tagged like 30 people in it.  Facebook decided that im not me and someones using my account, so they locked it. i couldnt log myself back in cause i no longer have access to that number. when i. clicked on try another way, the only way is by number. no email. nothing. i tried all night. still cant get in it.",1
"From selling our info, to tricking us, lying to us, and manipulating what we see and say, Facebook has done nothing to protect their customers.  The platform is a joke.  Remember the commercials they made apologizing to us after they made billions off our data??? Facebook will get what it deserves one day.",2
"Obviously it goes without saying the sketchyness of this company in my opinion, most notably the censoring and biasing of information. My stories would get flagged all the time because it didnt agree with them haha. Wouldnt recommend or use this app or any of its products at all.",2
"Besides the annoying repetitive ads, major major major privacy invasion! Why would you want Fb to see your offline activity? Sounds psychotic to me! They can see everything outside the usage of app such as all private conversations, calls, bank apps, etc. It is a NO for me, mind boggling to say the least.",2
"Anyone who thinks that FB is our public square is sadly mistaken. FB is boosting and deboosting content based on an agenda  theyre just using us. Delete the app and stop letting them make themselves rich off of harvested data!!! Enter via a browser, with FB blockers if you must",2
"The app is trash. Not only is it violently unstable, riddled with bugs, and dark mode still broken after weeks, it gargles resources for lunch and chugs battery life.

Oh and it gives Facebook yet another way to invasively track you, creeping into your phones permissions and invasively gathering website data even when you dont use the app. Turning off this setting requires around nine clicks, I counted. And you have to reset turning off that setting after a major app update or it just turns itself back on.

And Facebook is one of the worst companies in the world. Humanity is their commodity and they buy and sell your online identity. Delete the app and delete your account.",2
I have been a facebook customer for several years and recently had my account hacked. I have reached out so many times to have this corrected without result. I have decided that it is a poor application especially given that they can take your information and do whatever they want with it!,2
"you are no longer able to restrict profiles eventhough the option is there if you jump through enough hoops, BUT you get an error when you try to add someone to the list. It used to be simply on the persons profile just as ""remove friend"" is. Next we will be unable to remove friends and unable to delete accounts with error messages for each. Just a shame Going back to MYSPACE!!!",1
"My account was hacked and the support line was absolutely no help whatsoever. I was accused of posting something against their standards of child sexual exploitation and unable to get access back to my account. Lost over 10 years of photos and memories. To top it off, I created a new Facebook and after 1 day theyve prohibited me from liking, commenting, or posting.",2
From their censorship to their use of your private information Facebook is an echo chamber of whatever they want you to hear. Repeatedly blocking and censoring anything that doesnt fit their agenda. What a joke! byefacebook,2
Its been 2 weeks and I am STILL not getting notifications when someone posts on my personal posts. I am also not getting notifications from my business page now either until I actually switch over. Garbage app. Please fix!!,2
"They havent changed much when it comes to privacy, anyone can still share your pics. They dont prevent online bullying. They let people manage local groups that dont even live in the target area. There is no customer support so dont bother trying to reach out to anyone because there is no one to reach out to. I tried to think of something positive I could say about Facebook but nothing comes to mind its just a waste of time. And I also believe that Facebook starts conflicts because they think your value is based on how many likes you get in life just to make you feel inadequate. I cant tell you how many times Ive deleted this stupid app thinking itd be different or better in some way after two years but nope Facebook still does one thing thats consistent, disappoint.",1
Someone hacked my account and changed all of the log in criteria. When I followed facebooks recovery steps which included submitting a copy of my photo ID I was told they still couldnt verify my identity so my account was basically just gone forever.,2
"I reported that my account was hacked no one helped. Might as well shutdown Facebook for not helping people like me with our accounts that are being hacked. And people using our photos on other accounts, and using our personal info. even when our pages are on private. ",2
"Looks like the app doesnt recognize my current password when Im prompted to login again to access my account info.  And Im hesitant to logout of the app completely and back in again to try to reset this for fear Ill be locked out of the app until this bug is fixed!

FYI, I did change my password via the website a few months ago, so the app may be recognizing the old password.",2
"I have had this facebook account for 14 years with loads of memories on it. I have been hacked for the last 3 months and the person changed the email address, and added a code generator so that I would not be able to get access to it. I have submitted my ID 4 times with no success, and have tried to submit and report the issue, but every time it just tells me that it could not process my request. Facebook should have somewhere we can actually communicate with humans so this wouldnt be an issue. Wish I had access to all my memories.",2
Facebook is abusing its platform to silence and censor voices. Its unbelievable! Mark needs to go back to start and stop using his platform for his political agendas. Also protect peoples privacy instead of abusing it without their permissions.,2
For the second time as a member of Facebook my Facebook account had been hacked!!!! I have received Facebook messages from over 40 friends about the hack but I am unable to see what the hack says.  I am one of the moderators for a Facebook Page entitled Huntsville Standard Poodles and cannot even access that site!!!,2
Fact checkers are not real.  They are lying and covering up actual information.   Just because the news doesnt say its true doesnt mean its not true.  Facebook is a joke.  They spy on us and lie.  Delete this communistic loving crap app now!  Down with the fb!!!  Hello FBI,2
My account got hacked and it is so hard to contact someone from a tech support to help in anyway. I cant get my account back now because someone changed all of my information. I cant even redownload the Facebook app.,2
I now have to completely delete the app when logging out. It will not disconnect. Ever. The circular symbol keeps spinning. It will not let me disconnect. I believe it is either uploading or downloading data. I do not have trust. I simply delete the app every single time I use it. Then download the app again. And it is disconnected and opens fine but again I have to delete and redownload. This is very annoying and tedious.,2
As Facebook is phasing out human support and replacing them with bots this app basically harvests your info and sells it while restricting your account for posting Stewie Griffin memes. F   Dont even buy their metaverse crap gear. Terrible.,1
"Social media platforms, like Facebook, are poison to your mind. They sell your data and are building a digital profile of you, all the things you like, dislike, hope or wish for, and fear is in your digital profile. Not to mention this platform is designed to be addicting so that you keep coming back... Think about the last time that you opened Facebook. Did you make the conscious choice to do it, or are you just doing it by habit? Get off of Facebook and start living your life again.
1 year clean off of Facebook ",2
"The scrolling feature is acting really off the past couple of days. I even deleted the app and redownloaded it. I have the most up to date iOS. It scrolls whacky like you are being remotely hacked. The app isnt acting right. The FB app behaves like right as your phone dies things start acting delayed and reallllly slow or superrrrr sped up. . . That is how the scrolling feature is acting on the FB app, and nothing else on my phone behaves this way. It is just the FB app when you scroll in your news feed. 

FIX THIS!",2
Facebook generates its incomprehensibly massive revenue off of the account holders. The account holders own the personal data within the account. Common decency in business practice would uphold the priority of a strong symbiosis between the two. This is not the operating practice of this company. Unethical business practice is the dismal reality the account holders are left to face. And share holders are likely not far behind.,2
"Ive been getting error fetching data errors every 20 seconds. I cant even use the app anymore. Ive tried all trouble shooting options. My last profile was hacked and no one responded to my emails about it, so I assume Ill have to make another profile again if this error doesnt stop on its own.",1
"Facebook used to be cool then it went to trash as everyone realized its gov started and owned,then it helped the horrible outcome of our elections, and overall we all need to hop off it and goto FreeTalk45 for less policing and freedom to say what you want on your stuff. No biometric data needed. You shouldnt have to add personal Information to an app just to use it.",2
"Im tired of being harassed, silenced, put in timeout for having an opinion. Im tired of not being able to love my country, President. God. Im embarrassed Facebook is even part of America! Not to mention they stalk you, listen in on your phone when you arent even using the app. Last night my roommate asked me where I got my runner rug, never did I search runner rugs, but yet the next morning Facebook is sending me runner rug ads! Facebook is a HUGE INVASION OF PRIVACY",2
"Facebook uses their power to censor posts and hide commentsposts related to topics aka PALESTINE that go against their prozionist, terrorist loving narratives. They willingly hide our posts, prevent us from sharing, and will go so far to delete postsstoriescomments and blame it on a bug. The Zionism shows. The racism shows. The prochildren murder lovers shows. The antisemitism shows. Dont use this app. Youll be happier without it. 

Respect for Apple for shutting down your money hungry privacy stealing scam.",1
My Facebook has been repeatedly hacked these past few weeks. Im convinced FB has something to do with it. Only way theyre allowing me to unlock my account is to send a full photo of my Government issued ID. Ughh no! Fb doesnt need my physical address and other info thats on my drivers license. What happened to email and text confirmations?? Out the door,2
"Their updates have made it awkward to use. If you want to respond to a comment, you have to go out of the way to do so. The algorithm is poorly managed, theyll penalize you claiming it goes against their Community Standards when in reality, youve done nothing wrong. You cant get ahold of anyone to report any issues with the platform. It obviously politically motivated and biased, not too mention they wont stop bothering you about their personal agendas such as vaccination information that doesnt provide information at all. I wont recommend this app to anyone.",2
FB will do anything they can to get all information on you and sell it. They make it impossibly difficult and confusing to change your privacy settings. Its laid out that way so most people especially the older crowd cant figure out. Much better social media apps out there. Use something else! FB is dead!!,2
"My phone contact list was stolen without my approval !!! 
My friend whos on my contact list bought a product and i was advertised the same product on the next day! Hows that possible if i never searched for such a product and my friend doesnt have a Facebook account! And I didnt even open my Facebook account or messenger for months!! Facebook is the only social app i have on my phone. 
and this happened many times. even my phone   number was shared without permission with advertisers who called me. 
I fear this app is a spying tool on peoples privacy. 
Do Not Install this App.",2
It has become increasingly obvious that it is virtually impossible to use the FB app and not have them tracking everything you do even when the app isnt open and youre signed out. There is little doubt in my mind the CIA is directly involved with Zuckerberg and Facebook and it was developed specifically as a tool to track people and collect data.,2
"I dont like that Facebook collects our data and personalizes ads because it makes me look at more things to buy. Can we turn that feature off? I feel like its invasive. Also, there should be a way that we can pin important messages in groupchats on fb messenger.",2
"Lots of crashes being reported, never got an respond back, and crushes still there. Lot of fake accounts sending spam, and none of them was deleted after reports. Always answer its not harmful. Yes, if someone follow their link and loose money and personal information, its not harmful for Facebook but their standards do not care about you. 
Last one I was banned about Kyle and court ruled that he did nothing wrong. But Facebook thinks different way, court no matter to Facebook representatives, they strike you for 7 days if you support different option than Facebook",1
"Facebook used to be about community and sharing. All it is now is a glorified data miner for your data and they are making billions off of you. You give them your soul and they give your soul to others. 

Its become nothing more than mindless tv with advertisements everywhere. All eyes are on you and ears and location and likes and dislikes, etc. 

Facebook needs to be illegal. Its practices are.",2
My profile was hacked about a month ago. My email and password were changed so I wasnt able to get back into it. I was notified by email that this happened and followed a link to prove my identity. I submitted my personal information to this link and waited for them to confirm. After 48 hours they confirmed my ID and sent me a new password and a link to follow. It did not work. I emailed Facebook security to tell them it wasnt working and have not received a response in a very long time. I have contacted them now 3 times by email. I still have not received a response. I wish there was a phone number I could call to expedite this process. I am extremely dissatisfied with their service. If I could give a rating of zero I would.,2
"Listen, I know we all know about cookies and how the entire Internet is selling our information for profit all the time, but Facebook is the worst for it. Im pretty sure Facebook is even the CAUSE of it. You have ZERO privacy on facebook, its disgusting. Also racist censorship. Ugly app, ugly human who made the app hes probably a lizard. Do yourself a favor and just get off Facebook.",2
"Facebook has become the network of choice for the Democratic Socialist Party. They push an agenda of misinformation and only allow for just one side of a conversation. That one side is that of the Democratic Socialist Party. If the view is not in their, Facebook, best interest then they, Facebook, will censor those views. Facebook doesnt allow for a fair and equitable distribution of information so its members can make an informed decision on their own. If I couldve given a lower rating than 1 star I would have! So if you wish to have every post censored and even have ALL OF YOUR PRIVATE MESSAGES READ AND CENSORED. Then by all means download this tracking app and have your life made public! If you like being able to separate your public from private life get MeWe and Parlor apps!",1
Facebook turns people into products. They manipulate algorithms to spoon feed certain ideologies and to suppress others. All while making BILLIONS as they collect and sell every bit of personal information you provide. Youre literally just a human battery in the Matrix when you use Facebook. And free speech on the platform is highly suppressed. Theyre too busy catering to their woke agenda. Dont expect their alleged community standards team to be anything close to reasonable if youre not a full blown anarchy loving communist who hates America. It should be renamed community DOUBLE standards team. Youre better off deleting the app and watching how much better life can be when you dont have a 247 megaphone of actual disinformation doing everything that it can to control your perception of reality. Good luck and God bless. May the awakening continue...,2
"The weak security allowed my account to be hacked. The Facebook folks that dont exist locked down my account and probably will elimininate by the account, just that there is no one to talk to they make no investigation and I end up loosing all my pictures, friends and memories saved there. They should have costumer service for more than d charge money to their customers. 

Not sure it is worth it to even download it",2
"I wouldnt want my information been sold and also Facebook doesnt check for fact checkers wether they are capable of judging without a biases. Its like 1 person researching all this information about everything which is too much for one person to handle.
I also think that suppression of information is and has been enforced which in itself is a violation of freedom speech.",1
"1. Zero privacy they monitor your camera, microphone, your browser, and all your apps!!! AND sell it!!! Talk about invasion of privacy. 
2. SO many ads every other post from my friends is an ad. I deleted my account. Waste of time.
3. Dating is literally THE WORST, zero filters!!!!! Scrolling through. Every. Single. Scrap. In. A. 100mile. Radius.
Did I say every single one??? No joke. Waste of time.",2
"Not only has face book deleted several accounts Ive made because one of my old accounts got HACKED, it took months for me just to make a new one and I couldnt even put my full name or it would be deleted 24 hours later also now that I do have Facebook again after a couple weeks of having it, it wont let me post or even look at other peoples pictures without saying it cant fetch the data when I know its not WiFi or service it still will not let me post and its been several weeks, also why is Facebook so hard to get ahold of I still cant get a response! So this is my last attempt",2
You app is really lousy I have been hacked and to no avail they stole all my info and photos cant even sign all they got all my passwords and screen names now I am blocked your help services are really bad too they are no help whatsoever. Please help !!!!!!!!!,2
Up until yesterday I was always able to edit posts I made on personal pages from my phone on the FB app.  Today cannot. I can only edit posts if I use the desktop version on my cell phone browser or from the computer. Using the FB app I cannot edit anything. In fact when you click those 3 buttons in top right even what you see if different. What the heck Facebook?  I even reported issue.,2
"I was hacked back in April, and lost 10 years of memories and pictures and everything and tried so hard to get back into my account and its impossible to communicate with anybody from Facebook. It pretty much runs itself. Mark is a genius. But now Im trying to reset up accounts and I cant remember the password and when it says try another way its still asks for your password. Now I just want to set up a whole new account but Im debating as to whether or not I should even bother. What a pain in the butt and I could see that from the reviews theres a lot of other people that dont like Facebook either.",2
For some time Facebook fact check had been branding various posts as misleading info such as screen shots from CDC website or WHO directly. When pushed to remove or explain why the complaint gets no response and to date fake check still blurts post,2
On a pretty large but still limited data plan and havent hit the cap almost ever. Get a warning that Im close so I check whats going on. I see within the last 25 days FB has used 6G of data. Im thinking the reels feature they just added is preloading videos.,2
All day it has been saying no internet connection and not posting on my story and not loading my timeline like Facebook has just completely crashed. So I uninstalled the app and reinstalled it and still saying no internet connection but Im on WiFi also tried on my cellular data and I can not log back in. This needs to be fixed ASAP!,1
Facebook please help me login to my Facebook account someone hacked my Facebook account and I really need your help please I have personal information there that is really personal  please can you fix it,2
I know it was my fault but I wasnt thinking ! Its so easy for someone to scam you and then try and scam your family and friends ! Facebook doesnt care either unless you buy an oculus ! I cant get back into my Facebook and my friends are saying this person that took over my Facebook is begging for money. Facebook is horrible ! They collect your data and dont care about you .,2
"Facebook deleted an account that was hacked that I owned for 15 years. Multiple attempts to deactivate have left with nothing because there is NOTHING you can do. And since you are not paying for the app they dont care. Everyone who has ever used this app knows that they make money off of you one way or another. But for me, 15 years of memories, 2 biz pages and an IG account hacked and gone no content I ever posted is in any group or community. Its theft of ideas, memories relationships because they choose not to help. Then they blame the lack of customer service in covid. It is sad how intertwined we have become with this format and yet they have no responsibility in what they have created.",1
"This app or better, this company more and more wants to spy on us, last to have access to our documents. Pat in the end to sell them, more and more they want to control their clients according to how they want to protect our information, everything is a lie.",2
Facebook is silencing people and deleting their post. Their loyalty was never to their customers. The privacy is something to be concerned with. As well as if you would like to write and spread awareness about a humanitarian issue think agian before using Facebook. Because theyll delete your posts if the government told them to.,2
Facebook blocked me from marketing my legal businesses. They have censored free speech. They violate your privacy and sell your data . Some even say it's a CIA operative. Huge data collection facilities in Utah,2
In the last 6 months Facebook business page has become a big hassle. I cant toggle back and forth from my personal page easily.  Every function has become difficult to use. Please make it user friendly again.,2
"This app is useless and I havent used it in ages, Im scared of posting anything due to censorship, getting my information stolen, and getting banned for being myself. Ive honestly given up on social media because of all the censorship now a days",1
I really wish family was not on this app so I could get rid of it. The fact that my oculus needs a profile to be used is  stupid. The day Valve releases a standalone VR headset Im jumping ship. Start giving a  about your community and our privacy. Try not to be so evil. We are people.,1
This app is awful but thats besides the point. Your information is being sold to the highest bidder and then used against you. Will never use Facebook again. What they are doing amp getting away with is criminal. Delete your accounts unless you want your private info sold to 3rd partys. Bye yuckaburgh ,1
Facebook openly and illegally censors posts about human rights violations by the terrorist state which calls itself Israel while simultaneously stealing personal data and information from its users to sell that information at a profit.,2
Freedom is not just an idea. This app was supposed to be our town square. It has become something evil and ugly where the truth is hidden and lies are promoted. Its used to track and advertise and truck people into making decisions based on false information. The world is better without it.,2
Read all the privacy and agreements hidden ones too and they steal all your info and sell it. The make it extremely difficult for someone to research what they do with your info. They steal info including stores you visit from your location so they can target ads and so much more let alone the political silencing on both sides. Dont recommend getting this toxic app.,2
Havent logged on in at least a month. One day the app decided it needed to verify my identity. But when I type in my password it asks me to generate my own code somehow. From what the internet says I need access to the account to use its code generator why it doesnt send a code to my phone to verify is something I dont understand. Greatest thing about Facebook is the complete lack of support. Sell our data all day and night cant even get support for more complex issues it just really shows how much the company DOES NOT CARE.,1
I would be having a conversation about something and minutes later theres an add about it on my news feed. How can this be legal for them to creep on your conversations??? Its so intrusive. Also why am I not allowed to remove my last name on there? What if Im Concerned about my privacy? You have little to no control what you can do on fb. Why does the cover photo have to be made public so your stalkers can see whos liking your photo? I will be deleting this ASAP and sticking with FaceTime if I want to stay in touch with family. And as much as money fb is making off their ads Im surprised that its dang near impossible to get a hold of an actual live person to resolve an issue. In fact its impossible. What a joke.,2
Very frustrating. Facebook used to be a place to stay connected with old friendsdistant family etc. now its just adds and poorly managed accounts. Theres no real way to filter out hateful content or other that you dislike. Messenger is a separate app. Everything requires your personal information so it can track you and try to sell you more garbage. Horrible experience.,2
Gathering info on its client base and selling this information to the highest bidder is an evil practice. Facebook is a company that takes advantage of its users and attempts to manipulate public opinion and police thought. Screw these guys,2
"I hate Facebook. I used to love this platform. Im deleting my account that Ive had for over a decade. Id rather lose touch with people than give Facebook and more minute of my time, or allowing them to make another dollar off of my personal data. 

Mark Zuckerberg and his company have ruined the world. I hope they get whats coming to them because this whistleblower is right. FB is pissing people off on purpose to keep them scrolling. Shame!",2
"they force you to watch shorts reels and many ads 
you can have personal problems because you cannot remove this videos from appearing on the app fix this we need to choose what features we want and which we dont",2
Zuckerberg is a sellout impeding our right to free speech to match their agenda. I only use because friends and family use. Seek a better platform this one is a privacy mining political agenda serving trash can.,1
I would really love a Facebook will update their app for the iPad so that I could create an avatar and stop getting the message it needs to be updated. I would also like for Facebook to stop sharing my information when I make it private and for my use only Im tired of seeing ads based off of my age which is a private and all the other crap ads based off of location that is again private. Get your act together Facebook. I want to see my friends posts not ads and posts from three and four days ago.,2
"Facebook please make a feature like Instagram has, for our highlights and stories we have on Facebook we should be able to see who watches our highlights and stories it should show everyone regardless if youre not friends with someone on the app for OUR OWN SAFETY and PRIVACY. Some people have legitimate people that want to hurt them, you guys need to make a feature where we can see who watches our highlights and our story even if we are not friends on Facebook. It shouldnt be anonymous its not fair. People can stock us, and they get protected?? yeah no.",2
I finally updated my Facebook to see if it fixed this .. it hasn't. I am unable to share onto my personal page from my photography business page. When i type in my name with  Without  sign. Very annoying to those of us that need that function.  Its been over a month! Im still a bit shy of 250. I have to post to my personal page separately .. and then link  sign to go to my business page. Most dont!,2
So many flaws regarding listing on marketplace to different buy sell groups. Also today I am unable to send any photos or videos on FB or messenger and it is telling me I need to give it access via setting but there is no option to change this. So frustrating.,2
Horrible business practices. AntiAmerican antidemocracy. App wants all my data just to function properly. Started getting ads for things that I spoke about around my phone and never actually typed into my phone.,2
"Facebook is not safe anymore. Nobody can have personal online privacy without local or unknown people placing their force fed unwanted advertising or personal blogging junk on others newsfeeds. Nobody can express themselves and their entitled opinions anymore without someone feeling so offended that they have to cry like a little 5 yr to Facebook admins as if the sky was about to fall on them. Facebooks community standards are nothing but a joke. Whats the purpose of having Facebook, Twitter and so on if one cant enjoy themselves safely and securely?",2
"I got hacked by someone 2 years ago 
and cant even get in my own profile. I 
send my photo ID to them and it let me change my password but i can not get into it because it requires a 6 digit code that is not coming to my phone!!! I guess my hacker changed my phone number so i cant get into it to find out. I sent sooooo
many messages to fb help but i cant get any help. When they had my account they changed my profile picture,And before they changed my pic they messaged 
allll my friends and asked for money!! Making me look like a begger. Embarrassing me. And some of my friends sent them 200 at a time for a light bill 
they told them i couldnt pay!!!! You know because they was Pretending to be me!!!
Still havent gotten it resolved to this day
and i want my profile back.",1
"Ive had my account hacked and money tried to spend through Facebook Pay and have gotten zero support. If your app is going to allow people to steal money from them, then give us a spot to report the illegal theft!!!!!",2
"Forces you to use terrible 2factor authentication, and then when it doesnt send you a code to your app, you have to SEND THEM A PICTURE OF YOUR ID to get back into your account.

Not to mention that the app itself is disgusting bloatware  spyware that tracks you across everything else you do on your phone, even though Facebook lies and says they dont do that.",2
"The app keeps getting updated to where if you run a page, its impossible to do anything. Trying to share content takes me to my personal page, making events is unintuitive, and its just an overall clunky mess.",2
"As of this latest update, Aug 20th, 2022, I am unable to update a post on my personal page or on a business page. If a mistake is found I have to delete and repost it. You are only able to update the privacy settings. This is frankly quite problematic",2
I got locked out of my Facebook account and now Facebook will not let me back in unless I send them a picture of my drivers license or passport. Why does a social media website need my identification cards? I dont want Facebook selling my driver license information to other companies.,2
Facebook is different than before. Now we have the thought police fact checkspying on everyone and all are judging our every word. American people are still free so far. It would be nice to have Facebook stand up for the Constitutions rights for all.,2
My account has been hacked and someone changed my email and it is impossible to get any assistance in correcting the matter. To make things worse I had a very close family member pass away and all of my favorite pictures right no longer have access to.I am extremely disappointed and would urge all others to ban Facebook Until they have a better security system in place.,2
