data,app,type,user_story
I had this same app on my old phone and it would check my oxygen as well as my pulse. Now that I have a new phone it doesn't show either! Ugh this is very aggravating,Samsung Health,problem_report,"As a user, I want the app to measure and display both my pulse and oxygen levels, just like it did on my previous phone, so that I can continue to monitor my health effectively.
"
I have been usually using mostly the sleep and step activity and its been real interesting to see the patterns although mine quit a connecting with the app and syncing so having some issues now,Garmin Connect,problem_report,"Here's a user story based on the review:

""As a user, I rely on the app to track my sleep and step activity and want it to consistently connect and sync data so that I can continue to observe my patterns and understand my activity levels.""
"
Not worth installing. First they got rid of the weight management feature which was one of the best parts of the app and now they want to see my phone contacts and don't give an option to opt out. Uninstall.,Samsung Health,feature_request,"Here's a user story based on the review:

""As a user, I want the weight management feature to be reinstated and to have control over sharing my phone contacts so that I can continue to use the app with the features I value and without compromising my privacy.""
"
Worked perfectly with an x40 before the latest update. After the update it just doesn't sync golf scorecards which end up getting lost. Happened twice now. Just went back to the previous version and worked perfectly. Needs another update.,Garmin Connect,problem_report,"As a golfer using an x40 device, I want the app to reliably sync my golf scorecards after updates, so that I don't lose my data.
"
I cant find my honor band4 running edition in ur list and cant pair with the older version of the app plzz fix the bug asap,Huawei Health,problem_report,"As a user using an Honor Band 4 Running Edition, I want the app to recognize my device and allow pairing, so that I can track my fitness activity data.
"
y i cant download dis app in my mobile...der is 600 mb space in my mobile... when m tryinf 2 download ist comming error...its u don't have enough space in your mobile..,Huawei Health,problem_report,"Here are a couple of options for converting the review into a user story, with slightly different focuses:

**Option 1 (Focus on clear error messaging):**

""As a user, I want the app to clearly and accurately inform me about storage space requirements and any related download errors, so that I can understand why the download is failing and take appropriate action.""

**Option 2 (Focus on troubleshooting):**

""As a user, I want the app download to proceed smoothly when I have sufficient storage space available on my device, or receive clear and helpful instructions on how to resolve the issue if there's a problem with the download process.""

**Explanation of Choices:**

*   **""As a user...""**: This is the standard opening for a user story.
*    **Underlying issue:** The user is encountering issues during the app download process because the error message is incorrect. Although the user claims to have space available, the error message indicates otherwise. It's about making the messaging clear.
*   **Desired outcome:** Provide clear and consistent communication with the user, enabling them to resolve the problem and successfully download the app.
"
Seemed great but for some reason it keeps telling me I'm over my calorie goal even though it shows I'm still way under in Weight Management. It was working fine until a couple days ago.,Samsung Health,problem_report,"As a user, I want the app to accurately track my calorie intake and goals in Weight Management, so that I receive correct feedback and can effectively manage my diet.
"
When I'm in the car it counts steps and eventually says my target is reached!it's not right at least we should always be carefull to turn it off when on the car.,Samsung Health,problem_report,"As a user, I want the step counter to accurately reflect my activity and not count steps while I'm in a vehicle, or I want a way to automatically disable the step counter when it detects I'm in a car, so that my step count and target achievements are correct.
"
"Heart rate and sleep data does not upload to Google Fit for Honor Band 5, even though both apps show each other and data sharing is turned on. Within the Huwawei Health app, sleep data always has to be manually synchronised. Heart rate is recorded fine though.",Huawei Health,problem_report,"Here's a user story based on the review:

As a user with an Honor Band 5, I want my heart rate and sleep data to automatically sync to Google Fit from the Huawei Health app, so that I can easily track my health and fitness data in one central location without manual intervention.
"
"Smart notifications don't function unless the App is running. I.e. Garmin insist on having their spying, battery draining App open on your personal phone ALL THE TIME. Don't buy a Garmin watch unless you want them to record everything about you, not just the exercise you do.",Garmin Connect,problem_report,"As a user, I want smart notifications to function even when the app is not actively running so that I can receive timely updates without constantly draining my phone's battery or feeling like my privacy is being compromised.
"
"latest update has broken the app, it wont sync steps from my Huawei Band 3 Pro, it is rubbish at the moment. it doesn't show data correctly on the home screen either. its a mess!! sort it out.",Huawei Health,problem_report,"As a user with a Huawei Band 3 Pro, I want the app to properly sync my step data and display it accurately on the home screen, so that I can rely on the app for tracking my fitness progress.
"
Give us a chat area where we can chat with other S-Health users. (Somewhat like Clash of Clan Glibal chat) So we can communicate with new people's  € get good ideas etc.,Samsung Health,feature_request,"As a user, I want a chat area to communicate with other S-Health users, so that I can connect with new people, share ideas, and learn new tips.
"
"I just got a new Garmin Vivofit 2 and really disappointed that I haven't been able to sync to my Samsung Galaxy S3. Even though it is listed as a compatible device, I keep getting an error message saying my Android is not compatible.",Garmin Connect,problem_report,"As a user with a Samsung Galaxy S3 (listed as a compatible device), I want to be able to successfully sync my Garmin Vivofit 2 so that I can track my activity data without encountering compatibility errors.
"
I used this app for cycling. But the GPS is way off. The map shows me i crossed sea & jungle to reach my destination. Please fix the GPS accuracy & mapping issue .. i test this many times but the inaccuracies is just too much. Pls fix.,Huawei Health,problem_report,"As a cyclist user, I want the app's GPS to accurately track my location and map my route so that I can reliably use the app to record my cycling activities.
"
Since the latest update. I've had terrible trouble syncing my device to my vivo fit. Trying 4-5 times unsuccessfully.  It's been 143 hours.since last successful sync. .. fix it...,Garmin Connect,problem_report,"As a user, I want my device to sync reliably with my Vivo fit, so that my data is up to date and I can track my progress.
"
All but a suggestion when cycling I may want to use 2 courses to create my own. Maybe you find a way to see more than one course on the screen.,Garmin Connect,feature_request,"Here are a few options for converting the review into a user story, with slightly different focuses:

**Option 1 (Focus on combining courses):**

*   ""As a user, I want the ability to combine multiple suggested courses to create a custom course so that I can tailor my learning path more effectively.""

**Option 2 (Focus on viewing multiple courses at the same time):**

*   ""As a user, I want to be able to view multiple suggested courses on the screen simultaneously so that I can easily compare them and make informed decisions.""

**Option 3 (Combined focus):**

*   ""As a user, I want the ability to combine suggested courses into a custom course and see multiple courses on the screen at once, so that I can create a tailored and efficient learning experience.""

**Explanation of choices:**

All options capture the core intent.

*   Option 1 & 2 focus on the specific requests from the review separately.
*   Option 3 is the strongest, and tries to include the two feature requests in one coherent story. It's reasonable to assume that the ability to combine courses would be made more useful if more than one course can be seen at once.

Ultimately, the best choice depends on how you want to prioritize and group features in your development backlog.
"
I've been very pleased with this app.  It took a few days of playing around with it to learn how all of it worked but that's what I'd expect with an app with this many features.,Garmin Connect,problem_report,"As a new user, I understand there's a learning curve with an app that has many features, so I am accepting of a short period of exploration to familiarize myself with its functionality.
"
I can't get my garmin to link to my fitness pal. Every time I try to hook it up so my step are linked it doesn't work,Garmin Connect,problem_report,"As a user, I want to be able to successfully link my Garmin device to MyFitnessPal so that my step data is automatically synced.
"
"Not always do I take my phone, I wish the app still allowed us to put ours steps in from our other devices not supported.",Samsung Health,feature_request,"As a user, I want the ability to manually input steps from unsupported devices so that my step count is accurate even when I don't have my phone with me.
"
Gps connect for walks/runs quit working with the new update. Found a couple forums where dozens of people have the same issue. Are you fixing this?,Garmin Connect,problem_report,"As a user, I want the GPS connection for walks/runs to work reliably after updates, so that I can accurately track my activities and rely on the app to function as expected.
"
I am getting an error while try to open the app.Huawei health need a more recent version of Huawei Mobile Service. Do i need to install any other application to use this app,Huawei Health,feature_request,"As a user with a Huawei device, I want the app to function correctly without requiring additional applications or services beyond the initially installed app, so that I can access and use the app's features without encountering errors.
"
last watch update is garbage it can't track me walking and stopping full of other bugs did you actually test the version 5.20 before the release? I don't think so,Garmin Connect,problem_report,"As a user, I want the watch to accurately track my activity (walking and stopping) and be free of bugs so that I can rely on the device for reliable fitness tracking.
"
"I've bought Huawei smart scale AH 100. It needs Huawei Health. I have smartphone with Android One. Huawei Health requires Huawei Mobile Service version 4.0.0 or later, but in Google Store there is only version 3.0.3.300! Now I am a ""happy"" owner of stupid scales. Isn't that a cheating buyer?",Huawei Health,problem_report,"As a user with a non-Huawei Android phone, I need the Huawei Health app available on the Google Play Store to be compatible with my phone (specifically Huawei Mobile Services version), so that I can properly use my Huawei smart scale AH 100.
"
"The App is great, except my app hasn't been recording any of the sleep data for the past week (the last night it recorded was the 9th). Please fix!!",Huawei Health,problem_report,"As a user, I want the app to accurately record my sleep data every night so that I can track my sleep patterns and get reliable insights.
"
"If you want people to use the app frequently,  you need Widgets. Food and drink widgets! Heart rate widget! These will help remind people to use it. I need it in my face to do any good.",Samsung Health,feature_request,"As a user, I want widgets (e.g., for food/drink tracking and heart rate monitoring) on my device's home screen so that I am reminded to use the app and encouraged to engage with it more frequently.
"
Old app is good don't update the app lot of bugs with new app . Downgrade  the app to march 2017 it doesn't track phones pedometer,Huawei Health,problem_report,"Here's the user story conversion:

As a user, I want the app to function as it did in the March 2017 version, specifically with working pedometer functionality and without the bugs present in the newer version, so that I can accurately track my steps and have a stable and reliable app experience.
"
The heart rate function of the app shouldn't even be on here.  It NEVER works. It's not very accurate with keeping track of steps either.,Samsung Health,problem_report,"As a user, I want the heart rate and step tracking functions to be accurate and reliable, or be removed, so that I can trust the app's health data.
"
Update after 8.1 update of Android all get back to normal. Cheers. Last update of Samsung gear sport drain the battery as hell on pixel XL. I've checked the battery drainage and 60% is Samsung health. Before an update all was great.,Samsung Health,problem_report,"As a user with a Samsung Gear Sport connected to a Pixel XL running Android 8.1 (or later), I want the Samsung Health app to not excessively drain my battery after the Gear Sport's firmware update, so that I can maintain normal battery life on my phone.
"
Not able to connect and update my watch through this app now. I did not use the app ( watch ) for a month now. And suddenly nothing is working. Error msg requires more recent version of huawei mobile services. I downloaded even that till same error .,Huawei Health,problem_report,"As a user, I want to be able to consistently connect and update my watch through the app, even after periods of inactivity, so that my watch functionality remains current and usable.
"
A very handy app but occasionally it's slow to connect to my device.  I recently changed from a Nokia mobile phone which is not fully supported to an android device which is. I recommend this app.,Garmin Connect,feature_request,"Here are a few options, depending on which part of the review you want to focus on:

**Option 1 (Focus on Connection Speed):**

*   ""As a user, I want the app to connect to my device quickly and reliably so that I can use it without frustrating delays.""

**Option 2 (Focus on Android Support):**

*   ""As a user with an Android device, I want the app to provide optimal performance and full support for my device so that I can have a seamless experience.""

**Option 3 (Combines Both):**

*   ""As a user, I want the app to connect quickly and reliably to my Android device so that I can use the app efficiently.""

**Explanation of Choices:**

*   The original review highlights both a slow connection and satisfaction with moving to a fully supported Android device.
*   Each option prioritizes a different aspect of the review allowing you to choose and create a story best suited to the problem or opportunity at hand.
"
"Everything is good. Just one add on required in watch section, if possible please show the last charged date like all other smart watch. That will enhance the popularity.",Huawei Health,feature_request,"As a user, I want the watch section to display the last charged date so that I can easily monitor battery usage and improve my experience.
"
Actually the update does not even have much form.....Samsung took a helpful and useful app and turned it into a pile of poop. Please roll back to the previous version and whoever said this new version was any good...sack them.,Samsung Health,feature_request,"""As a user, I want the app to revert to the previous version because the current update has negatively impacted usability and usefulness.""
"
"Horrible app, having a lot of bugs with installing it and using it. Restarted my phone once, now I can not use it awful app.",Huawei Health,problem_report,"Here's the conversion of the review into a user story:

**User Story:** ""As a user, I want the app to install and function without errors so that I can successfully use the app without experiencing crashes or other malfunctions.""
"
"ever since the update, I haven't been able to open the app. I keep getting a notification saying that it can't open on a ""rooted"" phone. not sure what that means, but everything was fine before the update.",Samsung Health,problem_report,"As a user, I want the app to open and function correctly on my phone (even if it's ""rooted""), so that I can use the app as I did before the update.
"
This app is fantastic. Syncs with galaxy watch. Would also be great if there was an option to track medication on the app as well that syncs with the watch.,Samsung Health,feature_request,"As a user, I want the option to track medication on the app and sync that data with my Galaxy Watch so that I can conveniently manage my medication schedule and adherence.
"
"Since the last update, it is spotty on when it wants to work... I used to love it. I can't even track my food anymore.",Garmin Connect,problem_report,"As a user, I want the app to consistently function after updates, so that I can reliably track my food.
"
"App does look nice, and using it with my Huawei scale and GT watch. However, like lot of ppl around, I have issues with Bluetooth connection and notification support on my Pocophone F1... I'm sure it's up to app/watch, so hope for a quick fix...",Huawei Health,problem_report,"As a user with a Pocophone F1, I want reliable Bluetooth connectivity and notification support when using the app with my Huawei scale and GT watch so that I can seamlessly track my data and receive important updates.
"
The unit does not allow changing to S.I. units (kJ instead of kcal) and has only U.S. food preprogrammed. The option to enter your own food is gone since the latest update. It is pretty useless now. And Samsung never replies to questions or suggestions.,Samsung Health,feature_request,"Here's the user story converted from the given review:

As a user, I want the ability to switch to S.I. units (kJ instead of kcal) and to either have a wider range of pre-programmed foods or the ability to manually input my own food data, so that I can accurately track my nutrition and utilize the unit effectively.
"
Definitely like the older version. With this one there is no longer an option to measure pulse and O2 level(Stress) using the phone. Please bring that back.,Samsung Health,feature_request,"As a user, I want the ability to measure my pulse and O2 level (stress) using the phone's sensors, like in the older version, so that I can easily track my health metrics.
"
Great app and would give more stars if the active minutes actually worked. I did a full body strength workout for 1 1/2 hour and still no recorded active minutes! It is irritating!,Garmin Connect,problem_report,"As a user, I want the app to accurately track my active minutes during workouts so that I can get credit for my exercise and be motivated to continue using the app.
"
"The step count is inaccurate. Please fix. Make it more sensitive to movement, because if I don't strap it to my leg or  arm the step count is too low...",Huawei Health,problem_report,"As a user, I want the step count to be more accurate and sensitive to movement, even when the device is not strapped tightly to my leg or arm, so that I can get a more reliable measure of my activity levels.
"
I now battle to sync my watch with my phone I have to disconnect and set up every time. why is there no pilates option on the app? kindly do an update for this,Garmin Connect,problem_report,"Here's a user story derived from the review:

As a user, I want my watch to sync reliably with my phone without needing to constantly disconnect and re-setup, and I would like a pilates exercise option to be added to the fitness tracking options so that I can accurately track my workouts.
"
"I have enjoyed my watch and the app for a year, until the recent app update. The latest version doesn't connect my watch (Forerunner 35) to my phone (Nokia 5.1). I have tried all troubleshooting suggestions and nothing helps.",Garmin Connect,problem_report,"As a user with a Forerunner 35 watch and Nokia 5.1 phone, I want the app to connect to my watch after the recent update so that I can continue using the app and watch together as I did before.
"
"I made several attempts to pair my Vivio 1 device with this App, without success. This App does not appear to deliver on its promises - very disappointed indeed",Garmin Connect,problem_report,"As a user with a Vivio 1 device, I want to be able to successfully pair my device with the App so that I can use the App as intended and benefit from its advertised features.
"
The Colorband A1 app was 1000 times better. The sleep tracking doesn't make sense and my band doesn't count steps when I push my baby in a pram. The A1 did. Sometimes newer technology isn't necessarily better.,Huawei Health,problem_report,"Here's a user story conversion of the provided review:

**User Story:** ""As a user who previously used the Colorband A1, I want the sleep tracking to be accurate and step counting to function properly even when pushing a pram, so that the data reflects my actual activity levels and I can get a reliable understanding of my sleep and daily exercise.""
"
"Every time I try to open the app it freezes and the sentence ""An error has occurred"" shows up. I uninstalled and re installed a few times but nothing has changed. What can I do?",Garmin Connect,problem_report,"As a user, I want the app to open and function without freezing so that I can successfully use its features.
"
Installed the health app on to my new phone and is not show the option of my smart watch device and won't even update the list of device.,Huawei Health,problem_report,"As a user, I want the health app to recognize and connect to my smartwatch device and properly update the device list, so that I can track my health data on my new phone.
"
When incoming call arrives on my band it displays half number instead of full number (honor band 6). Please update as soon as possible and if i turn off location band automatically got disconnected.,Huawei Health,problem_report,"Here's the converted user story:

As a user with an Honor Band 6, I want the band to display the full incoming call number, not just a partial number, and I want the band to remain connected even when location services are turned off, so that I can easily identify callers and reliably use the band's other features without unnecessary location tracking.
"
Update the Notification for maps in the form of direction and distance rather than text is quite good and helpful while riding in bike (honor band 5),Huawei Health,feature_request,"As a user riding a bike with an Honor Band 5, I want map notifications displayed as directions and distances instead of text, so that I can easily understand navigation instructions at a glance.
"
"Does not allow for heart rate or pulse ox rate to be measured on galaxy 20s. With my old phone, galaxy note 9, pulse ox was constantly wrong.",Samsung Health,problem_report,"As a user with a Galaxy S20, I want the application to be able to measure my heart rate and pulse oximetry accurately so that I can reliably track my health metrics.
"
Can't login Connect IQ store with Google account. It's hilarious considering the Connect app suggests you to use itself for ease of connection to IQ store.,Garmin Connect,feature_request,"As a user, I want to be able to log in to the Connect IQ store using my Google account, so that I can seamlessly access and install Connect IQ apps, especially since the Connect app suggests using it for ease of connection.
"
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report,"As a Huawei GT2 user, I want the missing face options and the ability to add new faces restored so that I can personalize my watch as intended.
"
Step count of Redmi note 8 pro is being added automatically leading to inaccuracies in my Statistics...only the honor band 5 should count in the app ...and outdoor cycling should be added...need to use another app for the same..adidas running,Huawei Health,problem_report,"Here's a User Story derived from the provided review:

""As a user, I want the app to only count steps from my connected Honor Band 5 and not automatically include steps from my Redmi Note 8 Pro, and I want outdoor cycling activity tracking added to the app, so that my fitness statistics are accurate and I can track all my workouts in one place without needing a separate app.""
"
"Unusable unless you give Garmin all of your personal information. Also, this is at least the second, if not the third time I've posted a negative review here, yet my last review disappeared.",Garmin Connect,feature_request,"Here are a couple of options for converting that review into user stories:

**Option 1 (Focus on the information requirement):**

""As a user, I want to be able to use the app without being required to share all of my personal information with Garmin, so that I can maintain my privacy and still benefit from the app's core functionality.""

**Option 2 (Focus on possible censorship):**

""As a user, I want assurance that my honest reviews, both positive and negative, will be visible to others, so that the app's review system is transparent and reflects the genuine user experience.""
"
Great App but last 2 weeks there is a problem apply to update through Samsung Galaxy Store. After download is finished the app keep crushing when it tries to be applied on Galaxy Watch,Samsung Health,problem_report,"As a user with a Galaxy Watch, I want app updates from the Samsung Galaxy Store to install correctly without crashing the app so that I can reliably use the latest version of the app on my watch.
"
Unable to reset password. Sup wants me to input details of a phone I had in 2010. Maybe I'm different but I don't have any info on that device except the name,Huawei Health,problem_report,"As a user, I want a simpler password reset process that doesn't rely on outdated device information, so that I can regain access to my account easily.
"
The main problem I have with this app now is that it reads my steps while I'm driving. It never did that before and cant figure out how to make it stop. Other than that it's a good app.,Samsung Health,problem_report,"As a user, I want the app to accurately track my steps only when I am walking or running, and not when I am driving, so that my activity data is correct and reliable.
"
Had a Recent update from magic watch 2 . Now the health app doesn't allow to access or even load watch faces.. its rediculous.. i am using honor as my device as well.,Huawei Health,problem_report,"As a user with a Magic Watch 2 and an Honor device, I want the health app to properly load and allow access to watch faces after app updates, so that I can continue to use the watch face functionality as expected.
"
"Generally pretty good, however i just a lot of saved courese from my club. I have noticed that they are not available unless i have saved a course of my own. When that is deleted all of the saved favourites disappear.",Garmin Connect,feature_request,"As a user, I want to be able to access saved courses from my club regardless of whether I have saved my own courses, so that my saved club courses are always available to me.
"
"Used to be even better, but recently the daily reminders that I would get each morning to track my sleep have stopped all of a sudden and I'm not sure why. I checked my settings and still no luck. Otherwise, I would rate higher.",Samsung Health,problem_report,"As a user, I want to receive daily sleep tracking reminders as I did previously, so that I am prompted to track my sleep each morning without having to remember manually.
"
"So frustrating. I have to hit 5 things to get it to record steps for example and then about 10% of the time, it records for 2 seconds and stops. So disappointing when you finish your walk and it didn't even start.",Samsung Health,problem_report,"As a user, I want the step recording process to be reliable and start promptly with fewer steps, so that my walks are accurately tracked without frustration.
"
"I was happy for the whole year with this app until the latest update which made me lose all my data that I've been recording for more than a year. I've been also trying to open it and it doesn't work, my devices have disconnected",Huawei Health,problem_report,"Here's a user story based on the provided review:

""As a user, I need my data to be preserved through app updates and the app to remain functional so that I don’t lose progress and can continue to use the app reliably.""
"
"Hello samsung, I'm not able to work this app, showing like ""due to a new security policy, SH can't be opened on a rooted device."" Please help.",Samsung Health,problem_report,"As a user, I want to be able to use the app on my rooted device, or receive clear guidance on why the app is incompatible with rooted devices, so that I can access its functionality.
"
Can't upload maps through the app. Fails to maintain connectivity to my vivo active on Marshmallow if you reboot or cycle Bluetooth on either the phone or the watch.,Garmin Connect,problem_report,"Here's the user story based on the provided review:

""As a user, I want to be able to upload maps through the app reliably and maintain a consistent connection between the app and my Vivoactive watch (particularly on Android Marshmallow after rebooting or cycling Bluetooth), so that I can use the app effectively with my device without connectivity issues.""
"
"Unable to use the app as it says a 4.4.0 version is required, which' isnt available on app store.i am unable to use honor band 5.such a scam",Huawei Health,problem_report,"As a user with an Honor Band 5, I want the app to be compatible with my device and downloadable from the app store so that I can use the app as intended without encountering version incompatibility errors.
"
"Notifications does not work with Huawei P20. One day works, after does not. P.S battery optimisations etc things of course are disabled for this app. :-( Hard reset of the phone, OS upgrades, app reinstall, repairing does not help, next day same issue.",Garmin Connect,problem_report,"As a user with a Huawei P20, I want to receive reliable notifications so that I can stay informed about important updates and not miss critical information, even after phone restarts, OS upgrades, or app re-installations, and with battery optimizations disabled.
"
I'm so frustrating!!! Why would you remove the weight management feature ? This is the most features of this app! I hope you add this feature in the next update!,Samsung Health,feature_request,"As a user, I want the weight management feature to be restored so that I can continue to track my progress and use the app as I did before.
"
"Looks like the app is nolonger working on Samsung phones...S10, or is it me? It tells me to update from Huawei appGallery to a newer version.4.0.0. Google playstore must just remove this app here, it is nolonger working on Android phones.",Huawei Health,problem_report,"Here's a possible user story conversion, focusing on the core problem and desired outcome:

**User Story:** As a user with a Samsung S10 or other Android phone, I want the app to be compatible and functional on my device so that I can continue using the app as intended without forced updates or compatibility issues.
"
Great to have all my devices on one app. But recently it has my sleep messed up. It says Im still asleep when it is tracking my ride with my edge. Correct when I wake up. Then I upload my ride and increases my sleep time please fix,Garmin Connect,problem_report,"As a user, I want the app to accurately track my sleep data, even when recording activities with other devices, so that my sleep metrics are correct and reflect my actual sleep patterns.
"
I just got the note 20 and now i can't use the heart rate or stress . I can do the ones i have to do manually but anything else won't work.,Samsung Health,problem_report,"As a user with a Note 20, I want the heart rate and stress monitoring features to function correctly (beyond manual entry) so that I can utilize the health tracking capabilities supported on my device.
"
After thr latest update I can't access the app. It doesn't sync with Google fit app either.. I have bought an expensive huawei smart watch which is just a digital watch for me.. Dear huawei please fix the bug. Disappointing for a big company like huawei to do such things.,Huawei Health,problem_report,"Here are a few options for user stories based on the review, with increasing levels of specificity:

**Option 1 (Focus on App Access):**

""As a user, I want to be able to access the app after updates so that I can continue to use its features.""

**Option 2 (Focus on Syncing):**

""As a user with a Huawei Smartwatch, I want the app to sync with Google Fit so that my fitness data is accurately tracked.""

**Option 3 (Combining both and addressing the bug):**

""As a user, I want the app to be accessible after updates and sync with Google Fit (especially on Huawei smartwatches) so that I can use all the app's features and integrate it with my fitness tracking.""

**Explanation of choices:**

*   **Option 1:** This is the most basic and focuses on the initial problem (app not working). Useful if there something fundamentally broken and they need to get the app running again.
*   **Option 2:** This addresses the specific issue of Google Fit syncing, highlighting the key integration that is failing. Useful if that's the area that needs work
*   **Option 3:** This combines both issues into a single story. It's good if both problems are related to the same area of the app or need to be fixed together. It also puts an emphasis on the Huawei watches mentioned in the original review.

I recommend choosing the option that best fits your understanding of the underlying problems and the priorities of the development team.
"
"I cannot remove this damn app from my device!! I try to uninstal and it only allows uninstal for updates, to make things worse it boots up every time i look at the phone, even on calls...Infuriating!",Samsung Health,problem_report,"As a user, I want to be able to completely uninstall the app so that it doesn't continue to run in the background or interfere with my device's functionality.
"
"This app has almost everything you need in a health and fitness app! I'd like there to be a way to track measurements. Also, maybe a recommended nutrition plan to better fit your goals if possible? It keeps me motivated and I'm feeling so much better in just 2 weeks!",Samsung Health,feature_request,"Here are two possible user stories you could extract from that review, depending on the focus:

**User Story 1 (Focus on Measurements):**

""As a user, I want to be able to track my body measurements (e.g., weight, waist size, etc.) so that I can monitor my progress more comprehensively.""

**User Story 2 (Focus on Nutrition Plans):**

""As a user, I want access to recommended nutrition plans tailored to my fitness goals so that I can optimize my diet and achieve better results.""

**Explanation of choices:**

The review actually suggests two valuable features. Therefore, I've created two user stories. It’s better practice to split a complex review into individual user stories so that the development team can focus on implementing the features one by one rather than clumping them together into one large and difficult to manage user story.
"
doesn't keep track of my activities. can't set activities. can't believe how much calories I'm burning. when using other app it tells me that I burn much less calories.  returning it .....returned it. Now I can erase useless app.,Garmin Connect,problem_report,"Here are a few options for converting the review into a user story, focusing on slightly different aspects:

**Option 1 (Focus on Activity Tracking and Goal Setting):**

*   ""As a user, I want the app to accurately track my activities and allow me to set activity goals so that I can monitor my progress and have confidence in the calorie estimations.""

**Option 2 (Focus on Calorie Accuracy and App Performance):**

*   ""As a user, I want accurate calorie burn estimations that align with other fitness apps so that I can have confidence in the results and track my fitness progress effectively.""

**Option 3 (More General - covering the overall negative experience):**

*   ""As a user, I need a reliable app that accurately tracks my activities and provides verifiable calorie estimations so I can confidently use it to monitor my fitness goals.""

**Explanation of Choices:**

*   All options incorporate the key complaints: lack of activity tracking, inability to set activities (implicitly linked to tracking), and inaccurate calorie count.
*   Option 1 focuses slightly more on the *desired functionality* of activity tracking and goal setting.
*   Option 2 focuses more on the *accuracy* of the data, particularly calorie burn, and comparing it to other apps.
*   Option 3 attempts to be more encompassing of the user's overall need, highlighting the requirement of *reliability* from the user's perspective.

The best choice depends on which aspect you want to emphasize when prioritizing the work related to this feedback.
"
"I thought it was synching to Samsung, but when I did a system rest on my S5, it couldn't find any data to synch back to my phone. Data was just all gone. What a bummer.",Samsung Health,problem_report,"As a user with a Samsung device, I want my data to be reliably synchronized and restored after a system reset, so that I don't lose my information.
"
"Other than not accurately counting flights of (house) stairs it works great. Wish there was a way to name ""other"" activities and not just other other 1 other 2 ect.",Garmin Connect,feature_request,"As a user, I want the app to allow me to customize the names of ""other"" activities, instead of defaulting to ""other 1,"" ""other 2,"" etc., so that I can more easily track and understand my activity data.
"
"This app was working perfectly doing everything I needed and then, from yesterday, it now crashes everytime I open it. I don't want to loose all my data so feel a bit stuck now.",Huawei Health,problem_report,"Here's a user story based on the review provided:

**As a user, I need the app to be stable and not crash on startup, so that I can access my data and continue using the app as expected.**
"
Great app except you can't challenge a group. You can challenge 1 person but not multiple for steps. i have a wife and son that run and can only do one. Come on Samsung. You didn't think of this feature? Families exercise together.,Samsung Health,feature_request,"As a user, I want to be able to challenge a group of people (like my family) in step challenges, not just individual users, so that we can compete and motivate each other to exercise together.
"
"I like the app, but it doesn't work with people that work the night shift and sleep during the day. It doesn't accept those hours when I input my sleep hours,can you fix that plz",Samsung Health,problem_report,"As a night shift worker, I want the app to accept and recognize daytime sleep hours so that I can accurately track my sleep schedule.
"
Interesting app even though you have to sign away your life. Not totally intuitive. Needs time to get best out of it. Please remove advertising. I have bought your product. Don't force my to view stuff I don't want.,Huawei Health,feature_request,"Here are a few options for user stories based on the review, depending on what you want to emphasize:

**Option 1 (Focus on user experience and advertising):**

*   ""As a paying user, I want advertisements removed so that I can have an uninterrupted and cleaner experience with the product.""
*   ""As a new user, I want a more intuitive app design so that I can quickly understand how to maximize the app's potential.""
*   ""As a user, I want more transparency regarding data usage and privacy so that I am comfortable with the app before completely trusting it.""

**Option 2 (Focus on privacy concerns more):**

*   ""As a user, I want reassurance about the app's data usage and privacy policies before I commit to using it regularly.""
* ""As a purchasing user, I don't want to view advertising.""

**Option 3 (Combined approach):**

*   ""As a user, I want a clearer and more intuitive experience after installation, so I can feel comfortable using the app and explore advanced features with ease.""
* ""As a paying user, I want to access all features without interruption by advertisements.""

**Explanation of Choices**

*   **Addressing the ""Sign Away Your Life"" comment:** This implies a concern about data privacy. The user story aims to address this by focusing on transparency and reassurance, rather than explicitly stating the concern.
*   **Intuitive Design:** Addresses the ""Not totally intuitive"" comment. The goal is to improve the onboarding and general user experience.
*   **Removing Advertising:** Directly addresses the user's request who has purchased the product.

When choosing, consider the overall goals for this product. Are you focusing on improving user trust, simplifying the interface, or rewarding paying customers? The user story should align with those priorities.
"
Huwaei help me please. My app is up to date but still it keeps asking me to update. My watch wouldnt add in the app so I couldnt change time. Kindly help me out.,Huawei Health,problem_report,"Here's a conversion of the review into a user story:

""As a user with a Huawei device, I want the app to correctly recognize my current version and allow me to connect my watch so that I can update the time on my watch and use it with the app.""
"
