app_review,app,type,user_story
Developers please remove the mobile as a step count source . This app is ruining the accuracy of the wonderful honor band 5 . We only want to use Band as the step source .... Please make this change,Huawei Health,feature_request,"As a user, I want the app to only use my honor band 5 as the step count source, in order to improve the accuracy of step counting. I do not want my mobile device to be used as a step source. Please remove this option in the app."
Didn't upload my sleep data since January 1 2020 from my Huawei band 4,Huawei Health,problem_report,"As a user, I want the app to upload all of my sleep data from my Huawei band 4, including data from January 1 2020, to ensure accurate tracking of my sleep patterns."
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report,"As a user, I want the app to properly install and not get stuck on the ""downloading"" phase or show any indication of progress in the notification tray when using an SD card. I also want the app to properly detect and handle the issue of ejected SD cards."
Only complaint is when watch disconnects' becasue i got too far from phone (30+') it wont automatically reconnect...other then that still learning so hope to rate higher then 3☆ later,Garmin Connect,problem_report,"User Story: As a user, I want the app to automatically reconnect to my watch when it disconnects from my phone, so that I can continue using it without having to manually reconnect every time."
Why all the foods are conserved food.I cook in home.,Samsung Health,feature_request,"As a user, I want the app to offer a variety of fresh food options, rather than only offering canned or preserved foods, so that I can cook fresh meals at home."
"App looks good but the settings don't take effect immediately, setting profile specific information",Huawei Health,feature_request,"""As a user, I want the app to apply changes to my profile immediately after saving them in the settings so that I can see the updated information on my profile."""
"the app don't pair with my forerunner 35 on Huawei P8 lite 2017 and android 7 whereas the previous version did, very frustrating?",Garmin Connect,problem_report,"User Story: ""As a runner with a Huawei P8 lite 2017 and Android 7, I want the app to successfully pair with my forerunner 35 so that I can track my runs without any frustration."""
"Great app. MAJOR deficiency - it can't export GPX files, or sync with Strava. Then it would get a higher rating.",Huawei Health,feature_request,"As a user, I want the app to be able to export GPX files and sync with Strava so that I can easily track my progress and share my workouts with others. This will also improve my overall rating and usage of the app."
Been able to track all my activity if I remember to carry my phone .  It doesn't track the 4 to 5 hours a day that I'm cashiering at work...lot if movement and steps but nothing really registers,Samsung Health,problem_report,"As a user, I want the app to accurately track all my activity, including my work hours as a cashier, so that I can have a comprehensive view of my fitness level."
Improve ur app man and add some more features to smartwatch ui it getting boring add camera shutter and voice assistant and add feature to stop continues heart rate monitor change navigation animation and add drink water reminder etc,Huawei Health,feature_request,"As a user, I want the app to have more features and an improved user interface for my smartwatch, such as a camera shutter and voice assistant. I also want it to have options to stop continuous heart rate monitoring, change navigation animations, and add a drink water reminder. This will make using the app more enjoyable and useful for me."
Why did you take away the average weight stats for weekly and monthly. Now I can only see daily. Worst update ever. Now I will have to find another app with those features!,Samsung Health,feature_request,"User Story: ""As a user, I want the app to provide average weight statistics for both weekly and monthly time periods, so that I can track my progress over longer periods of time. This feature was previously available and its removal has made the app less useful. I would like the feature to be reinstated or find another app that offers this feature."""
The sleep app is not updating on my android phone. It suddenly stopped. The watch Huawei GT 2 is good. But there seems to be bug in the App.,Huawei Health,problem_report,"User Story: ""As a user, I want the sleep app to be consistently updating and functioning on my android phone so that I can accurately track my sleep patterns. Additionally, I would like any bugs in the app to be addressed and resolved."""
Using vivosmart HR just wish when i manually add my basketball games (not allowed to wear watch) that it could estimate steps and calories burnt with the data I input. Also doesnt sometimes sync fails if I have been using another bluetooth device,Garmin Connect,problem_report,"As a user of vivosmart HR, I want the app to accurately estimate my steps and calories burned during basketball games, even when I cannot wear the watch. Additionally, I want the app to reliably sync with other bluetooth devices when needed."
Used my vivofit for over a year and app worked just fine but now since recent updates I can no longer synch my vivofit to any of my mobile devices.  If this continues I will move on to another brand of fitness tracker.,Garmin Connect,problem_report,"As a user of vivofit, I want the app to synchronize with my mobile devices so that I can continue to track my fitness progress. If the app continues to have syncing issues, I will consider switching to a different brand of fitness tracker."
Hello. Auto pause is active in the settings but unfortunately when i stop cicling the time counter didn't stop. And i have to pause manually. This is boring.,Huawei Health,problem_report,"As a user, I want the auto pause feature to properly pause the time counter when I stop cycling, so that I don't have to manually pause it each time."
The unit does not allow changing to S.I. units (kJ instead of kcal) and has only U.S. food preprogrammed. The option to enter your own food is gone since the latest update. It is pretty useless now. And Samsung never replies to questions or suggestions.,Samsung Health,feature_request,"As a user, I want the option to change to S.I. units (kJ instead of kcal) and the ability to enter my own food, even after the latest update, so that I can accurately track my food consumption. I also want better customer support from Samsung regarding my questions and suggestions."
"This is a bad app, it doesn't count your steps correctly and it closes by itself.",Samsung Health,problem_report,"""As a user, I want the app to accurately track my steps so that I can monitor my fitness goals. I also want the app to stay open and not close unexpectedly."""
Don't like the update the graphics look more messy and the last version was  a bit more user friendly. shame as app is great .and now only shows current  year in total step count (my data) and seem to have lost total count when  using app,Huawei Health,feature_request,"""I want the app to have a more user-friendly graphic design in the recent update, and to also be able to view my total step count across all years, including past ones, when I use the app."""
Really needs a Barcode scanner for food input! Using Myfitnesspal mostly because of that,Samsung Health,feature_request,"As a user, I want a Barcode scanner feature in the app so that I can easily input my food and track my meals accurately, similar to MyFitnessPal."
"WhatsApp calls on my Huawei watch GT2-C56 is shown & can be answered on iOS but not on Android. Appreciate, if this bug can be fixed on the next update in order for better experience with Android devices.",Huawei Health,problem_report,"As a user with an Android device, I want the WhatsApp calls to be displayed and answered on my Huawei watch GT2-C56 so that I can have a better experience with the app."
Waste app. Not able to login in one Plus 6t mobile. Thinking why i brought honor band.,Huawei Health,problem_report,"User Story: ""As a user, I want the app to be compatible with my OnePlus 6T mobile so that I can login successfully and fully utilize the Honor Band that I purchased."""
This is spy app. Request to access too much thing Disconnect many time and do not auto reconnect.,Huawei Health,problem_report,"As a user, I want the app to automatically reconnect after it disconnects and to not request access to unnecessary information to avoid it being perceived as a spy app."
I am facing problem in band whenever somebody calls it shows only incoming call instated of name of caller.,Huawei Health,feature_request,"As a user, I want to see the name of the caller when I receive a call on my band, so that I can easily identify who is calling me."
Two step and using phone features for a health app!? No thanks.,Samsung Health,feature_request,"As a user, I want the health app to have a simpler login process and not require access to my phone's features so that I can easily access my health data."
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report,"User Story: ""As a user, I want the app to accurately track my steps after the recent update so I can easily monitor my daily progress."""
I like the app in general but the widget is annoying. I mean it's way to big for the information displayed. It was somewhat understandable when I had my note 8 with heart rate but now with S20 I should be able to resize it.,Samsung Health,feature_request,"As a user, I want to be able to resize the widget in the app so that it fits the information displayed on my specific device, rather than being too big and annoying."
Not connecting with my Poco F1 phone. It's showing that I need to update the App. But it is already updated. And why I should go to update the app from Hawaii App store. 🤷 Why there is no any update in Google Play store.,Huawei Health,problem_report,"User Story: ""As a Poco F1 phone user, I want the app to connect properly so that I can use all its features. I also want the app to properly update from the Google Play Store, so I don't have to go to the Hawaii App store."""
Cannot sync with Google Fit. The app crashes randomly. Update the app please otherwise your watches are useless.,Huawei Health,problem_report,"User Story: ""As an assistant, I want the ability to sync with Google Fit without randomly crashing so that the app can be updated and utilized effectively on watches."""
Love this app and all the features. It works great since my phone comes with it. My only complaint is that I wish there was a widget for the food tracker I need the app. The only widget they have available is for counting steps.,Samsung Health,feature_request,"User Story: ""As a user, I want a widget for the food tracker in the app so that I can easily track my meals and snacks without having to open the app every time. I currently only have a widget for counting steps."""
"I don't want to use this app so I uninstalled it a few days ago and turned off the auto-update feature, but I just found it reinstalling itself. Not impressed.",Samsung Health,problem_report,"User Story: ""As a user, I want the app to not automatically reinstall itself after I have uninstalled it and turned off the auto-update feature, so that I can control what apps are on my device."""
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report,"User Story: ""As a user, I want the app to work on my rooted phone without any errors so that I can use it without interruptions."""
"Data sharing needs to be fixed, my weight and activity data doesn't appear properly in Google fit. It should have more support for other activities like indoor cycling which is my case (the Huawei band has this listed as an activity, but not the app)",Huawei Health,problem_report,"""As a fitness tracker user, I want my weight and activity data to be accurately shared with Google fit, including support for indoor cycling, so that I can track all of my activities in one place and have a comprehensive overview of my health and fitness journey."""
Huawei watch FIT -1E4 is not pairing with samsung mobile.Please suggest ...,Huawei Health,problem_report,"As a user, I want my Huawei watch FIT -1E4 to be able to pair with my Samsung mobile so that I can use it seamlessly."
"The honor magic watch 2 is disconnected from the phone Bluetooth every single day. Besides, when I want to make a phone call in my car, it won't use the car Bluetooth but the watch Bluetooth.",Huawei Health,problem_report,"As a user, I want the honor magic watch 2 to remain connected to my phone's Bluetooth so that I can use it for calls during my car rides."
Asking mobile services 4.0 or more. Whereas available version on playstore is 3.0,Huawei Health,problem_report,"""As a user, I want the mobile app to be updated to version 4.0 or above so that I can use the latest features and improvements available."""
"Very good for track your daily activities, but you can't challenge friend for more activities than walking.",Samsung Health,feature_request,"""As a user, I want to be able to challenge my friends to more activities besides just walking in order to track our daily activities more accurately."""
"I Can't pair Huawei Watch GT 2e-626. Shows ""Device not supported"".",Huawei Health,problem_report,"User Story: ""As a user, I want to be able to pair my Huawei Watch GT 2e-626 with the app so that I can use all of its features."""
I had this same app on my old phone and it would check my oxygen as well as my pulse. Now that I have a new phone it doesn't show either! Ugh this is very aggravating,Samsung Health,problem_report,"User Story: As a user, I want the app to display my oxygen and pulse levels on my new phone, just like it did on my old phone, to better track my health. It's frustrating to not see this information anymore."
I now battle to sync my watch with my phone I have to disconnect and set up every time. why is there no pilates option on the app? kindly do an update for this,Garmin Connect,feature_request,"As a user, I want the app to remember my fitness device and automatically sync with my phone, so that I don’t have to disconnect and set up every time. Additionally, I would like to have a pilates option available on the app through an update."
Please include Nigeria food in your list. Without it it would not be possible to rate the food consumption.,Samsung Health,feature_request,"As a user, I want to be able to rate and review Nigeria food so that I can accurately track my food consumption."
"It is a really good app, but when I changed my phone device, I lost everything (my progress, my food, my steps...) even when I have an account linked to this app.  I would have given 5 stars if this didn't happen. What a pity.",Samsung Health,problem_report,"As a user, I want my app data to be synced across devices so that I don't lose any progress or information when switching to a new device."
"Sleep infos not good, naps are not registered. The rest is good.",Garmin Connect,problem_report,"""As a user, I want my sleep information to be accurate and for naps to be properly registered so that I can better track my sleeping patterns. The rest of the app is working properly."""
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report,"User Story: ""As a user, I want the app to be compatible with my Samsung device so that I can use it with my Honor band 5 without having to download Huawei mobile services from a third-party app store."""
Works fine with my honor Band 5. But it has abusive permission requirements. Why the heck you need my contacts and my phone identity??? Why we have to log in? Why we can't just use it offline?,Huawei Health,feature_request,"As a user, I want the app to only request necessary permissions and not request access to contacts or phone identity. I also want the option to use the app offline without having to log in every time."
"The app in my S6 has more features, where is the heart rate and spo2  measures now?",Samsung Health,feature_request,"User Story: ""As a user, I want the heart rate and spo2 measures to be available on my S6 so that I can track my health more accurately."""
Where is the oxygen monitor that was advertised on the Samsung galaxy watch 3? That was half the reason I bought it...,Samsung Health,feature_request,"User Story: ""As a user, I want to be able to use the advertised oxygen monitor feature on my Samsung galaxy watch 3, as it was a major factor in my purchase decision."""
"First use - update failed, cannot add smart band. Device is useless. Great gift, lamers",Huawei Health,problem_report,"As a new user, I want the app to successfully update and connect with my smart band so that I can use it effectively."
Requirement for Huawei mobile services has ruined the Health app and won't allow access,Huawei Health,problem_report,"As a user, I want the Huawei mobile services requirement to be removed from the Health app so that I can access it without any disruptions."
"Sleep tracking stopped syncing on new years eve. Don't know why, but since 1-1 2020 it doesn't work anymore. Fix this please",Huawei Health,problem_report,"As a user, I want the sleep tracking feature to continue syncing after New Year's Eve, to ensure consistent data for my sleep tracking statistics."
"So many watch faces to choose, but none of them are digital WITH seconds counter. Even the simplest design would be sufficient. Otherwise works well, not intrusive and overall nice app.",Huawei Health,feature_request,"User Story: ""As a user, I want the app to have a digital watch face with a seconds counter so that I can easily tell the time accurately. Even a basic design would be satisfactory. Additionally, the app should have a simple and non-intrusive design for a pleasant user experience."""
"Excellent 👌 App. Would be 5 stars if there were paid watch faces and more free ones..Also, limited exercise options available compared to those on Huawei GT2 & GT2 Pro watch",Huawei Health,feature_request,"User Story: As a user, I want the option to purchase paid watch faces on the app so that I have a wider variety of choices. Additionally, I want to see an increase in the number of free watch faces available. Furthermore, I would like to have more exercise options similar to those available on the Huawei GT2 and GT2 Pro watches."
"You are missing one component that is very user friendly. Being able to scan barcodes, so that entering a meal or snack is quicker.",Samsung Health,feature_request,"As a user, I want to be able to scan barcodes to quickly enter meals and snacks into the app, so that the process is more efficient and user-friendly."
Great app. A scanner feature would be useful for enter food calories..,Samsung Health,feature_request,"As a user, I want a scanner feature in the app so that I can easily enter food calories by scanning barcodes or taking photos of the food."
Why is there no option to find my band? Why can't open while we're are offline,Huawei Health,feature_request,"As a musician, I want the option to search for my band on the app so that I can easily find my band's profile and information. Additionally, I want the app to be able to open and function offline so that I can access and interact with it even when I don't have an internet connection."
It won't let me connect my watch to my tablet.,Garmin Connect,problem_report,"As a user, I want to be able to connect my watch to my tablet so that I can easily view and track my fitness data on a larger screen."
Not very accurate will not sink - MyFitnessPal would not buy again. Mobile app error all the time.,Garmin Connect,problem_report,"As a user, I want the MyFitnessPal app to accurately record my food and exercise input so that I can effectively track my progress. Additionally, I want the mobile app to function smoothly without frequent errors so that I can easily use it on the go. I would not consider purchasing the app again if these issues persist."
"Heart Rate monitoring has been made redundant. Can't see it in real time. Post the latest update, this has really lost its utility.",Samsung Health,feature_request,"As a user, I want the app to display my heart rate in real time so that I can monitor it effectively and see its current status."
When incoming call arrives on my band it displays half number instead of full number (honor band 6). Please update as soon as possible and if i turn off location band automatically got disconnected.,Huawei Health,problem_report,"User Story: ""As a band user, I want incoming calls to display the full number instead of half numbers on my Honor Band 6. Additionally, the band should remain connected even if I turn off my location."""
You got rid of the one measurement I used. I have severe asthma and used the oxygen measurements for my doctor and myself. The stress one takes much longer and doesn't track it...,Samsung Health,feature_request,"User Story: ""As a user with severe asthma, I need the app's oxygen measurement feature to be available so that I can track and share this information with my doctor and myself."""
"Always shows as running in the background since latest update, please fix! even after latest update says it is using battery",Samsung Health,problem_report,"User Story: ""As a user, I want the app to stop running in the background after the latest update so that it doesn't continue to use battery power unnecessarily."""
"Excellent for cycling, wizh it had greater flexibility in logging strength workouts, unable to write in different exercises",Garmin Connect,feature_request,"As a user, I want the app to have greater flexibility in logging my strength workouts so that I can record different exercises in addition to cycling."
"Bluetooth connection getting lost, not loading with recent update. No login was required earlier, now it's asking for that, don't understand the logic.",Huawei Health,problem_report,"User Story: As a user, I want the Bluetooth connection to stay connected even after updating the app so that I can continue using it without interruptions. Additionally, I want the app to remember my previous login session so that I'm not constantly asked to log in."
"Pretty good app. Keeps me honest. Could always use more food/ nutrition counts, exercises and would like to see it get a bit smarter. Lots of repetitive messages.",Samsung Health,feature_request,"As a user, I want the app to provide more food/nutrition counts and exercises, and to become smarter, so that I can have a better understanding of my health and progress. Additionally, I would like to reduce the number of repetitive messages in the app."
I do love this app. Would be better if Fitbit was a partner app as i feel  that would track my steps better as my phone isnt on me contantly,Samsung Health,feature_request,"User Story: ""As a user, I want the app to partner with Fitbit so that my steps can be more accurately tracked, even when my phone is not on me."""
Update ruined everything. My data is lost. Rubbish syncing and never updates my steps anymore. Disconnects every few minutes and counts nap when I'm awake. I thought it's firmware issue but turns it it's just this garbage app.,Huawei Health,problem_report,"As an assistant, I want the app to reliably sync my steps and ensure my data is not lost so that I can accurately track my activity and progress. Additionally, I want the app to stay connected and accurately track my steps even if I disconnect for a few minutes."
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report,"As a user, I want the step count to be accurate so that I can track my progress accurately while using the app for running. I also want the screen to stay on and not go off randomly, as it is annoying and affects my experience with the app."
I work a 12 hr shift and i walk 10 of those hours.  This doesn't count all of my steps. Not happy about the way it shows your rewards. Won't let you see each reward. Before update was better. Not excited about using this anymore.,Samsung Health,feature_request,"As a user who works a 12-hour shift and walks 10 hours during that time, I want the app to accurately track all of my steps so that I can see my progress accurately. I also want to be able to view each individual reward and feel excited about using the app again."
"Did not want this. Cannot delete it. Cannot even turn out off. Google, block this app!",Samsung Health,problem_report,"As a user, I want to be able to delete this app and turn off any notifications to avoid being bothered."
"This was a great app however no update in recent times, need auto pause feature Most of the apps support auto pause n start feature, will appreciate more sporty interface.",Huawei Health,feature_request,"As a user, I want the app to have an auto pause feature so that I can easily pause and start the app without manually stopping and restarting it. Additionally, I would like the interface to have a more sporty look and feel."
After the last update I cannot pair my weight scale with the app. It stops at a message like :Huawei Health wants to access servers in Mainland to download files... Etc. Even if I press allow its not working and the message appears again and again.,Huawei Health,problem_report,"As a user, I want to be able to pair my weight scale with the app after updating it, so that I can track my weight accurately and easily without any errors or interruptions."
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request,"Other possible user story:
""As a runner, I want to pause my run without stopping the tracking, so that I can take a short break and resume with accurate tracking."""
App can't connect to the watch. Since the last update it is even worse.,Garmin Connect,problem_report,"User Story: ""As an assistant, I want the app to be able to consistently connect to my watch so that I can use it for my daily tasks without any interruptions caused by updates."""
"Works great with z5 and my forerunner 230. No issues with connection between the two at all. Sometimes sleep tracking can be a little inaccurate but not by much. There has never been a problem syncing with strava, can't comment on mapmyfitness unfortunately as I don't use it yet.",Garmin Connect,feature_request,"User Story: ""As a user who uses the app with a z5 and forerunner 230, I want the connection between the two devices to work seamlessly and accurately. Additionally, I would like the app to support syncing with Strava and MapMyFitness for a more comprehensive tracking experience."""
Since the latest update my device won't connect with my phone,Garmin Connect,problem_report,"User Story: ""As a user, I want the latest update to allow my device to connect with my phone again so that I can use it seamlessly."""
Update: new update fixed it Old: Your update just made Health device useless,Huawei Health,problem_report,"As a user of the Health device, I want the new update to fix any issues that made it unusable so that I can continue using it effectively."
