app_review,app,type,user_story
"First use - update failed, cannot add smart band. Device is useless. Great gift, lamers",Huawei Health,problem_report,"As a user, I want to first use - update failed, cannot add smart band. device is useless. great gift, lamers, so that I can have a better experience."
Requirement for Huawei mobile services has ruined the Health app and won't allow access,Huawei Health,problem_report,"As a user, I want to requirement for huawei mobile services has ruined the health app and won't allow access, so that I can have a better experience."
"Sleep tracking stopped syncing on new years eve. Don't know why, but since 1-1 2020 it doesn't work anymore. Fix this please",Huawei Health,problem_report,"As a user, I want to sleep tracking stopped syncing on new years eve. don't know why, but since 1-1 2020 it doesn't work anymore. fix this please, so that I can have a better experience."
"So many watch faces to choose, but none of them are digital WITH seconds counter. Even the simplest design would be sufficient. Otherwise works well, not intrusive and overall nice app.",Huawei Health,feature_request,"As a user, I want to so many watch faces to choose, but none of them are digital with seconds counter. even the simplest design would be sufficient. otherwise works well, not intrusive and overall nice app., so that I can have a better experience."
"Excellent 👌 App. Would be 5 stars if there were paid watch faces and more free ones..Also, limited exercise options available compared to those on Huawei GT2 & GT2 Pro watch",Huawei Health,feature_request,"As a user, I want to excellent 👌 app. would be 5 stars if there were paid watch faces and more free ones..also, limited exercise options available compared to those on huawei gt2 & gt2 pro watch, so that I can have a better experience."
"You are missing one component that is very user friendly. Being able to scan barcodes, so that entering a meal or snack is quicker.",Samsung Health,feature_request,"As a user, I want to you are missing one component that is very user friendly. being able to scan barcodes, so that entering a meal or snack is quicker., so that I can have a better experience."
Great app. A scanner feature would be useful for enter food calories..,Samsung Health,feature_request,"As a user, I want to great app. a scanner feature would be useful for enter food calories.., so that I can have a better experience."
Why is there no option to find my band? Why can't open while we're are offline,Huawei Health,feature_request,"As a user, I want to why is there no option to find my band? why can't open while we're are offline, so that I can have a better experience."
It won't let me connect my watch to my tablet.,Garmin Connect,problem_report,"As a user, I want to it won't let me connect my watch to my tablet., so that I can have a better experience."
Not very accurate will not sink - MyFitnessPal would not buy again. Mobile app error all the time.,Garmin Connect,problem_report,"As a user, I want to not very accurate will not sink - myfitnesspal would not buy again. mobile app error all the time., so that I can have a better experience."
"Heart Rate monitoring has been made redundant. Can't see it in real time. Post the latest update, this has really lost its utility.",Samsung Health,feature_request,"As a user, I want to heart rate monitoring has been made redundant. can't see it in real time. post the latest update, this has really lost its utility., so that I can have a better experience."
When incoming call arrives on my band it displays half number instead of full number (honor band 6). Please update as soon as possible and if i turn off location band automatically got disconnected.,Huawei Health,problem_report,"As a user, I want to when incoming call arrives on my band it displays half number instead of full number (honor band 6). please update as soon as possible and if i turn off location band automatically got disconnected., so that I can have a better experience."
You got rid of the one measurement I used. I have severe asthma and used the oxygen measurements for my doctor and myself. The stress one takes much longer and doesn't track it...,Samsung Health,feature_request,"As a user, I want to you got rid of the one measurement i used. i have severe asthma and used the oxygen measurements for my doctor and myself. the stress one takes much longer and doesn't track it..., so that I can have a better experience."
"Always shows as running in the background since latest update, please fix! even after latest update says it is using battery",Samsung Health,problem_report,"As a user, I want to always shows as running in the background since latest update, please fix! even after latest update says it is using battery, so that I can have a better experience."
"Excellent for cycling, wizh it had greater flexibility in logging strength workouts, unable to write in different exercises",Garmin Connect,feature_request,"As a user, I want to excellent for cycling, wizh it had greater flexibility in logging strength workouts, unable to write in different exercises, so that I can have a better experience."
"Bluetooth connection getting lost, not loading with recent update. No login was required earlier, now it's asking for that, don't understand the logic.",Huawei Health,problem_report,"As a user, I want to bluetooth connection getting lost, not loading with recent update. no login was required earlier, now it's asking for that, don't understand the logic., so that I can have a better experience."
"Pretty good app. Keeps me honest. Could always use more food/ nutrition counts, exercises and would like to see it get a bit smarter. Lots of repetitive messages.",Samsung Health,feature_request,"As a user, I want to pretty good app. keeps me honest. could always use more food/ nutrition counts, exercises and would like to see it get a bit smarter. lots of repetitive messages., so that I can have a better experience."
I do love this app. Would be better if Fitbit was a partner app as i feel  that would track my steps better as my phone isnt on me contantly,Samsung Health,feature_request,"As a user, I want to i do love this app. would be better if fitbit was a partner app as i feel  that would track my steps better as my phone isnt on me contantly, so that I can have a better experience."
Update ruined everything. My data is lost. Rubbish syncing and never updates my steps anymore. Disconnects every few minutes and counts nap when I'm awake. I thought it's firmware issue but turns it it's just this garbage app.,Huawei Health,problem_report,"As a user, I want to update ruined everything. my data is lost. rubbish syncing and never updates my steps anymore. disconnects every few minutes and counts nap when i'm awake. i thought it's firmware issue but turns it it's just this garbage app., so that I can have a better experience."
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report,"As a user, I want to step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating., so that I can have a better experience."
I work a 12 hr shift and i walk 10 of those hours.  This doesn't count all of my steps. Not happy about the way it shows your rewards. Won't let you see each reward. Before update was better. Not excited about using this anymore.,Samsung Health,feature_request,"As a user, I want to i work a 12 hr shift and i walk 10 of those hours.  this doesn't count all of my steps. not happy about the way it shows your rewards. won't let you see each reward. before update was better. not excited about using this anymore., so that I can have a better experience."
"Did not want this. Cannot delete it. Cannot even turn out off. Google, block this app!",Samsung Health,problem_report,"As a user, I want to did not want this. cannot delete it. cannot even turn out off. google, block this app!, so that I can have a better experience."
"This was a great app however no update in recent times, need auto pause feature Most of the apps support auto pause n start feature, will appreciate more sporty interface.",Huawei Health,feature_request,"As a user, I want to this was a great app however no update in recent times, need auto pause feature most of the apps support auto pause n start feature, will appreciate more sporty interface., so that I can have a better experience."
After the last update I cannot pair my weight scale with the app. It stops at a message like :Huawei Health wants to access servers in Mainland to download files... Etc. Even if I press allow its not working and the message appears again and again.,Huawei Health,problem_report,"As a user, I want to after the last update i cannot pair my weight scale with the app. it stops at a message like :huawei health wants to access servers in mainland to download files... etc. even if i press allow its not working and the message appears again and again., so that I can have a better experience."
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request,"As a user, I want to it's great now. love. just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?, so that I can have a better experience."
App can't connect to the watch. Since the last update it is even worse.,Garmin Connect,problem_report,"As a user, I want to app can't connect to the watch. since the last update it is even worse., so that I can have a better experience."
"Works great with z5 and my forerunner 230. No issues with connection between the two at all. Sometimes sleep tracking can be a little inaccurate but not by much. There has never been a problem syncing with strava, can't comment on mapmyfitness unfortunately as I don't use it yet.",Garmin Connect,feature_request,"As a user, I want to works great with z5 and my forerunner 230. no issues with connection between the two at all. sometimes sleep tracking can be a little inaccurate but not by much. there has never been a problem syncing with strava, can't comment on mapmyfitness unfortunately as i don't use it yet., so that I can have a better experience."
Since the latest update my device won't connect with my phone,Garmin Connect,problem_report,"As a user, I want to since the latest update my device won't connect with my phone, so that I can have a better experience."
Update: new update fixed it Old: Your update just made Health device useless,Huawei Health,problem_report,"As a user, I want to update: new update fixed it old: your update just made health device useless, so that I can have a better experience."
Not able to sign in. Loading circle is spinning in infinite loop Edit: works after latest update,Samsung Health,problem_report,"As a user, I want to not able to sign in. loading circle is spinning in infinite loop edit: works after latest update, so that I can have a better experience."
I like the app. But the heart rate and stress test features don't work on my HTC.,Samsung Health,problem_report,"As a user, I want to i like the app. but the heart rate and stress test features don't work on my htc., so that I can have a better experience."
"It used to work properly, now I can upload any new programs under ""discover"". It simply says ""no new item"".",Samsung Health,problem_report,"As a user, I want to it used to work properly, now i can upload any new programs under ""discover"". it simply says ""no new item""., so that I can have a better experience."
"except for keeping track of sleeping time and recording what you ate, this app is pretty useless now. the step counter is broken, it recorded 14 steps today while I was working and walking.",Samsung Health,problem_report,"As a user, I want to except for keeping track of sleeping time and recording what you ate, this app is pretty useless now. the step counter is broken, it recorded 14 steps today while i was working and walking., so that I can have a better experience."
Before it would keep saying the application had stopped multiple times everyday when I was not using it. Now all I have is a green screen with the man running on it. Its not working.,Samsung Health,problem_report,"As a user, I want to before it would keep saying the application had stopped multiple times everyday when i was not using it. now all i have is a green screen with the man running on it. its not working., so that I can have a better experience."
"Unwelcomed automatically downloaded app behaves like a virus and keeps trying to open, even when disabled!",Samsung Health,problem_report,"As a user, I want to unwelcomed automatically downloaded app behaves like a virus and keeps trying to open, even when disabled!, so that I can have a better experience."
it doesn't work on S20 FE . It won't measure my heart ♥️ rate or Oxygen.,Samsung Health,problem_report,"As a user, I want to it doesn't work on s20 fe . it won't measure my heart ♥️ rate or oxygen., so that I can have a better experience."
It does not keep the right track of how many miles you walk !,Samsung Health,problem_report,"As a user, I want to it does not keep the right track of how many miles you walk !, so that I can have a better experience."
Wants access to make phone calls. Won't open without it. Upd: The answer regarding providing optimal experience is ot an answer at all. I don't need an experience when an app makes phone calls for me.,Samsung Health,problem_report,"As a user, I want to wants access to make phone calls. won't open without it. upd: the answer regarding providing optimal experience is ot an answer at all. i don't need an experience when an app makes phone calls for me., so that I can have a better experience."
Aftr update my samsung watch failing to detect any activity pls fix the issue,Samsung Health,problem_report,"As a user, I want to aftr update my samsung watch failing to detect any activity pls fix the issue, so that I can have a better experience."
I went on a 2k run and it said I got 52 steps,Samsung Health,problem_report,"As a user, I want to i went on a 2k run and it said i got 52 steps, so that I can have a better experience."
"Was in the top 5% of total users, now at 25% because is hasn't tracked my steps in three days!!!",Samsung Health,problem_report,"As a user, I want to was in the top 5% of total users, now at 25% because is hasn't tracked my steps in three days!!!, so that I can have a better experience."
This used to be a really good app. Worked all the time. But of late it's just not logging anything. Not even step count. Constant white screen. Have to force stop then restart. I'm going to look for another app that works.,Samsung Health,problem_report,"As a user, I want to this used to be a really good app. worked all the time. but of late it's just not logging anything. not even step count. constant white screen. have to force stop then restart. i'm going to look for another app that works., so that I can have a better experience."
"I used to trust this app, it was very good but recently has not been counting my steps property. I walked the dog for 80 minutes this morning covering six kilometres but the app recorded only 5 mins and less than 500 steps!",Samsung Health,problem_report,"As a user, I want to i used to trust this app, it was very good but recently has not been counting my steps property. i walked the dog for 80 minutes this morning covering six kilometres but the app recorded only 5 mins and less than 500 steps!, so that I can have a better experience."
"After new update, I can't link with AIA vitality app.",Samsung Health,problem_report,"As a user, I want to after new update, i can't link with aia vitality app., so that I can have a better experience."
"update has ruined the app, and made my s3 useless. Roll it back, or i will be trying new hardware. silllly, and it seema like i am not alone as the app score has gone waaayyyy down because of this reason.",Samsung Health,problem_report,"As a user, I want to update has ruined the app, and made my s3 useless. roll it back, or i will be trying new hardware. silllly, and it seema like i am not alone as the app score has gone waaayyyy down because of this reason., so that I can have a better experience."
"I cannot remove this damn app from my device!! I try to uninstal and it only allows uninstal for updates, to make things worse it boots up every time i look at the phone, even on calls...Infuriating!",Samsung Health,problem_report,"As a user, I want to i cannot remove this damn app from my device!! i try to uninstal and it only allows uninstal for updates, to make things worse it boots up every time i look at the phone, even on calls...infuriating!, so that I can have a better experience."
Seemed great but for some reason it keeps telling me I'm over my calorie goal even though it shows I'm still way under in Weight Management. It was working fine until a couple days ago.,Samsung Health,problem_report,"As a user, I want to seemed great but for some reason it keeps telling me i'm over my calorie goal even though it shows i'm still way under in weight management. it was working fine until a couple days ago., so that I can have a better experience."
I'd love it but I can't track my heart rate and my stress levels on my Samsung a5 but my boyfriend can on he's s5 😢,Samsung Health,problem_report,"As a user, I want to i'd love it but i can't track my heart rate and my stress levels on my samsung a5 but my boyfriend can on he's s5 😢, so that I can have a better experience."
"It was amazing until steps stopped counting after phone software updates. Reinstalled the app twice, Paused and resumed step counting and all but still not functioning well. Using Mi Max, MiUI 8 here...",Samsung Health,problem_report,"As a user, I want to it was amazing until steps stopped counting after phone software updates. reinstalled the app twice, paused and resumed step counting and all but still not functioning well. using mi max, miui 8 here..., so that I can have a better experience."
"I used this app on galaxy S6 app for years and that was awesome, Recently I've installed on my new phone. But step counter pause periodically and it counts maybe 1/5 of my steps. That's a pity I loved this app previously",Samsung Health,problem_report,"As a user, I want to i used this app on galaxy s6 app for years and that was awesome, recently i've installed on my new phone. but step counter pause periodically and it counts maybe 1/5 of my steps. that's a pity i loved this app previously, so that I can have a better experience."
"Won't let me varify the given code while setting up the 2 step varification, or if I skip it the app won't connect to my wifi. Would love to use this app.",Samsung Health,problem_report,"As a user, I want to won't let me varify the given code while setting up the 2 step varification, or if i skip it the app won't connect to my wifi. would love to use this app., so that I can have a better experience."
I love this app. I only have one issue. I cannot seem to get my App and Watch to work as a Monday start. I have seen many people having the same issue. Please fix this I know many people would really appreciate this including me.,Samsung Health,problem_report,"As a user, I want to i love this app. i only have one issue. i cannot seem to get my app and watch to work as a monday start. i have seen many people having the same issue. please fix this i know many people would really appreciate this including me., so that I can have a better experience."
This app needs to be fixed #1 problem it doesn't accurately show how fast I run on the graph I'm sure also the mph or top speed isn't accurate this app needs to be fixed.,Samsung Health,problem_report,"As a user, I want to this app needs to be fixed #1 problem it doesn't accurately show how fast i run on the graph i'm sure also the mph or top speed isn't accurate this app needs to be fixed., so that I can have a better experience."
Unistalled up dates as latest update is useless missing features and not counting steps correctly fix it,Samsung Health,problem_report,"As a user, I want to unistalled up dates as latest update is useless missing features and not counting steps correctly fix it, so that I can have a better experience."
Great app except that it sometimes doesn't count my steps right.,Samsung Health,problem_report,"As a user, I want to great app except that it sometimes doesn't count my steps right., so that I can have a better experience."
"I put my phone in my dog treat bag which is against my body when I walk. This app either doesn't register my walking like that or only only registers part of the walk. But, if the phone is in my purse in a shopping cart or registers. Very unreliable!",Samsung Health,problem_report,"As a user, I want to i put my phone in my dog treat bag which is against my body when i walk. this app either doesn't register my walking like that or only only registers part of the walk. but, if the phone is in my purse in a shopping cart or registers. very unreliable!, so that I can have a better experience."
My 1 night of sleep gets recorded as multiple sleep cycles and broken up throughout. It's really irritating.,Samsung Health,problem_report,"As a user, I want to my 1 night of sleep gets recorded as multiple sleep cycles and broken up throughout. it's really irritating., so that I can have a better experience."
"It's Not working from past few months, not even starting, please do something about it.",Samsung Health,problem_report,"As a user, I want to it's not working from past few months, not even starting, please do something about it., so that I can have a better experience."
But then since the update it's no longer logging my steps correctly and I don't know how to fix it?,Samsung Health,problem_report,"As a user, I want to but then since the update it's no longer logging my steps correctly and i don't know how to fix it?, so that I can have a better experience."
Can't turn off notifications. I've turned off everything I can find in the app but still get annoying daily notifications that I don't want.,Samsung Health,problem_report,"As a user, I want to can't turn off notifications. i've turned off everything i can find in the app but still get annoying daily notifications that i don't want., so that I can have a better experience."
But I work 3rd and it wont let me record my sleep. I sleep during the day  and it wont let me put it down to save it,Samsung Health,problem_report,"As a user, I want to but i work 3rd and it wont let me record my sleep. i sleep during the day  and it wont let me put it down to save it, so that I can have a better experience."
walked 6 miles and it says I did 8. not vert accurate,Samsung Health,problem_report,"As a user, I want to walked 6 miles and it says i did 8. not vert accurate, so that I can have a better experience."
Won't directly register my omron M7 Intelli IT HEM-7322T-E. But I have managed to link the omron app to this app. Sadly it won't import full history. But at least it's working now.,Samsung Health,problem_report,"As a user, I want to won't directly register my omron m7 intelli it hem-7322t-e. but i have managed to link the omron app to this app. sadly it won't import full history. but at least it's working now., so that I can have a better experience."
The new app is a total downgrade. Worse counting and no options to change your settings,Samsung Health,problem_report,"As a user, I want to the new app is a total downgrade. worse counting and no options to change your settings, so that I can have a better experience."
After this update it says it cannot be open on a rooted phone. One problem: my phone isn't rooted...,Samsung Health,problem_report,"As a user, I want to after this update it says it cannot be open on a rooted phone. one problem: my phone isn't rooted..., so that I can have a better experience."
I love this app but it doesn't work properly with my Lenovo device it crashed sometimes and didn't update my footsteps,Samsung Health,problem_report,"As a user, I want to i love this app but it doesn't work properly with my lenovo device it crashed sometimes and didn't update my footsteps, so that I can have a better experience."
Good but won't sync between phones with the same Samsung account even though my account sync is on,Samsung Health,problem_report,"As a user, I want to good but won't sync between phones with the same samsung account even though my account sync is on, so that I can have a better experience."
S5 sport...Lost the app with the update. I used this EVERY DAY! Not happy!,Samsung Health,problem_report,"As a user, I want to s5 sport...lost the app with the update. i used this every day! not happy!, so that I can have a better experience."
"I dont know y but since the update, my pedometer, and sensors dont work  anymore!",Samsung Health,problem_report,"As a user, I want to i dont know y but since the update, my pedometer, and sensors dont work  anymore!, so that I can have a better experience."
Nice app but I think it's fake.when I check my health sometimes it's say 68 sometimes 98 and sometimes 118 this fake or real I have note 4,Samsung Health,problem_report,"As a user, I want to nice app but i think it's fake.when i check my health sometimes it's say 68 sometimes 98 and sometimes 118 this fake or real i have note 4, so that I can have a better experience."
I guess the app is okay but I dont wanna use it. I cant uninstall it and its always opening up and thats very annoying.,Samsung Health,problem_report,"As a user, I want to i guess the app is okay but i dont wanna use it. i cant uninstall it and its always opening up and thats very annoying., so that I can have a better experience."
"Steps start get counting even when travelling in a car, bus, etc. PLEASE FIX IT. Thanks.",Samsung Health,problem_report,"As a user, I want to steps start get counting even when travelling in a car, bus, etc. please fix it. thanks., so that I can have a better experience."
"I updated the app and it now wants me to set up two step verification. Which is fine, but after i confirm my phone number it just goes back to the previous screen and doesnt do anything",Samsung Health,problem_report,"As a user, I want to i updated the app and it now wants me to set up two step verification. which is fine, but after i confirm my phone number it just goes back to the previous screen and doesnt do anything, so that I can have a better experience."
Quite often my Samsung Fiite doesn't connect with the app. I missed around 25k steps this month to no connection between my watch and app. What even a point if you trying to challenge someone to race,Samsung Health,problem_report,"As a user, I want to quite often my samsung fiite doesn't connect with the app. i missed around 25k steps this month to no connection between my watch and app. what even a point if you trying to challenge someone to race, so that I can have a better experience."
After install security setting by email not working. Save password button does not work. And open link in browser also does not work. So not possable to use this app. Just time waisting in downloading.,Samsung Health,problem_report,"As a user, I want to after install security setting by email not working. save password button does not work. and open link in browser also does not work. so not possable to use this app. just time waisting in downloading., so that I can have a better experience."
"Used the app on Galaxy S10 for counting steps and for monitoring my heart rate. Since last S10 update, heart rate monitoring no longer functions. Please bring it back. I need it to check my heart rate and not currently in the market to buy a watch.",Samsung Health,problem_report,"As a user, I want to used the app on galaxy s10 for counting steps and for monitoring my heart rate. since last s10 update, heart rate monitoring no longer functions. please bring it back. i need it to check my heart rate and not currently in the market to buy a watch., so that I can have a better experience."
Does'nt properly on phones other than samsung U need to fix this problem,Samsung Health,problem_report,"As a user, I want to does'nt properly on phones other than samsung u need to fix this problem, so that I can have a better experience."
can't get mine you sync if i have to resign in,Samsung Health,problem_report,"As a user, I want to can't get mine you sync if i have to resign in, so that I can have a better experience."
After this update my watch and Galaxy 7 edge do not communicate. Still have problems,Samsung Health,problem_report,"As a user, I want to after this update my watch and galaxy 7 edge do not communicate. still have problems, so that I can have a better experience."
One more update. Find a way to give steps for cyclists. There's no way people do hundreds of thousands of steps everyday. It seems dishonest that I don't want to be part of it.. uninstalling..btw the GPS seems to be working fine now.,Samsung Health,problem_report,"As a user, I want to one more update. find a way to give steps for cyclists. there's no way people do hundreds of thousands of steps everyday. it seems dishonest that i don't want to be part of it.. uninstalling..btw the gps seems to be working fine now., so that I can have a better experience."
I used to love this it no longer keeps track of steps.,Samsung Health,problem_report,"As a user, I want to i used to love this it no longer keeps track of steps., so that I can have a better experience."
"This was a very good app, however a week ago, I encountered a problem where my step count did not work and the app assumes that I have not been doing anything. Could you please check to see if it is some sort of glitch? Thank you.",Samsung Health,problem_report,"As a user, I want to this was a very good app, however a week ago, i encountered a problem where my step count did not work and the app assumes that i have not been doing anything. could you please check to see if it is some sort of glitch? thank you., so that I can have a better experience."
"NOT GOOD, I TRY OPENING THE APP, BUT EXPERIENCING PROBLEMS, IT SAYS CONTACT Y'ALL! NO GOOD",Samsung Health,problem_report,"As a user, I want to not good, i try opening the app, but experiencing problems, it says contact y'all! no good, so that I can have a better experience."
"The 2-factor authorization has basically logged me out of the app. Get the code on phone, entered the code, but the Verify button doesn't work.",Samsung Health,problem_report,"As a user, I want to the 2-factor authorization has basically logged me out of the app. get the code on phone, entered the code, but the verify button doesn't work., so that I can have a better experience."
"Hello samsung, I'm not able to work this app, showing like ""due to a new security policy, SH can't be opened on a rooted device."" Please help.",Samsung Health,problem_report,"As a user, I want to hello samsung, i'm not able to work this app, showing like ""due to a new security policy, sh can't be opened on a rooted device."" please help., so that I can have a better experience."
"This app never worked for me. I would put ""walking"" on and after 30 minutes it would tell me I'd walked 30 steps. Usless",Samsung Health,problem_report,"As a user, I want to this app never worked for me. i would put ""walking"" on and after 30 minutes it would tell me i'd walked 30 steps. usless, so that I can have a better experience."
After recent upgrade few days ago stress and heart rate sections do not work,Samsung Health,problem_report,"As a user, I want to after recent upgrade few days ago stress and heart rate sections do not work, so that I can have a better experience."
"It's good , but I have problem I need some help  . When my phone in my pocket the program does not  count me steps . Why is that ?",Samsung Health,problem_report,"As a user, I want to it's good , but i have problem i need some help  . when my phone in my pocket the program does not  count me steps . why is that ?, so that I can have a better experience."
"Like the app. Except for everytime I put a workout in the app, my step cals always disappear, and the app doesn't show all my step cal.",Samsung Health,problem_report,"As a user, I want to like the app. except for everytime i put a workout in the app, my step cals always disappear, and the app doesn't show all my step cal., so that I can have a better experience."
More bullshit taking up room on my phone that I can't take the stupid app off of,Samsung Health,problem_report,"As a user, I want to more bullshit taking up room on my phone that i can't take the stupid app off of, so that I can have a better experience."
It was a great app. Was working well until I updated it. Now it won't even start. :(,Samsung Health,problem_report,"As a user, I want to it was a great app. was working well until i updated it. now it won't even start. :(, so that I can have a better experience."
After the last update the ecg stopped working it requires an update that according to the msg is not compatible with the zfold3 or watch 4 (com.samsung.android.shealthmonitor:2290:9908:25bc597b6003) Tried to get help and no response so far.,Samsung Health,problem_report,"As a user, I want to after the last update the ecg stopped working it requires an update that according to the msg is not compatible with the zfold3 or watch 4 (com.samsung.android.shealthmonitor:2290:9908:25bc597b6003) tried to get help and no response so far., so that I can have a better experience."
Using galaxy watch active with Pixel 3. No option in app to separate steps counted by my phone vs steps counted by my watch. it's either the phone or everything. Also cannot edit out miles of activity when it is obviously incorrect.,Samsung Health,problem_report,"As a user, I want to using galaxy watch active with pixel 3. no option in app to separate steps counted by my phone vs steps counted by my watch. it's either the phone or everything. also cannot edit out miles of activity when it is obviously incorrect., so that I can have a better experience."
"I've had this before & lost an entire person by just walking 10,000 steps a day, but I'd actually topped it by 4000 extra steps so I'm happy to try to lose again so my surgeries go better than expected.",Samsung Health,problem_report,"As a user, I want to i've had this before & lost an entire person by just walking 10,000 steps a day, but i'd actually topped it by 4000 extra steps so i'm happy to try to lose again so my surgeries go better than expected., so that I can have a better experience."
"Newer phone, sensor not working in app 9 of 10 times. Just updated app, will see if improved. App seems so-so thus far.",Samsung Health,problem_report,"As a user, I want to newer phone, sensor not working in app 9 of 10 times. just updated app, will see if improved. app seems so-so thus far., so that I can have a better experience."
Same story... does not work completely. Does it only work on overpriced Samsung Phones. I regret that I still have a Samsung smartwatch. Just loading circle all the time.,Samsung Health,problem_report,"As a user, I want to same story... does not work completely. does it only work on overpriced samsung phones. i regret that i still have a samsung smartwatch. just loading circle all the time., so that I can have a better experience."
The stupidest app there is even when ur lying on bed shaking the phone or in a moving car the pedometer keeps counting steps.... Total bullshit,Samsung Health,problem_report,"As a user, I want to the stupidest app there is even when ur lying on bed shaking the phone or in a moving car the pedometer keeps counting steps.... total bullshit, so that I can have a better experience."
Disappointed It is not trusted because its counting is wrong......even if you take phone in hand and move here n there it will count as a step,Samsung Health,problem_report,"As a user, I want to disappointed it is not trusted because its counting is wrong......even if you take phone in hand and move here n there it will count as a step, so that I can have a better experience."
steps are accurate on mobile phone mode love the challenges the food calculator needs work alot of the nutrition information is incorrect making it unusable to me...,Samsung Health,problem_report,"As a user, I want to steps are accurate on mobile phone mode love the challenges the food calculator needs work alot of the nutrition information is incorrect making it unusable to me..., so that I can have a better experience."
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report,"As a user, I want to after update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. hope to see bug fixed soon., so that I can have a better experience."
"I was happy with the app and it's functionality, but when I updated OS to Android 9 on my Pixel 2, the app stopped passively counting steps and would only count if I had the app open. The lack of passive counting has made this a lot less useful.",Samsung Health,problem_report,"As a user, I want to i was happy with the app and it's functionality, but when i updated os to android 9 on my pixel 2, the app stopped passively counting steps and would only count if i had the app open. the lack of passive counting has made this a lot less useful., so that I can have a better experience."
App stopped syncing with samsung gear fit2 pro after update. It was working perfectly fine before. I wish I can go back,Samsung Health,problem_report,"As a user, I want to app stopped syncing with samsung gear fit2 pro after update. it was working perfectly fine before. i wish i can go back, so that I can have a better experience."
This app started to kill the battery recently. It used to be a must-have app. But now it drains too much battery life.,Samsung Health,problem_report,"As a user, I want to this app started to kill the battery recently. it used to be a must-have app. but now it drains too much battery life., so that I can have a better experience."
Reset how many glasses I have drinking. If I choose 2 glasses and I go back to app after two hours it says 0 glasses water,Samsung Health,problem_report,"As a user, I want to reset how many glasses i have drinking. if i choose 2 glasses and i go back to app after two hours it says 0 glasses water, so that I can have a better experience."
This app requires permission to something but it doesn't say what. So it will not open. I used to use this but the last update killed it.,Samsung Health,problem_report,"As a user, I want to this app requires permission to something but it doesn't say what. so it will not open. i used to use this but the last update killed it., so that I can have a better experience."
Used to be working...now can't open because it thinks my device is rooted which is not.,Samsung Health,problem_report,"As a user, I want to used to be working...now can't open because it thinks my device is rooted which is not., so that I can have a better experience."
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report,"As a user, I want to i had a galaxy s5 and this app tracked my steps extremely well. i have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . please fix!, so that I can have a better experience."
Having issues the app keep stopping when i try to open it.,Samsung Health,problem_report,"As a user, I want to having issues the app keep stopping when i try to open it., so that I can have a better experience."
was a good app but now it insists that my phone is rooted and keeps popping up errors ever 30 seconds when I'm not trying to use it. I had to uninstall because it became too annoying.,Samsung Health,problem_report,"As a user, I want to was a good app but now it insists that my phone is rooted and keeps popping up errors ever 30 seconds when i'm not trying to use it. i had to uninstall because it became too annoying., so that I can have a better experience."
"I have used this app since 2017. Since the recent update, have more problems synching from the Fit. I have read many complaints recently and applied samsung response to correct .""""Nothing Worked"" Today, your rating has tanked to a 1 star from a 5 .",Samsung Health,problem_report,"As a user, I want to i have used this app since 2017. since the recent update, have more problems synching from the fit. i have read many complaints recently and applied samsung response to correct .""""nothing worked"" today, your rating has tanked to a 1 star from a 5 ., so that I can have a better experience."
So frustrating.   I have been refusing the updates for a reason and did not give permission for this one.  Driving in car sometimes counts as steps also.,Samsung Health,problem_report,"As a user, I want to so frustrating.   i have been refusing the updates for a reason and did not give permission for this one.  driving in car sometimes counts as steps also., so that I can have a better experience."
"When I measure stress out heart rate the screen sometimes freezes and I have to restart my phone. Otherwise, I like the app but wish there was a way to enter other exercises.",Samsung Health,problem_report,"As a user, I want to when i measure stress out heart rate the screen sometimes freezes and i have to restart my phone. otherwise, i like the app but wish there was a way to enter other exercises., so that I can have a better experience."
"The app will not open because it says my phone is rooted. However, my phone is NOT rooted. Because of this my gear S3 is essentially useless, as it will not sync with any other application.  Not happy Samsung.",Samsung Health,problem_report,"As a user, I want to the app will not open because it says my phone is rooted. however, my phone is not rooted. because of this my gear s3 is essentially useless, as it will not sync with any other application.  not happy samsung., so that I can have a better experience."
For some reason it only loaded the first time I used it then I couldn't get on after that. I did an update and it loaded up again the first time but now when I open the app it won't get past the green start screen.,Samsung Health,problem_report,"As a user, I want to for some reason it only loaded the first time i used it then i couldn't get on after that. i did an update and it loaded up again the first time but now when i open the app it won't get past the green start screen., so that I can have a better experience."
I bought a galaxy fit e and it's the app doesn't work it say there a problem. It does not connect.,Samsung Health,problem_report,"As a user, I want to i bought a galaxy fit e and it's the app doesn't work it say there a problem. it does not connect., so that I can have a better experience."
